idx,prompt,answer,pred,em_raw,em_norm,f1,pred_len,gold_len,overlong,format_violation,latency_ms,memory_hit,retrieval_latency_ms,router_path,topk_keys,distance,justification,context_key,retrieval_requests,writes_count,store_size_before,store_size_after,context_match_rate,success,steps_pred,steps_opt,suboptimality,time_ms_per_100,rss_mb,flags,gating_enabled,retrieval.episodic.avg_latency_ms,retrieval.episodic.batch_size,retrieval.episodic.hit_rate_at_k,retrieval.episodic.hits_at_k,retrieval.episodic.k,retrieval.episodic.requests,retrieval.episodic.tokens_returned,retrieval.episodic.total_k,retrieval.relational.avg_latency_ms,retrieval.relational.batch_size,retrieval.relational.hit_rate_at_k,retrieval.relational.hits_at_k,retrieval.relational.k,retrieval.relational.requests,retrieval.relational.tokens_returned,retrieval.relational.total_k,retrieval.spatial.avg_latency_ms,retrieval.spatial.batch_size,retrieval.spatial.hit_rate_at_k,retrieval.spatial.hits_at_k,retrieval.spatial.k,retrieval.spatial.requests,retrieval.spatial.tokens_returned,retrieval.spatial.total_k,gating.episodic.accepted,gating.episodic.attempts,gating.episodic.skipped,gating.relational.accepted,gating.relational.attempts,gating.relational.skipped,gating.spatial.accepted,gating.spatial.attempts,gating.spatial.skipped
10,In which city did Carol buy the book?,London,New York City,0,0,0.0,3,1,1,0,131.72462199872825,0,0.18109099983121268,['relational'],,,,semantic_mem/00011,1,0,1,1,0.0,,,,,316.68538782739114,2325.32421875,pre_replay,True,0.0,0,0.0,0,0,0,0,0,0.1582884204981383,1,0.0,0,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
11,In which city did Alice buy the apple?,Rome,New York City,0,0,0.0,3,1,1,0,124.94373799927416,0,0.1443010005459655,['relational'],,,,semantic_mem/00012,1,0,1,1,0.0,,,,,316.68538782739114,2325.32421875,pre_replay,True,0.0,0,0.0,0,0,0,0,0,0.1582884204981383,1,0.0,0,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
12,In which city did Alice buy the coin?,London,New York City,0,0,0.0,3,1,1,0,124.43605500084232,0,0.14764099978492595,['relational'],,,,semantic_mem/00013,1,0,1,1,0.0,,,,,316.68538782739114,2325.32421875,pre_replay,True,0.0,0,0.0,0,0,0,0,0,0.1582884204981383,1,0.0,0,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
13,In which city did Bob buy the ball?,Rome,New York City,0,0,0.0,3,1,1,0,123.31274700045469,0,0.14537100287270732,['relational'],,,,semantic_mem/00014,1,0,1,1,0.0,,,,,316.68538782739114,2325.32421875,pre_replay,True,0.0,0,0.0,0,0,0,0,0,0.1582884204981383,1,0.0,0,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
14,In which city did Dave buy the ball?,London,New York City,0,0,0.0,3,1,1,0,125.07958900096128,0,0.14299100075731985,['relational'],,,,semantic_mem/00015,1,0,1,1,0.0,,,,,316.68538782739114,2325.32421875,pre_replay,True,0.0,0,0.0,0,0,0,0,0,0.1582884204981383,1,0.0,0,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
15,In which city did Bob buy the coin?,Berlin,New York City,0,0,0.0,3,1,1,0,125.56969200159074,0,0.14502100020763464,['relational'],,,,semantic_mem/00016,1,0,1,1,0.0,,,,,316.68538782739114,2325.32421875,pre_replay,True,0.0,0,0.0,0,0,0,0,0,0.1582884204981383,1,0.0,0,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
16,In which city did Bob buy the coin?,Rome,New York City,0,0,0.0,3,1,1,0,121.80273800186114,0,0.14269100211095065,['relational'],,,,semantic_mem/00017,1,0,1,1,0.0,,,,,316.68538782739114,2325.32421875,pre_replay,True,0.0,0,0.0,0,0,0,0,0,0.1582884204981383,1,0.0,0,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
17,In which city did Carol buy the coin?,Berlin,New York City,0,0,0.0,3,1,1,0,134.45987900195178,0,0.1441710010112729,['relational'],,,,semantic_mem/00018,1,0,1,1,0.0,,,,,316.68538782739114,2325.32421875,pre_replay,True,0.0,0,0.0,0,0,0,0,0,0.1582884204981383,1,0.0,0,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
18,In which city did Carol buy the apple?,Paris,New York City,0,0,0.0,3,1,1,0,155.6293240028026,0,0.1452409997000359,['relational'],,,,semantic_mem/00019,1,0,1,1,0.0,,,,,316.68538782739114,2325.32421875,pre_replay,True,0.0,0,0.0,0,0,0,0,0,0.1582884204981383,1,0.0,0,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
19,In which city did Carol buy the coin?,Berlin,New York City,0,0,0.0,3,1,1,0,135.119662998477,0,0.14549100160365924,['relational'],,,,semantic_mem/00020,1,0,1,1,0.0,,,,,316.68538782739114,2325.32421875,pre_replay,True,0.0,0,0.0,0,0,0,0,0,0.1582884204981383,1,0.0,0,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
20,In which city did Dave buy the apple?,Berlin,New York City,0,0,0.0,3,1,1,0,131.78038199839648,0,0.1926810000441037,['relational'],,,,semantic_mem/00021,1,0,1,1,0.0,,,,,316.68538782739114,2325.32421875,pre_replay,True,0.0,0,0.0,0,0,0,0,0,0.1582884204981383,1,0.0,0,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
21,In which city did Bob buy the ball?,Rome,New York City,0,0,0.0,3,1,1,0,129.26057600270724,0,0.1466310022806283,['relational'],,,,semantic_mem/00022,1,0,1,1,0.0,,,,,316.68538782739114,2325.32421875,pre_replay,True,0.0,0,0.0,0,0,0,0,0,0.1582884204981383,1,0.0,0,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
22,In which city did Bob buy the book?,Berlin,New York City,0,0,0.0,3,1,1,0,124.16280300021754,0,0.14718099919264205,['relational'],,,,semantic_mem/00023,1,0,1,1,0.0,,,,,316.68538782739114,2325.32421875,pre_replay,True,0.0,0,0.0,0,0,0,0,0,0.1582884204981383,1,0.0,0,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
23,In which city did Alice buy the coin?,Paris,New York City,0,0,0.0,3,1,1,0,126.28400600078749,0,0.17897100042318925,['relational'],,,,semantic_mem/00024,1,0,1,1,0.0,,,,,316.68538782739114,2325.32421875,pre_replay,True,0.0,0,0.0,0,0,0,0,0,0.1582884204981383,1,0.0,0,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
24,In which city did Bob buy the book?,Berlin,New York City,0,0,0.0,3,1,1,0,123.98175199996331,0,0.14832099986961111,['relational'],,,,semantic_mem/00025,1,0,1,1,0.0,,,,,316.68538782739114,2325.32421875,pre_replay,True,0.0,0,0.0,0,0,0,0,0,0.1582884204981383,1,0.0,0,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
25,In which city did Carol buy the book?,Berlin,New York City,0,0,0.0,3,1,1,0,130.47955300135072,0,0.17703199773677625,['relational'],,,,semantic_mem/00026,1,0,1,1,0.0,,,,,316.68538782739114,2325.32421875,pre_replay,True,0.0,0,0.0,0,0,0,0,0,0.1582884204981383,1,0.0,0,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
26,In which city did Alice buy the book?,London,New York City,0,0,0.0,3,1,1,0,128.1815190013731,0,0.188820999028394,['relational'],,,,semantic_mem/00027,1,0,1,1,0.0,,,,,316.68538782739114,2325.32421875,pre_replay,True,0.0,0,0.0,0,0,0,0,0,0.1582884204981383,1,0.0,0,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
27,In which city did Dave buy the apple?,Berlin,New York City,0,0,0.0,3,1,1,0,123.01636600022903,0,0.1429309995728545,['relational'],,,,semantic_mem/00028,1,0,1,1,0.0,,,,,316.68538782739114,2325.32421875,pre_replay,True,0.0,0,0.0,0,0,0,0,0,0.1582884204981383,1,0.0,0,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
28,In which city did Dave buy the coin?,London,Denver,0,0,0.0,1,1,0,0,72.04492000164464,0,0.1528510001662653,['relational'],,,,semantic_mem/00029,1,0,1,1,0.0,,,,,316.68538782739114,2325.32421875,pre_replay,True,0.0,0,0.0,0,0,0,0,0,0.1582884204981383,1,0.0,0,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
29,In which city did Bob buy the ball?,Berlin,New York City,0,0,0.0,3,1,1,0,123.86704099844792,0,0.15240100037772208,['relational'],,,,semantic_mem/00030,1,0,1,1,0.0,,,,,316.68538782739114,2325.32421875,pre_replay,True,0.0,0,0.0,0,0,0,0,0,0.1582884204981383,1,0.0,0,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
30,In which city did Bob buy the book?,Paris,New York City,0,0,0.0,3,1,1,0,125.38311100070132,0,0.17031099923769943,['relational'],,,,semantic_mem/00031,1,0,1,1,0.0,,,,,316.68538782739114,2325.32421875,pre_replay,True,0.0,0,0.0,0,0,0,0,0,0.1582884204981383,1,0.0,0,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
31,In which city did Carol buy the apple?,Paris,New York City,0,0,0.0,3,1,1,0,122.12957000156166,0,0.15009100025054067,['relational'],,,,semantic_mem/00032,1,0,1,1,0.0,,,,,316.68538782739114,2325.32421875,pre_replay,True,0.0,0,0.0,0,0,0,0,0,0.1582884204981383,1,0.0,0,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
32,In which city did Alice buy the ball?,Paris,New York City,0,0,0.0,3,1,1,0,128.1689390016254,0,0.21310100055416115,['relational'],,,,semantic_mem/00033,1,0,1,1,0.0,,,,,316.68538782739114,2325.32421875,pre_replay,True,0.0,0,0.0,0,0,0,0,0,0.1582884204981383,1,0.0,0,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
33,In which city did Carol buy the coin?,Berlin,New York City,0,0,0.0,3,1,1,0,120.05643599695759,0,0.16259100084425882,['relational'],,,,semantic_mem/00034,1,0,1,1,0.0,,,,,316.68538782739114,2325.32421875,pre_replay,True,0.0,0,0.0,0,0,0,0,0,0.1582884204981383,1,0.0,0,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
34,In which city did Bob buy the apple?,Berlin,New York City,0,0,0.0,3,1,1,0,127.32052399951499,0,0.1434600017091725,['relational'],,,,semantic_mem/00035,1,0,1,1,0.0,,,,,316.68538782739114,2325.32421875,pre_replay,True,0.0,0,0.0,0,0,0,0,0,0.1582884204981383,1,0.0,0,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
35,In which city did Bob buy the coin?,Paris,New York City,0,0,0.0,3,1,1,0,136.5836120021413,0,0.1882010001281742,['relational'],,,,semantic_mem/00036,1,0,1,1,0.0,,,,,316.68538782739114,2325.32421875,pre_replay,True,0.0,0,0.0,0,0,0,0,0,0.1582884204981383,1,0.0,0,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
36,In which city did Dave buy the ball?,Rome,Los Angeles,0,0,0.0,2,1,1,0,99.84575799899176,0,0.2550019999034703,['relational'],,,,semantic_mem/00037,1,0,1,1,0.0,,,,,316.68538782739114,2325.32421875,pre_replay,True,0.0,0,0.0,0,0,0,0,0,0.1582884204981383,1,0.0,0,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
37,In which city did Carol buy the ball?,Rome,New York City,0,0,0.0,3,1,1,0,117.44854000062332,0,0.18288100181962363,['relational'],,,,semantic_mem/00038,1,0,1,1,0.0,,,,,316.68538782739114,2325.32421875,pre_replay,True,0.0,0,0.0,0,0,0,0,0,0.1582884204981383,1,0.0,0,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
38,In which city did Alice buy the book?,Paris,New York City,0,0,0.0,3,1,1,0,114.68197200156283,0,0.14629100041929632,['relational'],,,,semantic_mem/00039,1,0,1,1,0.0,,,,,316.68538782739114,2325.32421875,pre_replay,True,0.0,0,0.0,0,0,0,0,0,0.1582884204981383,1,0.0,0,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
39,In which city did Dave buy the book?,Paris,New York City,0,0,0.0,3,1,1,0,114.8616940008651,0,0.13463100185617805,['relational'],,,,semantic_mem/00040,1,0,1,1,0.0,,,,,316.68538782739114,2325.32421875,pre_replay,True,0.0,0,0.0,0,0,0,0,0,0.1582884204981383,1,0.0,0,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
40,In which city did Alice buy the ball?,Berlin,New York City,0,0,0.0,3,1,1,0,119.88991600082954,0,0.13630100147565827,['relational'],,,,semantic_mem/00041,1,0,1,1,0.0,,,,,316.68538782739114,2325.32421875,pre_replay,True,0.0,0,0.0,0,0,0,0,0,0.1582884204981383,1,0.0,0,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
41,In which city did Carol buy the ball?,London,New York City,0,0,0.0,3,1,1,0,115.71897899921169,0,0.14047099830349907,['relational'],,,,semantic_mem/00042,1,0,1,1,0.0,,,,,316.68538782739114,2325.32421875,pre_replay,True,0.0,0,0.0,0,0,0,0,0,0.1582884204981383,1,0.0,0,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
42,In which city did Bob buy the apple?,Rome,New York City,0,0,0.0,3,1,1,0,118.08485399888013,0,0.13846100046066567,['relational'],,,,semantic_mem/00043,1,0,1,1,0.0,,,,,316.68538782739114,2325.32421875,pre_replay,True,0.0,0,0.0,0,0,0,0,0,0.1582884204981383,1,0.0,0,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
43,In which city did Bob buy the apple?,Berlin,New York City,0,0,0.0,3,1,1,0,115.05811499955598,0,0.13938099800725468,['relational'],,,,semantic_mem/00044,1,0,1,1,0.0,,,,,316.68538782739114,2325.32421875,pre_replay,True,0.0,0,0.0,0,0,0,0,0,0.1582884204981383,1,0.0,0,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
44,In which city did Carol buy the coin?,London,New York City,0,0,0.0,3,1,1,0,115.96402999930433,0,0.12651999713853002,['relational'],,,,semantic_mem/00045,1,0,1,1,0.0,,,,,316.68538782739114,2325.32421875,pre_replay,True,0.0,0,0.0,0,0,0,0,0,0.1582884204981383,1,0.0,0,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
45,In which city did Bob buy the apple?,Paris,New York City,0,0,0.0,3,1,1,0,119.49411300156498,0,0.13506100003723986,['relational'],,,,semantic_mem/00046,1,0,1,1,0.0,,,,,316.68538782739114,2325.32421875,pre_replay,True,0.0,0,0.0,0,0,0,0,0,0.1582884204981383,1,0.0,0,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
46,In which city did Alice buy the ball?,Paris,New York City,0,0,0.0,3,1,1,0,116.38323399893125,0,0.14088100215303712,['relational'],,,,semantic_mem/00047,1,0,1,1,0.0,,,,,316.68538782739114,2325.32421875,pre_replay,True,0.0,0,0.0,0,0,0,0,0,0.1582884204981383,1,0.0,0,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
47,In which city did Dave buy the coin?,London,New York City,0,0,0.0,3,1,1,0,117.07163699975354,0,0.13876100274501368,['relational'],,,,semantic_mem/00048,1,0,1,1,0.0,,,,,316.68538782739114,2325.32421875,pre_replay,True,0.0,0,0.0,0,0,0,0,0,0.1582884204981383,1,0.0,0,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
48,In which city did Bob buy the book?,London,New York City,0,0,0.0,3,1,1,0,118.31777600309579,0,0.12326100113568828,['relational'],,,,semantic_mem/00049,1,0,1,1,0.0,,,,,316.68538782739114,2325.32421875,pre_replay,True,0.0,0,0.0,0,0,0,0,0,0.1582884204981383,1,0.0,0,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
49,In which city did Carol buy the book?,Berlin,New York City,0,0,0.0,3,1,1,0,117.1666180016473,0,0.13731100261793472,['relational'],,,,semantic_mem/00050,1,0,1,1,0.0,,,,,316.68538782739114,2325.32421875,pre_replay,True,0.0,0,0.0,0,0,0,0,0,0.1582884204981383,1,0.0,0,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
