idx,prompt,answer,pred,correct,latency_ms,flags,gating_enabled
22,Dave bought a ball at StoreA. StoreA is in London. In which city did Dave buy the ball?,London,London,1,0.0,pre_replay,False
23,Dave bought a book at StoreC. StoreC is in Berlin. In which city did Dave buy the book?,Berlin,Berlin,1,0.0,pre_replay,False
24,Alice bought a coin at StoreC. StoreC is in London. In which city did Alice buy the coin?,London,London,1,0.0,pre_replay,False
25,Dave bought a ball at StoreC. StoreC is in Rome. In which city did Dave buy the ball?,Rome,Rome,1,0.0,pre_replay,False
26,Alice bought a apple at StoreA. StoreA is in Paris. In which city did Alice buy the apple?,Paris,Paris,1,0.0,pre_replay,False
27,Bob bought a book at StoreC. StoreC is in Berlin. In which city did Bob buy the book?,Berlin,Berlin,1,0.0,pre_replay,False
28,Bob bought a apple at StoreA. StoreA is in Rome. In which city did Bob buy the apple?,Rome,Rome,1,0.0,pre_replay,False
29,Carol bought a apple at StoreB. StoreB is in Paris. In which city did Carol buy the apple?,Paris,Paris,1,0.0,pre_replay,False
30,Bob bought a coin at StoreB. StoreB is in Paris. In which city did Bob buy the coin?,Paris,Paris,1,0.0,pre_replay,False
31,Carol bought a ball at StoreA. StoreA is in Rome. In which city did Carol buy the ball?,Rome,Rome,1,0.0,pre_replay,False
32,Alice bought a apple at StoreC. StoreC is in London. In which city did Alice buy the apple?,London,London,1,0.0,pre_replay,False
33,Bob bought a book at StoreA. StoreA is in Paris. In which city did Bob buy the book?,Paris,Paris,1,0.0,pre_replay,False
34,Carol bought a book at StoreA. StoreA is in Berlin. In which city did Carol buy the book?,Berlin,Berlin,1,0.0,pre_replay,False
35,Bob bought a ball at StoreB. StoreB is in London. In which city did Bob buy the ball?,London,London,1,0.0,pre_replay,False
36,Bob bought a apple at StoreC. StoreC is in Berlin. In which city did Bob buy the apple?,Berlin,Berlin,1,0.0,pre_replay,False
37,Dave bought a apple at StoreB. StoreB is in Paris. In which city did Dave buy the apple?,Paris,Paris,1,0.0,pre_replay,False
38,Alice bought a apple at StoreB. StoreB is in Berlin. In which city did Alice buy the apple?,Berlin,Berlin,1,0.0,pre_replay,False
39,Alice bought a ball at StoreB. StoreB is in Berlin. In which city did Alice buy the ball?,Berlin,Berlin,1,0.0,pre_replay,False
40,Bob bought a ball at StoreA. StoreA is in Paris. In which city did Bob buy the ball?,Paris,Paris,1,0.0,pre_replay,False
41,Dave bought a book at StoreB. StoreB is in Berlin. In which city did Dave buy the book?,Berlin,Berlin,1,0.0,pre_replay,False
42,Dave bought a apple at StoreA. StoreA is in London. In which city did Dave buy the apple?,London,London,1,0.0,pre_replay,False
43,Carol bought a coin at StoreC. StoreC is in London. In which city did Carol buy the coin?,London,London,1,0.0,pre_replay,False
44,Bob bought a ball at StoreB. StoreB is in Paris. In which city did Bob buy the ball?,Paris,Paris,1,0.0,pre_replay,False
45,Carol bought a apple at StoreA. StoreA is in Rome. In which city did Carol buy the apple?,Rome,Rome,1,0.0,pre_replay,False
46,Carol bought a book at StoreC. StoreC is in London. In which city did Carol buy the book?,London,London,1,0.0,pre_replay,False
47,Dave bought a book at StoreB. StoreB is in Berlin. In which city did Dave buy the book?,Berlin,Berlin,1,0.0,pre_replay,False
48,Bob bought a ball at StoreA. StoreA is in Paris. In which city did Bob buy the ball?,Paris,Paris,1,0.0,pre_replay,False
49,Bob bought a book at StoreA. StoreA is in London. In which city did Bob buy the book?,London,London,1,0.0,pre_replay,False
