idx,prompt,answer,pred,em_raw,em_norm,f1,pred_len,gold_len,overlong,format_violation,latency_ms,success,steps_pred,steps_opt,suboptimality,flags,gating_enabled,retrieval.episodic.avg_latency_ms,retrieval.episodic.hit_rate_at_k,retrieval.episodic.hits,retrieval.episodic.requests,retrieval.episodic.tokens_returned,retrieval.episodic.total_k,retrieval.relational.avg_latency_ms,retrieval.relational.hit_rate_at_k,retrieval.relational.hits,retrieval.relational.requests,retrieval.relational.tokens_returned,retrieval.relational.total_k,retrieval.spatial.avg_latency_ms,retrieval.spatial.hit_rate_at_k,retrieval.spatial.hits,retrieval.spatial.requests,retrieval.spatial.tokens_returned,retrieval.spatial.total_k,gates.relational.accepts,gates.relational.aggregated,gates.relational.attempts,gates.relational.blocked_new_edges,gates.relational.inserted,gates.relational.routed_to_episodic,gates.spatial.accepts,gates.spatial.aggregated,gates.spatial.attempts,gates.spatial.blocked_new_edges,gates.spatial.inserted,gates.spatial.routed_to_episodic
10,Carol met at the Library on Thursday. Where was Carol?,the Library,Library,,,,1,2,0,0,76.65143899998839,,,,,pre_replay,False,0.45490990000416787,1.0,50,50,50,50,0.10669259999986025,0.0,0,50,50,50,0.06329176000463121,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
11,Alice found at the Park on Tuesday. Who was at the Park?,Alice,Alice,,,,1,1,0,0,76.1403879999989,,,,,pre_replay,False,0.45490990000416787,1.0,50,50,50,50,0.10669259999986025,0.0,0,50,50,50,0.06329176000463121,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
12,Alice saw at the Park on Wednesday. What did Alice do?,saw,saw at the Park,,,,4,1,1,0,175.46315499998855,,,,,pre_replay,False,0.45490990000416787,1.0,50,50,50,50,0.10669259999986025,0.0,0,50,50,50,0.06329176000463121,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
13,Dave helped at the Library on Tuesday. Where was Dave?,the Library,Library,,,,1,2,0,0,75.91822699998829,,,,,pre_replay,False,0.45490990000416787,1.0,50,50,50,50,0.10669259999986025,0.0,0,50,50,50,0.06329176000463121,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
14,Dave saw at the Mall on Wednesday. Who was at the Mall?,Dave,Dave.,,,,1,1,0,1,101.06325399999605,,,,,pre_replay,False,0.45490990000416787,1.0,50,50,50,50,0.10669259999986025,0.0,0,50,50,50,0.06329176000463121,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
15,Dave helped at the Park on Thursday. Where was Dave?,the Park,Park,,,,1,2,0,0,75.29242400005387,,,,,pre_replay,False,0.45490990000416787,1.0,50,50,50,50,0.10669259999986025,0.0,0,50,50,50,0.06329176000463121,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
16,Dave found at the Mall on Tuesday. Where was Dave?,the Mall,Mall,,,,1,2,0,0,101.0741949999101,,,,,pre_replay,False,0.45490990000416787,1.0,50,50,50,50,0.10669259999986025,0.0,0,50,50,50,0.06329176000463121,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
17,Alice found at the Cafe on Wednesday. Who was at the Cafe?,Alice,Alice.,,,,1,1,0,1,100.40790199991534,,,,,pre_replay,False,0.45490990000416787,1.0,50,50,50,50,0.10669259999986025,0.0,0,50,50,50,0.06329176000463121,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
18,Dave saw at the Cafe on Thursday. What did Dave do?,saw,saw at the Cafe,,,,4,1,1,0,177.19660200009457,,,,,pre_replay,False,0.45490990000416787,1.0,50,50,50,50,0.10669259999986025,0.0,0,50,50,50,0.06329176000463121,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
19,Bob helped at the Cafe on Thursday. What did Bob do?,helped,helped at the Cafe,,,,4,1,1,0,178.15183599998363,,,,,pre_replay,False,0.45490990000416787,1.0,50,50,50,50,0.10669259999986025,0.0,0,50,50,50,0.06329176000463121,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
20,Carol met at the Library on Monday. When was Carol at the Library?,Monday,Monday,,,,1,1,0,0,75.5632750000359,,,,,pre_replay,False,0.45490990000416787,1.0,50,50,50,50,0.10669259999986025,0.0,0,50,50,50,0.06329176000463121,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
21,Dave met at the Mall on Thursday. Who was at the Mall?,Dave,Dave was at the Mall.,,,,5,1,1,1,201.26590600000327,,,,,pre_replay,False,0.45490990000416787,1.0,50,50,50,50,0.10669259999986025,0.0,0,50,50,50,0.06329176000463121,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
22,Bob saw at the Cafe on Thursday. When was Bob at the Cafe?,Thursday,Thursday,,,,1,1,0,0,75.85221600004388,,,,,pre_replay,False,0.45490990000416787,1.0,50,50,50,50,0.10669259999986025,0.0,0,50,50,50,0.06329176000463121,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
23,Carol helped at the Cafe on Thursday. Where was Carol?,the Cafe,Cafe,,,,1,2,0,0,101.36556599991309,,,,,pre_replay,False,0.45490990000416787,1.0,50,50,50,50,0.10669259999986025,0.0,0,50,50,50,0.06329176000463121,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
24,Bob met at the Cafe on Wednesday. What did Bob do?,met,met at the Cafe on Wednesday.,,,,6,1,1,1,228.54913300000135,,,,,pre_replay,False,0.45490990000416787,1.0,50,50,50,50,0.10669259999986025,0.0,0,50,50,50,0.06329176000463121,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
25,Alice saw at the Mall on Tuesday. Who was at the Mall?,Alice,Alice was at the Mall.,,,,5,1,1,1,202.18779900005757,,,,,pre_replay,False,0.45490990000416787,1.0,50,50,50,50,0.10669259999986025,0.0,0,50,50,50,0.06329176000463121,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
26,Dave helped at the Mall on Thursday. What did Dave do?,helped,helped at the Mall,,,,4,1,1,0,179.30220099992766,,,,,pre_replay,False,0.45490990000416787,1.0,50,50,50,50,0.10669259999986025,0.0,0,50,50,50,0.06329176000463121,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
27,Bob helped at the Park on Thursday. Who was at the Park?,Bob,Bob.,,,,1,1,0,1,101.45670599990808,,,,,pre_replay,False,0.45490990000416787,1.0,50,50,50,50,0.10669259999986025,0.0,0,50,50,50,0.06329176000463121,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
28,Bob met at the Cafe on Thursday. Where was Bob?,the Cafe,Cafe,,,,1,2,0,0,101.48796600003607,,,,,pre_replay,False,0.45490990000416787,1.0,50,50,50,50,0.10669259999986025,0.0,0,50,50,50,0.06329176000463121,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
29,Bob met at the Mall on Wednesday. When was Bob at the Mall?,Wednesday,Wednesday,,,,1,1,0,0,76.49142900004335,,,,,pre_replay,False,0.45490990000416787,1.0,50,50,50,50,0.10669259999986025,0.0,0,50,50,50,0.06329176000463121,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
30,Carol met at the Cafe on Monday. Who was at the Cafe?,Carol,Carol.,,,,1,1,0,1,100.520041999971,,,,,pre_replay,False,0.45490990000416787,1.0,50,50,50,50,0.10669259999986025,0.0,0,50,50,50,0.06329176000463121,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
31,Dave found at the Mall on Thursday. What did Dave do?,found,Found at the Mall on Thursday.,,,,6,1,1,1,227.37888799997563,,,,,pre_replay,False,0.45490990000416787,1.0,50,50,50,50,0.10669259999986025,0.0,0,50,50,50,0.06329176000463121,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
32,Bob saw at the Cafe on Thursday. What did Bob do?,saw,saw at the Cafe on Thursday.,,,,6,1,1,1,252.59893700001612,,,,,pre_replay,False,0.45490990000416787,1.0,50,50,50,50,0.10669259999986025,0.0,0,50,50,50,0.06329176000463121,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
33,Bob found at the Library on Monday. What did Bob do?,found,Found at the Library on Monday.,,,,6,1,1,1,228.40407200010304,,,,,pre_replay,False,0.45490990000416787,1.0,50,50,50,50,0.10669259999986025,0.0,0,50,50,50,0.06329176000463121,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
34,Dave helped at the Cafe on Wednesday. Where was Dave?,the Cafe,Cafe,,,,1,2,0,0,100.8588240000563,,,,,pre_replay,False,0.45490990000416787,1.0,50,50,50,50,0.10669259999986025,0.0,0,50,50,50,0.06329176000463121,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
35,Dave helped at the Park on Monday. Where was Dave?,the Park,Park,,,,1,2,0,0,78.30367600001864,,,,,pre_replay,False,0.45490990000416787,1.0,50,50,50,50,0.10669259999986025,0.0,0,50,50,50,0.06329176000463121,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
36,Bob met at the Cafe on Monday. When was Bob at the Cafe?,Monday,Monday,,,,1,1,0,0,77.31368099996416,,,,,pre_replay,False,0.45490990000416787,1.0,50,50,50,50,0.10669259999986025,0.0,0,50,50,50,0.06329176000463121,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
37,Alice found at the Cafe on Monday. When was Alice at the Cafe?,Monday,Monday.,,,,1,1,0,1,100.56022300000222,,,,,pre_replay,False,0.45490990000416787,1.0,50,50,50,50,0.10669259999986025,0.0,0,50,50,50,0.06329176000463121,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
38,Carol found at the Library on Monday. When was Carol at the Library?,Monday,Monday,,,,1,1,0,0,76.14109799999369,,,,,pre_replay,False,0.45490990000416787,1.0,50,50,50,50,0.10669259999986025,0.0,0,50,50,50,0.06329176000463121,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
39,Carol helped at the Cafe on Tuesday. What did Carol do?,helped,helped at the Cafe,,,,4,1,1,0,175.3428439999425,,,,,pre_replay,False,0.45490990000416787,1.0,50,50,50,50,0.10669259999986025,0.0,0,50,50,50,0.06329176000463121,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
40,Dave saw at the Library on Tuesday. Where was Dave?,the Library,Library,,,,1,2,0,0,77.22949200001494,,,,,pre_replay,False,0.45490990000416787,1.0,50,50,50,50,0.10669259999986025,0.0,0,50,50,50,0.06329176000463121,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
41,Carol saw at the Library on Thursday. Where was Carol?,the Library,Library,,,,1,2,0,0,76.02681699995628,,,,,pre_replay,False,0.45490990000416787,1.0,50,50,50,50,0.10669259999986025,0.0,0,50,50,50,0.06329176000463121,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
42,Carol found at the Park on Tuesday. Who was at the Park?,Carol,Carol,,,,1,1,0,0,76.29720800002815,,,,,pre_replay,False,0.45490990000416787,1.0,50,50,50,50,0.10669259999986025,0.0,0,50,50,50,0.06329176000463121,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
43,Bob saw at the Library on Monday. Who was at the Library?,Bob,Bob was at the Library on Monday.,,,,7,1,1,1,251.87351299996408,,,,,pre_replay,False,0.45490990000416787,1.0,50,50,50,50,0.10669259999986025,0.0,0,50,50,50,0.06329176000463121,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
44,Alice helped at the Library on Monday. When was Alice at the Library?,Monday,Monday.,,,,1,1,0,1,101.58452699999998,,,,,pre_replay,False,0.45490990000416787,1.0,50,50,50,50,0.10669259999986025,0.0,0,50,50,50,0.06329176000463121,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
45,Dave found at the Cafe on Tuesday. What did Dave do?,found,Found at the Cafe on Tuesday.,,,,6,1,1,1,225.83381200001895,,,,,pre_replay,False,0.45490990000416787,1.0,50,50,50,50,0.10669259999986025,0.0,0,50,50,50,0.06329176000463121,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
46,Bob met at the Library on Monday. Where was Bob?,the Library,Library,,,,1,2,0,0,75.76331600000685,,,,,pre_replay,False,0.45490990000416787,1.0,50,50,50,50,0.10669259999986025,0.0,0,50,50,50,0.06329176000463121,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
47,Carol met at the Park on Thursday. Where was Carol?,the Park,Park,,,,1,2,0,0,75.61150499998348,,,,,pre_replay,False,0.45490990000416787,1.0,50,50,50,50,0.10669259999986025,0.0,0,50,50,50,0.06329176000463121,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
48,Carol helped at the Cafe on Wednesday. Who was at the Cafe?,Carol,Carol was at the Cafe.,,,,5,1,1,1,203.2018940000171,,,,,pre_replay,False,0.45490990000416787,1.0,50,50,50,50,0.10669259999986025,0.0,0,50,50,50,0.06329176000463121,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
49,Dave helped at the Library on Thursday. Who was at the Library?,Dave,Dave was at the Library.,,,,5,1,1,1,200.15356100009285,,,,,pre_replay,False,0.45490990000416787,1.0,50,50,50,50,0.10669259999986025,0.0,0,50,50,50,0.06329176000463121,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
