idx,prompt,answer,pred,em_raw,em_norm,f1,pred_len,gold_len,overlong,format_violation,latency_ms,success,steps_pred,steps_opt,suboptimality,flags,gating_enabled,retrieval.episodic.avg_latency_ms,retrieval.episodic.hit_rate_at_k,retrieval.episodic.hits,retrieval.episodic.requests,retrieval.episodic.tokens_returned,retrieval.episodic.total_k,retrieval.relational.avg_latency_ms,retrieval.relational.hit_rate_at_k,retrieval.relational.hits,retrieval.relational.requests,retrieval.relational.tokens_returned,retrieval.relational.total_k,retrieval.spatial.avg_latency_ms,retrieval.spatial.hit_rate_at_k,retrieval.spatial.hits,retrieval.spatial.requests,retrieval.spatial.tokens_returned,retrieval.spatial.total_k,gates.relational.accepts,gates.relational.aggregated,gates.relational.attempts,gates.relational.blocked_new_edges,gates.relational.inserted,gates.relational.routed_to_episodic,gates.spatial.accepts,gates.spatial.aggregated,gates.spatial.attempts,gates.spatial.blocked_new_edges,gates.spatial.inserted,gates.spatial.routed_to_episodic
13,Bob went to the Cafe. --- FLUSH --- Where did Bob go?,the Cafe,Cafe,,,,1,2,0,0,101.3725660000091,,,,,pre_replay,False,0.44986416000483587,1.0,50,50,50,50,0.10953004000839428,0.0,0,50,50,50,0.06389906001459167,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
14,Alice went to the Cafe. --- FLUSH --- Where did Alice go?,the Cafe,Cafe,,,,1,2,0,0,100.20719099998132,,,,,pre_replay,False,0.44986416000483587,1.0,50,50,50,50,0.10953004000839428,0.0,0,50,50,50,0.06389906001459167,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
15,Dave went to the Cafe. --- FLUSH --- Where did Dave go?,the Cafe,Cafe,,,,1,2,0,0,102.55204999998568,,,,,pre_replay,False,0.44986416000483587,1.0,50,50,50,50,0.10953004000839428,0.0,0,50,50,50,0.06389906001459167,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
16,Alice went to the Library. --- FLUSH --- Where did Alice go?,the Library,The Library.,,,,2,2,0,1,129.348766000021,,,,,pre_replay,False,0.44986416000483587,1.0,50,50,50,50,0.10953004000839428,0.0,0,50,50,50,0.06389906001459167,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
17,Bob went to the Cafe. --- FLUSH --- Where did Bob go?,the Cafe,Cafe,,,,1,2,0,0,100.55256199984797,,,,,pre_replay,False,0.44986416000483587,1.0,50,50,50,50,0.10953004000839428,0.0,0,50,50,50,0.06389906001459167,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
18,Carol went to the Library. --- FLUSH --- Where did Carol go?,the Library,Library.,,,,1,2,0,1,100.62944300011623,,,,,pre_replay,False,0.44986416000483587,1.0,50,50,50,50,0.10953004000839428,0.0,0,50,50,50,0.06389906001459167,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
19,Dave went to the Park. --- FLUSH --- Where did Dave go?,the Park,The Park.,,,,2,2,0,1,125.18337899996368,,,,,pre_replay,False,0.44986416000483587,1.0,50,50,50,50,0.10953004000839428,0.0,0,50,50,50,0.06389906001459167,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
20,Alice went to the Park. --- FLUSH --- Where did Alice go?,the Park,The Park.,,,,2,2,0,1,126.8954649999614,,,,,pre_replay,False,0.44986416000483587,1.0,50,50,50,50,0.10953004000839428,0.0,0,50,50,50,0.06389906001459167,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
21,Dave went to the Library. --- FLUSH --- Where did Dave go?,the Library,The Library.,,,,2,2,0,1,125.60465100000329,,,,,pre_replay,False,0.44986416000483587,1.0,50,50,50,50,0.10953004000839428,0.0,0,50,50,50,0.06389906001459167,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
22,Alice went to the Park. --- FLUSH --- Where did Alice go?,the Park,The Park.,,,,2,2,0,1,126.96370499998011,,,,,pre_replay,False,0.44986416000483587,1.0,50,50,50,50,0.10953004000839428,0.0,0,50,50,50,0.06389906001459167,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
23,Bob went to the Library. --- FLUSH --- Where did Bob go?,the Library,Library.,,,,1,2,0,1,101.45289700017202,,,,,pre_replay,False,0.44986416000483587,1.0,50,50,50,50,0.10953004000839428,0.0,0,50,50,50,0.06389906001459167,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
24,Bob went to the Cafe. --- FLUSH --- Where did Bob go?,the Cafe,Cafe,,,,1,2,0,0,101.42695600006846,,,,,pre_replay,False,0.44986416000483587,1.0,50,50,50,50,0.10953004000839428,0.0,0,50,50,50,0.06389906001459167,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
25,Dave went to the Mall. --- FLUSH --- Where did Dave go?,the Mall,Mall,,,,1,2,0,0,100.22694200006299,,,,,pre_replay,False,0.44986416000483587,1.0,50,50,50,50,0.10953004000839428,0.0,0,50,50,50,0.06389906001459167,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
26,Alice went to the Mall. --- FLUSH --- Where did Alice go?,the Mall,Mall.,,,,1,2,0,1,126.23575299994627,,,,,pre_replay,False,0.44986416000483587,1.0,50,50,50,50,0.10953004000839428,0.0,0,50,50,50,0.06389906001459167,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
27,Carol went to the Park. --- FLUSH --- Where did Carol go?,the Park,Park,,,,1,2,0,0,76.65556899996773,,,,,pre_replay,False,0.44986416000483587,1.0,50,50,50,50,0.10953004000839428,0.0,0,50,50,50,0.06389906001459167,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
28,Carol went to the Cafe. --- FLUSH --- Where did Carol go?,the Cafe,Cafe,,,,1,2,0,0,101.3453660000323,,,,,pre_replay,False,0.44986416000483587,1.0,50,50,50,50,0.10953004000839428,0.0,0,50,50,50,0.06389906001459167,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
29,Bob went to the Cafe. --- FLUSH --- Where did Bob go?,the Cafe,Cafe,,,,1,2,0,0,101.48358600008578,,,,,pre_replay,False,0.44986416000483587,1.0,50,50,50,50,0.10953004000839428,0.0,0,50,50,50,0.06389906001459167,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
30,Bob went to the Park. --- FLUSH --- Where did Bob go?,the Park,The Park.,,,,2,2,0,1,126.87998499995956,,,,,pre_replay,False,0.44986416000483587,1.0,50,50,50,50,0.10953004000839428,0.0,0,50,50,50,0.06389906001459167,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
31,Alice went to the Library. --- FLUSH --- Where did Alice go?,the Library,The Library.,,,,2,2,0,1,126.99415600013708,,,,,pre_replay,False,0.44986416000483587,1.0,50,50,50,50,0.10953004000839428,0.0,0,50,50,50,0.06389906001459167,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
32,Dave went to the Park. --- FLUSH --- Where did Dave go?,the Park,The Park.,,,,2,2,0,1,126.21068299995386,,,,,pre_replay,False,0.44986416000483587,1.0,50,50,50,50,0.10953004000839428,0.0,0,50,50,50,0.06389906001459167,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
33,Alice went to the Library. --- FLUSH --- Where did Alice go?,the Library,Library.,,,,1,2,0,1,102.00039899996227,,,,,pre_replay,False,0.44986416000483587,1.0,50,50,50,50,0.10953004000839428,0.0,0,50,50,50,0.06389906001459167,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
34,Dave went to the Park. --- FLUSH --- Where did Dave go?,the Park,The Park.,,,,2,2,0,1,125.45634000002792,,,,,pre_replay,False,0.44986416000483587,1.0,50,50,50,50,0.10953004000839428,0.0,0,50,50,50,0.06389906001459167,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
35,Alice went to the Mall. --- FLUSH --- Where did Alice go?,the Mall,Mall,,,,1,2,0,0,102.05099900008463,,,,,pre_replay,False,0.44986416000483587,1.0,50,50,50,50,0.10953004000839428,0.0,0,50,50,50,0.06389906001459167,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
36,Carol went to the Library. --- FLUSH --- Where did Carol go?,the Library,The Library.,,,,2,2,0,1,127.98418000011225,,,,,pre_replay,False,0.44986416000483587,1.0,50,50,50,50,0.10953004000839428,0.0,0,50,50,50,0.06389906001459167,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
37,Alice went to the Mall. --- FLUSH --- Where did Alice go?,the Mall,The Mall.,,,,2,2,0,1,128.63010199998826,,,,,pre_replay,False,0.44986416000483587,1.0,50,50,50,50,0.10953004000839428,0.0,0,50,50,50,0.06389906001459167,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
38,Carol went to the Mall. --- FLUSH --- Where did Carol go?,the Mall,Mall.,,,,1,2,0,1,126.88534500011883,,,,,pre_replay,False,0.44986416000483587,1.0,50,50,50,50,0.10953004000839428,0.0,0,50,50,50,0.06389906001459167,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
39,Alice went to the Library. --- FLUSH --- Where did Alice go?,the Library,Library.,,,,1,2,0,1,101.18373499994959,,,,,pre_replay,False,0.44986416000483587,1.0,50,50,50,50,0.10953004000839428,0.0,0,50,50,50,0.06389906001459167,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
40,Carol went to the Park. --- FLUSH --- Where did Carol go?,the Park,The Park.,,,,2,2,0,1,127.0438760000161,,,,,pre_replay,False,0.44986416000483587,1.0,50,50,50,50,0.10953004000839428,0.0,0,50,50,50,0.06389906001459167,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
41,Bob went to the Library. --- FLUSH --- Where did Bob go?,the Library,Library,,,,1,2,0,0,76.29052799984493,,,,,pre_replay,False,0.44986416000483587,1.0,50,50,50,50,0.10953004000839428,0.0,0,50,50,50,0.06389906001459167,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
42,Bob went to the Mall. --- FLUSH --- Where did Bob go?,the Mall,Mall.,,,,1,2,0,1,126.50535399984619,,,,,pre_replay,False,0.44986416000483587,1.0,50,50,50,50,0.10953004000839428,0.0,0,50,50,50,0.06389906001459167,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
43,Dave went to the Mall. --- FLUSH --- Where did Dave go?,the Mall,The Mall.,,,,2,2,0,1,127.72779900001296,,,,,pre_replay,False,0.44986416000483587,1.0,50,50,50,50,0.10953004000839428,0.0,0,50,50,50,0.06389906001459167,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
44,Carol went to the Library. --- FLUSH --- Where did Carol go?,the Library,Library,,,,1,2,0,0,76.3153580001017,,,,,pre_replay,False,0.44986416000483587,1.0,50,50,50,50,0.10953004000839428,0.0,0,50,50,50,0.06389906001459167,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
45,Bob went to the Park. --- FLUSH --- Where did Bob go?,the Park,Park,,,,1,2,0,0,76.88612099991587,,,,,pre_replay,False,0.44986416000483587,1.0,50,50,50,50,0.10953004000839428,0.0,0,50,50,50,0.06389906001459167,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
46,Dave went to the Library. --- FLUSH --- Where did Dave go?,the Library,The Library.,,,,2,2,0,1,127.66338799997357,,,,,pre_replay,False,0.44986416000483587,1.0,50,50,50,50,0.10953004000839428,0.0,0,50,50,50,0.06389906001459167,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
47,Dave went to the Library. --- FLUSH --- Where did Dave go?,the Library,The Library.,,,,2,2,0,1,126.56053499995323,,,,,pre_replay,False,0.44986416000483587,1.0,50,50,50,50,0.10953004000839428,0.0,0,50,50,50,0.06389906001459167,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
48,Dave went to the Park. --- FLUSH --- Where did Dave go?,the Park,The Park.,,,,2,2,0,1,127.09049599993705,,,,,pre_replay,False,0.44986416000483587,1.0,50,50,50,50,0.10953004000839428,0.0,0,50,50,50,0.06389906001459167,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
49,Alice went to the Cafe. --- FLUSH --- Where did Alice go?,the Cafe,Cafe.,,,,1,2,0,1,126.12318200012851,,,,,pre_replay,False,0.44986416000483587,1.0,50,50,50,50,0.10953004000839428,0.0,0,50,50,50,0.06389906001459167,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
