idx,prompt,answer,pred,em_raw,em_norm,f1,pred_len,gold_len,overlong,format_violation,latency_ms,success,steps_pred,steps_opt,suboptimality,flags,gating_enabled,retrieval.episodic.avg_latency_ms,retrieval.episodic.hit_rate_at_k,retrieval.episodic.hits,retrieval.episodic.requests,retrieval.episodic.tokens_returned,retrieval.episodic.total_k,retrieval.relational.avg_latency_ms,retrieval.relational.hit_rate_at_k,retrieval.relational.hits,retrieval.relational.requests,retrieval.relational.tokens_returned,retrieval.relational.total_k,retrieval.spatial.avg_latency_ms,retrieval.spatial.hit_rate_at_k,retrieval.spatial.hits,retrieval.spatial.requests,retrieval.spatial.tokens_returned,retrieval.spatial.total_k,gates.relational.accepts,gates.relational.aggregated,gates.relational.attempts,gates.relational.blocked_new_edges,gates.relational.inserted,gates.relational.routed_to_episodic,gates.spatial.accepts,gates.spatial.aggregated,gates.spatial.attempts,gates.spatial.blocked_new_edges,gates.spatial.inserted,gates.spatial.routed_to_episodic
20,Alice went to the Park. --- FLUSH --- Where did Alice go?,the Park,The Park.,,,,2,2,0,1,126.27421299998787,,,,,pre_replay,False,0.444197579986394,1.0,50,50,50,50,0.10828106000644766,0.0,0,50,50,50,0.06291428000167798,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
21,Dave went to the Library. --- FLUSH --- Where did Dave go?,the Library,The Library.,,,,2,2,0,1,127.76477900001737,,,,,pre_replay,False,0.444197579986394,1.0,50,50,50,50,0.10828106000644766,0.0,0,50,50,50,0.06291428000167798,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
22,Alice went to the Park. --- FLUSH --- Where did Alice go?,the Park,The Park.,,,,2,2,0,1,128.30978099987078,,,,,pre_replay,False,0.444197579986394,1.0,50,50,50,50,0.10828106000644766,0.0,0,50,50,50,0.06291428000167798,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
23,Bob went to the Library. --- FLUSH --- Where did Bob go?,the Library,The Library.,,,,2,2,0,1,129.45000499985326,,,,,pre_replay,False,0.444197579986394,1.0,50,50,50,50,0.10828106000644766,0.0,0,50,50,50,0.06291428000167798,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
24,Bob went to the Cafe. --- FLUSH --- Where did Bob go?,the Cafe,Cafe,,,,1,2,0,0,102.27741000016977,,,,,pre_replay,False,0.444197579986394,1.0,50,50,50,50,0.10828106000644766,0.0,0,50,50,50,0.06291428000167798,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
25,Dave went to the Mall. --- FLUSH --- Where did Dave go?,the Mall,Mall.,,,,1,2,0,1,128.05324999999357,,,,,pre_replay,False,0.444197579986394,1.0,50,50,50,50,0.10828106000644766,0.0,0,50,50,50,0.06291428000167798,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
26,Alice went to the Mall. --- FLUSH --- Where did Alice go?,the Mall,Mall.,,,,1,2,0,1,128.16584100005457,,,,,pre_replay,False,0.444197579986394,1.0,50,50,50,50,0.10828106000644766,0.0,0,50,50,50,0.06291428000167798,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
27,Carol went to the Park. --- FLUSH --- Where did Carol go?,the Park,The Park.,,,,2,2,0,1,128.75299199981782,,,,,pre_replay,False,0.444197579986394,1.0,50,50,50,50,0.10828106000644766,0.0,0,50,50,50,0.06291428000167798,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
28,Carol went to the Cafe. --- FLUSH --- Where did Carol go?,the Cafe,Cafe,,,,1,2,0,0,101.73594800016872,,,,,pre_replay,False,0.444197579986394,1.0,50,50,50,50,0.10828106000644766,0.0,0,50,50,50,0.06291428000167798,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
29,Bob went to the Cafe. --- FLUSH --- Where did Bob go?,the Cafe,Cafe,,,,1,2,0,0,101.69508700005281,,,,,pre_replay,False,0.444197579986394,1.0,50,50,50,50,0.10828106000644766,0.0,0,50,50,50,0.06291428000167798,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
30,Bob went to the Park. --- FLUSH --- Where did Bob go?,the Park,The Park.,,,,2,2,0,1,128.75548300007722,,,,,pre_replay,False,0.444197579986394,1.0,50,50,50,50,0.10828106000644766,0.0,0,50,50,50,0.06291428000167798,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
31,Alice went to the Library. --- FLUSH --- Where did Alice go?,the Library,The Library.,,,,2,2,0,1,124.58159700008764,,,,,pre_replay,False,0.444197579986394,1.0,50,50,50,50,0.10828106000644766,0.0,0,50,50,50,0.06291428000167798,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
32,Dave went to the Park. --- FLUSH --- Where did Dave go?,the Park,The Park.,,,,2,2,0,1,126.0555320000094,,,,,pre_replay,False,0.444197579986394,1.0,50,50,50,50,0.10828106000644766,0.0,0,50,50,50,0.06291428000167798,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
33,Alice went to the Library. --- FLUSH --- Where did Alice go?,the Library,Library.,,,,1,2,0,1,100.1558110001497,,,,,pre_replay,False,0.444197579986394,1.0,50,50,50,50,0.10828106000644766,0.0,0,50,50,50,0.06291428000167798,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
34,Dave went to the Park. --- FLUSH --- Where did Dave go?,the Park,Park,,,,1,2,0,0,75.91755700013891,,,,,pre_replay,False,0.444197579986394,1.0,50,50,50,50,0.10828106000644766,0.0,0,50,50,50,0.06291428000167798,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
35,Alice went to the Mall. --- FLUSH --- Where did Alice go?,the Mall,Mall.,,,,1,2,0,1,124.76522700012538,,,,,pre_replay,False,0.444197579986394,1.0,50,50,50,50,0.10828106000644766,0.0,0,50,50,50,0.06291428000167798,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
36,Carol went to the Library. --- FLUSH --- Where did Carol go?,the Library,The Library.,,,,2,2,0,1,125.03674799995679,,,,,pre_replay,False,0.444197579986394,1.0,50,50,50,50,0.10828106000644766,0.0,0,50,50,50,0.06291428000167798,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
37,Alice went to the Mall. --- FLUSH --- Where did Alice go?,the Mall,Mall.,,,,1,2,0,1,125.29681900014111,,,,,pre_replay,False,0.444197579986394,1.0,50,50,50,50,0.10828106000644766,0.0,0,50,50,50,0.06291428000167798,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
38,Carol went to the Mall. --- FLUSH --- Where did Carol go?,the Mall,Mall,,,,1,2,0,0,100.9622640001453,,,,,pre_replay,False,0.444197579986394,1.0,50,50,50,50,0.10828106000644766,0.0,0,50,50,50,0.06291428000167798,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
39,Alice went to the Library. --- FLUSH --- Where did Alice go?,the Library,Library.,,,,1,2,0,1,101.96848900000077,,,,,pre_replay,False,0.444197579986394,1.0,50,50,50,50,0.10828106000644766,0.0,0,50,50,50,0.06291428000167798,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
40,Carol went to the Park. --- FLUSH --- Where did Carol go?,the Park,The Park.,,,,2,2,0,1,129.37568500001362,,,,,pre_replay,False,0.444197579986394,1.0,50,50,50,50,0.10828106000644766,0.0,0,50,50,50,0.06291428000167798,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
41,Bob went to the Library. --- FLUSH --- Where did Bob go?,the Library,Library,,,,1,2,0,0,77.27021100004094,,,,,pre_replay,False,0.444197579986394,1.0,50,50,50,50,0.10828106000644766,0.0,0,50,50,50,0.06291428000167798,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
42,Bob went to the Mall. --- FLUSH --- Where did Bob go?,the Mall,Mall.,,,,1,2,0,1,127.20483700013574,,,,,pre_replay,False,0.444197579986394,1.0,50,50,50,50,0.10828106000644766,0.0,0,50,50,50,0.06291428000167798,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
43,Dave went to the Mall. --- FLUSH --- Where did Dave go?,the Mall,The Mall.,,,,2,2,0,1,127.22575700013294,,,,,pre_replay,False,0.444197579986394,1.0,50,50,50,50,0.10828106000644766,0.0,0,50,50,50,0.06291428000167798,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
44,Carol went to the Library. --- FLUSH --- Where did Carol go?,the Library,Library.,,,,1,2,0,1,101.48373600009108,,,,,pre_replay,False,0.444197579986394,1.0,50,50,50,50,0.10828106000644766,0.0,0,50,50,50,0.06291428000167798,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
45,Bob went to the Park. --- FLUSH --- Where did Bob go?,the Park,Park.,,,,1,2,0,1,101.94702900002994,,,,,pre_replay,False,0.444197579986394,1.0,50,50,50,50,0.10828106000644766,0.0,0,50,50,50,0.06291428000167798,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
46,Dave went to the Library. --- FLUSH --- Where did Dave go?,the Library,Library.,,,,1,2,0,1,102.03714800013586,,,,,pre_replay,False,0.444197579986394,1.0,50,50,50,50,0.10828106000644766,0.0,0,50,50,50,0.06291428000167798,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
47,Dave went to the Library. --- FLUSH --- Where did Dave go?,the Library,The Library.,,,,2,2,0,1,128.39171099994928,,,,,pre_replay,False,0.444197579986394,1.0,50,50,50,50,0.10828106000644766,0.0,0,50,50,50,0.06291428000167798,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
48,Dave went to the Park. --- FLUSH --- Where did Dave go?,the Park,The Park.,,,,2,2,0,1,127.45931799986465,,,,,pre_replay,False,0.444197579986394,1.0,50,50,50,50,0.10828106000644766,0.0,0,50,50,50,0.06291428000167798,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
49,Alice went to the Cafe. --- FLUSH --- Where did Alice go?,the Cafe,Cafe,,,,1,2,0,0,100.67498300008992,,,,,pre_replay,False,0.444197579986394,1.0,50,50,50,50,0.10828106000644766,0.0,0,50,50,50,0.06291428000167798,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
