idx,prompt,answer,pred,em_raw,em_norm,f1,pred_len,gold_len,overlong,format_violation,latency_ms,success,steps_pred,steps_opt,suboptimality,flags,gating_enabled,retrieval.episodic.avg_latency_ms,retrieval.episodic.hit_rate_at_k,retrieval.episodic.hits,retrieval.episodic.requests,retrieval.episodic.tokens_returned,retrieval.episodic.total_k,retrieval.relational.avg_latency_ms,retrieval.relational.hit_rate_at_k,retrieval.relational.hits,retrieval.relational.requests,retrieval.relational.tokens_returned,retrieval.relational.total_k,retrieval.spatial.avg_latency_ms,retrieval.spatial.hit_rate_at_k,retrieval.spatial.hits,retrieval.spatial.requests,retrieval.spatial.tokens_returned,retrieval.spatial.total_k,gates.episodic.accepts,gates.episodic.aggregated,gates.episodic.attempts,gates.episodic.blocked_new_edges,gates.episodic.inserted,gates.episodic.routed_to_episodic,gates.relational.accepts,gates.relational.aggregated,gates.relational.attempts,gates.relational.blocked_new_edges,gates.relational.inserted,gates.relational.routed_to_episodic,gates.spatial.accepts,gates.spatial.aggregated,gates.spatial.attempts,gates.spatial.blocked_new_edges,gates.spatial.inserted,gates.spatial.routed_to_episodic
10,Carol met at the Library on Thursday. Where was Carol?,the Library,The Library.,,,,2,2,0,1,131.5748380000059,,,,,pre_replay,False,0.5026561200065771,1.0,50,50,50,50,0.11444165999364486,0.0,0,50,50,50,0.06705736000640172,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Alice found at the Park on Tuesday. Who was at the Park?,Alice,Alice was at the Park.,,,,5,1,1,1,209.4950279999921,,,,,pre_replay,False,0.5026561200065771,1.0,50,50,50,50,0.11444165999364486,0.0,0,50,50,50,0.06705736000640172,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Alice saw at the Park on Wednesday. What did Alice do?,saw,saw at the Park,,,,4,1,1,0,184.68713099991874,,,,,pre_replay,False,0.5026561200065771,1.0,50,50,50,50,0.11444165999364486,0.0,0,50,50,50,0.06705736000640172,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Dave helped at the Library on Tuesday. Where was Dave?,the Library,Library.,,,,1,2,0,1,106.06627700008175,,,,,pre_replay,False,0.5026561200065771,1.0,50,50,50,50,0.11444165999364486,0.0,0,50,50,50,0.06705736000640172,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Dave saw at the Mall on Wednesday. Who was at the Mall?,Dave,Dave.,,,,1,1,0,1,105.64130399984606,,,,,pre_replay,False,0.5026561200065771,1.0,50,50,50,50,0.11444165999364486,0.0,0,50,50,50,0.06705736000640172,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Dave helped at the Park on Thursday. Where was Dave?,the Park,Park,,,,1,2,0,0,80.50466499980757,,,,,pre_replay,False,0.5026561200065771,1.0,50,50,50,50,0.11444165999364486,0.0,0,50,50,50,0.06705736000640172,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Dave found at the Mall on Tuesday. Where was Dave?,the Mall,Mall,,,,1,2,0,0,105.69833499994274,,,,,pre_replay,False,0.5026561200065771,1.0,50,50,50,50,0.11444165999364486,0.0,0,50,50,50,0.06705736000640172,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Alice found at the Cafe on Wednesday. Who was at the Cafe?,Alice,Alice,,,,1,1,0,0,78.28417199993964,,,,,pre_replay,False,0.5026561200065771,1.0,50,50,50,50,0.11444165999364486,0.0,0,50,50,50,0.06705736000640172,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Dave saw at the Cafe on Thursday. What did Dave do?,saw,saw at the Cafe on Thursday.,,,,6,1,1,1,265.4031870001745,,,,,pre_replay,False,0.5026561200065771,1.0,50,50,50,50,0.11444165999364486,0.0,0,50,50,50,0.06705736000640172,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Bob helped at the Cafe on Thursday. What did Bob do?,helped,helped at the Cafe,,,,4,1,1,0,184.02223700013565,,,,,pre_replay,False,0.5026561200065771,1.0,50,50,50,50,0.11444165999364486,0.0,0,50,50,50,0.06705736000640172,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Carol met at the Library on Monday. When was Carol at the Library?,Monday,Monday.,,,,1,1,0,1,105.14043099988157,,,,,pre_replay,False,0.5026561200065771,1.0,50,50,50,50,0.11444165999364486,0.0,0,50,50,50,0.06705736000640172,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Dave met at the Mall on Thursday. Who was at the Mall?,Dave,Dave.,,,,1,1,0,1,107.95535700003711,,,,,pre_replay,False,0.5026561200065771,1.0,50,50,50,50,0.11444165999364486,0.0,0,50,50,50,0.06705736000640172,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Bob saw at the Cafe on Thursday. When was Bob at the Cafe?,Thursday,Thursday,,,,1,1,0,0,78.0834810000215,,,,,pre_replay,False,0.5026561200065771,1.0,50,50,50,50,0.11444165999364486,0.0,0,50,50,50,0.06705736000640172,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Carol helped at the Cafe on Thursday. Where was Carol?,the Cafe,Cafe,,,,1,2,0,0,107.34185399996932,,,,,pre_replay,False,0.5026561200065771,1.0,50,50,50,50,0.11444165999364486,0.0,0,50,50,50,0.06705736000640172,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Bob met at the Cafe on Wednesday. What did Bob do?,met,met at the Cafe on Wednesday.,,,,6,1,1,1,234.76070600008825,,,,,pre_replay,False,0.5026561200065771,1.0,50,50,50,50,0.11444165999364486,0.0,0,50,50,50,0.06705736000640172,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Alice saw at the Mall on Tuesday. Who was at the Mall?,Alice,Alice.,,,,1,1,0,1,105.90860499996779,,,,,pre_replay,False,0.5026561200065771,1.0,50,50,50,50,0.11444165999364486,0.0,0,50,50,50,0.06705736000640172,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Dave helped at the Mall on Thursday. What did Dave do?,helped,Helped at the Mall.,,,,4,1,1,1,211.4067669999713,,,,,pre_replay,False,0.5026561200065771,1.0,50,50,50,50,0.11444165999364486,0.0,0,50,50,50,0.06705736000640172,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Bob helped at the Park on Thursday. Who was at the Park?,Bob,Bob was at the Park.,,,,5,1,1,1,210.57914299990443,,,,,pre_replay,False,0.5026561200065771,1.0,50,50,50,50,0.11444165999364486,0.0,0,50,50,50,0.06705736000640172,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Bob met at the Cafe on Thursday. Where was Bob?,the Cafe,Cafe,,,,1,2,0,0,106.27421699996376,,,,,pre_replay,False,0.5026561200065771,1.0,50,50,50,50,0.11444165999364486,0.0,0,50,50,50,0.06705736000640172,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Bob met at the Mall on Wednesday. When was Bob at the Mall?,Wednesday,Wednesday.,,,,1,1,0,1,105.2205609998964,,,,,pre_replay,False,0.5026561200065771,1.0,50,50,50,50,0.11444165999364486,0.0,0,50,50,50,0.06705736000640172,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Carol met at the Cafe on Monday. Who was at the Cafe?,Carol,Carol.,,,,1,1,0,1,104.17378499982988,,,,,pre_replay,False,0.5026561200065771,1.0,50,50,50,50,0.11444165999364486,0.0,0,50,50,50,0.06705736000640172,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Dave found at the Mall on Thursday. What did Dave do?,found,Found at the Mall on Thursday.,,,,6,1,1,1,237.7172519998112,,,,,pre_replay,False,0.5026561200065771,1.0,50,50,50,50,0.11444165999364486,0.0,0,50,50,50,0.06705736000640172,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Bob saw at the Cafe on Thursday. What did Bob do?,saw,saw at the Cafe on Thursday.,,,,6,1,1,1,261.6818830001648,,,,,pre_replay,False,0.5026561200065771,1.0,50,50,50,50,0.11444165999364486,0.0,0,50,50,50,0.06705736000640172,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Bob found at the Library on Monday. What did Bob do?,found,Found at the Library on Monday.,,,,6,1,1,1,232.69480299995848,,,,,pre_replay,False,0.5026561200065771,1.0,50,50,50,50,0.11444165999364486,0.0,0,50,50,50,0.06705736000640172,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Dave helped at the Cafe on Wednesday. Where was Dave?,the Cafe,Cafe,,,,1,2,0,0,107.64052500007892,,,,,pre_replay,False,0.5026561200065771,1.0,50,50,50,50,0.11444165999364486,0.0,0,50,50,50,0.06705736000640172,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Dave helped at the Park on Monday. Where was Dave?,the Park,The Park.,,,,2,2,0,1,127.98549500007539,,,,,pre_replay,False,0.5026561200065771,1.0,50,50,50,50,0.11444165999364486,0.0,0,50,50,50,0.06705736000640172,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Bob met at the Cafe on Monday. When was Bob at the Cafe?,Monday,Monday.,,,,1,1,0,1,105.83549400007541,,,,,pre_replay,False,0.5026561200065771,1.0,50,50,50,50,0.11444165999364486,0.0,0,50,50,50,0.06705736000640172,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Alice found at the Cafe on Monday. When was Alice at the Cafe?,Monday,Monday,,,,1,1,0,0,80.03162099998917,,,,,pre_replay,False,0.5026561200065771,1.0,50,50,50,50,0.11444165999364486,0.0,0,50,50,50,0.06705736000640172,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Carol found at the Library on Monday. When was Carol at the Library?,Monday,Monday,,,,1,1,0,0,78.90462599993953,,,,,pre_replay,False,0.5026561200065771,1.0,50,50,50,50,0.11444165999364486,0.0,0,50,50,50,0.06705736000640172,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Carol helped at the Cafe on Tuesday. What did Carol do?,helped,helped at the Cafe.,,,,4,1,1,1,209.27471300001343,,,,,pre_replay,False,0.5026561200065771,1.0,50,50,50,50,0.11444165999364486,0.0,0,50,50,50,0.06705736000640172,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Dave saw at the Library on Tuesday. Where was Dave?,the Library,Library,,,,1,2,0,0,79.66501000009885,,,,,pre_replay,False,0.5026561200065771,1.0,50,50,50,50,0.11444165999364486,0.0,0,50,50,50,0.06705736000640172,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Carol saw at the Library on Thursday. Where was Carol?,the Library,Library,,,,1,2,0,0,78.51219300005141,,,,,pre_replay,False,0.5026561200065771,1.0,50,50,50,50,0.11444165999364486,0.0,0,50,50,50,0.06705736000640172,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Carol found at the Park on Tuesday. Who was at the Park?,Carol,Carol.,,,,1,1,0,1,106.60457799986034,,,,,pre_replay,False,0.5026561200065771,1.0,50,50,50,50,0.11444165999364486,0.0,0,50,50,50,0.06705736000640172,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Bob saw at the Library on Monday. Who was at the Library?,Bob,Bob.,,,,1,1,0,1,105.01792900004148,,,,,pre_replay,False,0.5026561200065771,1.0,50,50,50,50,0.11444165999364486,0.0,0,50,50,50,0.06705736000640172,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Alice helped at the Library on Monday. When was Alice at the Library?,Monday,Monday.,,,,1,1,0,1,105.64920299998448,,,,,pre_replay,False,0.5026561200065771,1.0,50,50,50,50,0.11444165999364486,0.0,0,50,50,50,0.06705736000640172,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Dave found at the Cafe on Tuesday. What did Dave do?,found,Found at the Cafe on Tuesday.,,,,6,1,1,1,234.64415299986285,,,,,pre_replay,False,0.5026561200065771,1.0,50,50,50,50,0.11444165999364486,0.0,0,50,50,50,0.06705736000640172,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Bob met at the Library on Monday. Where was Bob?,the Library,Library,,,,1,2,0,0,80.18633199981196,,,,,pre_replay,False,0.5026561200065771,1.0,50,50,50,50,0.11444165999364486,0.0,0,50,50,50,0.06705736000640172,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Carol met at the Park on Thursday. Where was Carol?,the Park,Park,,,,1,2,0,0,81.13680800011025,,,,,pre_replay,False,0.5026561200065771,1.0,50,50,50,50,0.11444165999364486,0.0,0,50,50,50,0.06705736000640172,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Carol helped at the Cafe on Wednesday. Who was at the Cafe?,Carol,Carol was at the Cafe.,,,,5,1,1,1,209.03264200001104,,,,,pre_replay,False,0.5026561200065771,1.0,50,50,50,50,0.11444165999364486,0.0,0,50,50,50,0.06705736000640172,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Dave helped at the Library on Thursday. Who was at the Library?,Dave,Dave was at the Library on Thursday.,,,,7,1,1,1,261.61061099992367,,,,,pre_replay,False,0.5026561200065771,1.0,50,50,50,50,0.11444165999364486,0.0,0,50,50,50,0.06705736000640172,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
