idx,prompt,answer,pred,em_raw,em_norm,f1,pred_len,gold_len,overlong,format_violation,latency_ms,success,steps_pred,steps_opt,suboptimality,flags,gating_enabled,retrieval.episodic.avg_latency_ms,retrieval.episodic.hit_rate_at_k,retrieval.episodic.hits,retrieval.episodic.requests,retrieval.episodic.tokens_returned,retrieval.episodic.total_k,retrieval.relational.avg_latency_ms,retrieval.relational.hit_rate_at_k,retrieval.relational.hits,retrieval.relational.requests,retrieval.relational.tokens_returned,retrieval.relational.total_k,retrieval.spatial.avg_latency_ms,retrieval.spatial.hit_rate_at_k,retrieval.spatial.hits,retrieval.spatial.requests,retrieval.spatial.tokens_returned,retrieval.spatial.total_k,gates.relational.accepts,gates.relational.aggregated,gates.relational.attempts,gates.relational.blocked_new_edges,gates.relational.inserted,gates.relational.routed_to_episodic,gates.spatial.accepts,gates.spatial.aggregated,gates.spatial.attempts,gates.spatial.blocked_new_edges,gates.spatial.inserted,gates.spatial.routed_to_episodic
33,Alice went to the Library. --- FLUSH --- Where did Alice go?,the Library,The Library.,,,,2,2,0,1,125.89027200010605,,,,,pre_replay,False,0.4308120399946347,1.0,50,50,50,50,0.11276410000391479,0.0,0,50,50,50,0.06404971999018017,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
34,Dave went to the Park. --- FLUSH --- Where did Dave go?,the Park,Park.,,,,1,2,0,1,102.1944290000647,,,,,pre_replay,False,0.4308120399946347,1.0,50,50,50,50,0.11276410000391479,0.0,0,50,50,50,0.06404971999018017,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
35,Alice went to the Mall. --- FLUSH --- Where did Alice go?,the Mall,Mall.,,,,1,2,0,1,129.2218649998631,,,,,pre_replay,False,0.4308120399946347,1.0,50,50,50,50,0.11276410000391479,0.0,0,50,50,50,0.06404971999018017,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
36,Carol went to the Library. --- FLUSH --- Where did Carol go?,the Library,The Library.,,,,2,2,0,1,127.88331899992045,,,,,pre_replay,False,0.4308120399946347,1.0,50,50,50,50,0.11276410000391479,0.0,0,50,50,50,0.06404971999018017,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
37,Alice went to the Mall. --- FLUSH --- Where did Alice go?,the Mall,Mall.,,,,1,2,0,1,126.77777599992623,,,,,pre_replay,False,0.4308120399946347,1.0,50,50,50,50,0.11276410000391479,0.0,0,50,50,50,0.06404971999018017,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
38,Carol went to the Mall. --- FLUSH --- Where did Carol go?,the Mall,Mall.,,,,1,2,0,1,127.13334599993686,,,,,pre_replay,False,0.4308120399946347,1.0,50,50,50,50,0.11276410000391479,0.0,0,50,50,50,0.06404971999018017,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
39,Alice went to the Library. --- FLUSH --- Where did Alice go?,the Library,The Library.,,,,2,2,0,1,126.60833500012814,,,,,pre_replay,False,0.4308120399946347,1.0,50,50,50,50,0.11276410000391479,0.0,0,50,50,50,0.06404971999018017,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
40,Carol went to the Park. --- FLUSH --- Where did Carol go?,the Park,Park,,,,1,2,0,0,75.75756600022032,,,,,pre_replay,False,0.4308120399946347,1.0,50,50,50,50,0.11276410000391479,0.0,0,50,50,50,0.06404971999018017,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
41,Bob went to the Library. --- FLUSH --- Where did Bob go?,the Library,Library.,,,,1,2,0,1,101.68804700015244,,,,,pre_replay,False,0.4308120399946347,1.0,50,50,50,50,0.11276410000391479,0.0,0,50,50,50,0.06404971999018017,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
42,Bob went to the Mall. --- FLUSH --- Where did Bob go?,the Mall,Mall,,,,1,2,0,0,102.69770100012465,,,,,pre_replay,False,0.4308120399946347,1.0,50,50,50,50,0.11276410000391479,0.0,0,50,50,50,0.06404971999018017,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
43,Dave went to the Mall. --- FLUSH --- Where did Dave go?,the Mall,The Mall.,,,,2,2,0,1,128.20915099996455,,,,,pre_replay,False,0.4308120399946347,1.0,50,50,50,50,0.11276410000391479,0.0,0,50,50,50,0.06404971999018017,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
44,Carol went to the Library. --- FLUSH --- Where did Carol go?,the Library,Library.,,,,1,2,0,1,100.25963199996113,,,,,pre_replay,False,0.4308120399946347,1.0,50,50,50,50,0.11276410000391479,0.0,0,50,50,50,0.06404971999018017,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
45,Bob went to the Park. --- FLUSH --- Where did Bob go?,the Park,Park.,,,,1,2,0,1,100.2041609999651,,,,,pre_replay,False,0.4308120399946347,1.0,50,50,50,50,0.11276410000391479,0.0,0,50,50,50,0.06404971999018017,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
46,Dave went to the Library. --- FLUSH --- Where did Dave go?,the Library,Library,,,,1,2,0,0,75.88098699989132,,,,,pre_replay,False,0.4308120399946347,1.0,50,50,50,50,0.11276410000391479,0.0,0,50,50,50,0.06404971999018017,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
47,Dave went to the Library. --- FLUSH --- Where did Dave go?,the Library,The Library.,,,,2,2,0,1,127.98457999997481,,,,,pre_replay,False,0.4308120399946347,1.0,50,50,50,50,0.11276410000391479,0.0,0,50,50,50,0.06404971999018017,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
48,Dave went to the Park. --- FLUSH --- Where did Dave go?,the Park,The Park.,,,,2,2,0,1,129.07072400003017,,,,,pre_replay,False,0.4308120399946347,1.0,50,50,50,50,0.11276410000391479,0.0,0,50,50,50,0.06404971999018017,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
49,Alice went to the Cafe. --- FLUSH --- Where did Alice go?,the Cafe,Cafe.,,,,1,2,0,1,126.0449520000293,,,,,pre_replay,False,0.4308120399946347,1.0,50,50,50,50,0.11276410000391479,0.0,0,50,50,50,0.06404971999018017,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
