idx,prompt,answer,pred,em_raw,em_norm,f1,pred_len,gold_len,overlong,format_violation,latency_ms,success,steps_pred,steps_opt,suboptimality,flags,gating_enabled,retrieval.episodic.avg_latency_ms,retrieval.episodic.hit_rate_at_k,retrieval.episodic.hits,retrieval.episodic.requests,retrieval.episodic.tokens_returned,retrieval.episodic.total_k,retrieval.relational.avg_latency_ms,retrieval.relational.hit_rate_at_k,retrieval.relational.hits,retrieval.relational.requests,retrieval.relational.tokens_returned,retrieval.relational.total_k,retrieval.spatial.avg_latency_ms,retrieval.spatial.hit_rate_at_k,retrieval.spatial.hits,retrieval.spatial.requests,retrieval.spatial.tokens_returned,retrieval.spatial.total_k,gates.relational.accepts,gates.relational.aggregated,gates.relational.attempts,gates.relational.blocked_new_edges,gates.relational.inserted,gates.relational.routed_to_episodic,gates.spatial.accepts,gates.spatial.aggregated,gates.spatial.attempts,gates.spatial.blocked_new_edges,gates.spatial.inserted,gates.spatial.routed_to_episodic
10,Dave went to the Library. --- FLUSH --- Where did Dave go?,the Library,The Library.,,,,2,2,0,1,128.6122820000628,,,,,pre_replay,False,0.4287933600107863,1.0,50,50,50,50,0.10626548000118419,0.0,0,50,50,50,0.06320023999705882,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
11,Bob went to the Park. --- FLUSH --- Where did Bob go?,the Park,Park.,,,,1,2,0,1,102.93809200004489,,,,,pre_replay,False,0.4287933600107863,1.0,50,50,50,50,0.10626548000118419,0.0,0,50,50,50,0.06320023999705882,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
12,Dave went to the Park. --- FLUSH --- Where did Dave go?,the Park,Park,,,,1,2,0,0,77.92561500002648,,,,,pre_replay,False,0.4287933600107863,1.0,50,50,50,50,0.10626548000118419,0.0,0,50,50,50,0.06320023999705882,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
13,Bob went to the Cafe. --- FLUSH --- Where did Bob go?,the Cafe,Cafe,,,,1,2,0,0,105.1076500000363,,,,,pre_replay,False,0.4287933600107863,1.0,50,50,50,50,0.10626548000118419,0.0,0,50,50,50,0.06320023999705882,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
14,Alice went to the Cafe. --- FLUSH --- Where did Alice go?,the Cafe,Cafe,,,,1,2,0,0,100.08684100000664,,,,,pre_replay,False,0.4287933600107863,1.0,50,50,50,50,0.10626548000118419,0.0,0,50,50,50,0.06320023999705882,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
15,Dave went to the Cafe. --- FLUSH --- Where did Dave go?,the Cafe,Cafe,,,,1,2,0,0,100.2298509999946,,,,,pre_replay,False,0.4287933600107863,1.0,50,50,50,50,0.10626548000118419,0.0,0,50,50,50,0.06320023999705882,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
16,Alice went to the Library. --- FLUSH --- Where did Alice go?,the Library,Library.,,,,1,2,0,1,101.48438700002771,,,,,pre_replay,False,0.4287933600107863,1.0,50,50,50,50,0.10626548000118419,0.0,0,50,50,50,0.06320023999705882,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
17,Bob went to the Cafe. --- FLUSH --- Where did Bob go?,the Cafe,Cafe,,,,1,2,0,0,101.56041599998389,,,,,pre_replay,False,0.4287933600107863,1.0,50,50,50,50,0.10626548000118419,0.0,0,50,50,50,0.06320023999705882,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
18,Carol went to the Library. --- FLUSH --- Where did Carol go?,the Library,Library.,,,,1,2,0,1,102.93046200001754,,,,,pre_replay,False,0.4287933600107863,1.0,50,50,50,50,0.10626548000118419,0.0,0,50,50,50,0.06320023999705882,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
19,Dave went to the Park. --- FLUSH --- Where did Dave go?,the Park,The Park.,,,,2,2,0,1,125.41050999993786,,,,,pre_replay,False,0.4287933600107863,1.0,50,50,50,50,0.10626548000118419,0.0,0,50,50,50,0.06320023999705882,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
20,Alice went to the Park. --- FLUSH --- Where did Alice go?,the Park,The Park.,,,,2,2,0,1,124.69949700005145,,,,,pre_replay,False,0.4287933600107863,1.0,50,50,50,50,0.10626548000118419,0.0,0,50,50,50,0.06320023999705882,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
21,Dave went to the Library. --- FLUSH --- Where did Dave go?,the Library,Library.,,,,1,2,0,1,99.97047000001658,,,,,pre_replay,False,0.4287933600107863,1.0,50,50,50,50,0.10626548000118419,0.0,0,50,50,50,0.06320023999705882,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
22,Alice went to the Park. --- FLUSH --- Where did Alice go?,the Park,The Park.,,,,2,2,0,1,125.58503100001417,,,,,pre_replay,False,0.4287933600107863,1.0,50,50,50,50,0.10626548000118419,0.0,0,50,50,50,0.06320023999705882,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
23,Bob went to the Library. --- FLUSH --- Where did Bob go?,the Library,Library.,,,,1,2,0,1,103.0817930000012,,,,,pre_replay,False,0.4287933600107863,1.0,50,50,50,50,0.10626548000118419,0.0,0,50,50,50,0.06320023999705882,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
24,Bob went to the Cafe. --- FLUSH --- Where did Bob go?,the Cafe,Cafe,,,,1,2,0,0,102.17057899990323,,,,,pre_replay,False,0.4287933600107863,1.0,50,50,50,50,0.10626548000118419,0.0,0,50,50,50,0.06320023999705882,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
25,Dave went to the Mall. --- FLUSH --- Where did Dave go?,the Mall,Mall,,,,1,2,0,0,100.62419299993053,,,,,pre_replay,False,0.4287933600107863,1.0,50,50,50,50,0.10626548000118419,0.0,0,50,50,50,0.06320023999705882,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
26,Alice went to the Mall. --- FLUSH --- Where did Alice go?,the Mall,Mall.,,,,1,2,0,1,126.59754499998144,,,,,pre_replay,False,0.4287933600107863,1.0,50,50,50,50,0.10626548000118419,0.0,0,50,50,50,0.06320023999705882,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
27,Carol went to the Park. --- FLUSH --- Where did Carol go?,the Park,The Park.,,,,2,2,0,1,126.80753500001174,,,,,pre_replay,False,0.4287933600107863,1.0,50,50,50,50,0.10626548000118419,0.0,0,50,50,50,0.06320023999705882,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
28,Carol went to the Cafe. --- FLUSH --- Where did Carol go?,the Cafe,Cafe,,,,1,2,0,0,104.36377799999264,,,,,pre_replay,False,0.4287933600107863,1.0,50,50,50,50,0.10626548000118419,0.0,0,50,50,50,0.06320023999705882,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
29,Bob went to the Cafe. --- FLUSH --- Where did Bob go?,the Cafe,Cafe,,,,1,2,0,0,103.29766300003485,,,,,pre_replay,False,0.4287933600107863,1.0,50,50,50,50,0.10626548000118419,0.0,0,50,50,50,0.06320023999705882,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
30,Bob went to the Park. --- FLUSH --- Where did Bob go?,the Park,Park.,,,,1,2,0,1,103.11177300002328,,,,,pre_replay,False,0.4287933600107863,1.0,50,50,50,50,0.10626548000118419,0.0,0,50,50,50,0.06320023999705882,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
31,Alice went to the Library. --- FLUSH --- Where did Alice go?,the Library,Library.,,,,1,2,0,1,101.70302699998501,,,,,pre_replay,False,0.4287933600107863,1.0,50,50,50,50,0.10626548000118419,0.0,0,50,50,50,0.06320023999705882,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
32,Dave went to the Park. --- FLUSH --- Where did Dave go?,the Park,Park,,,,1,2,0,0,75.04335299995546,,,,,pre_replay,False,0.4287933600107863,1.0,50,50,50,50,0.10626548000118419,0.0,0,50,50,50,0.06320023999705882,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
33,Alice went to the Library. --- FLUSH --- Where did Alice go?,the Library,The Library.,,,,2,2,0,1,125.75059100004182,,,,,pre_replay,False,0.4287933600107863,1.0,50,50,50,50,0.10626548000118419,0.0,0,50,50,50,0.06320023999705882,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
34,Dave went to the Park. --- FLUSH --- Where did Dave go?,the Park,The Park.,,,,2,2,0,1,124.83648800002811,,,,,pre_replay,False,0.4287933600107863,1.0,50,50,50,50,0.10626548000118419,0.0,0,50,50,50,0.06320023999705882,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
35,Alice went to the Mall. --- FLUSH --- Where did Alice go?,the Mall,The Mall.,,,,2,2,0,1,125.2239489999738,,,,,pre_replay,False,0.4287933600107863,1.0,50,50,50,50,0.10626548000118419,0.0,0,50,50,50,0.06320023999705882,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
36,Carol went to the Library. --- FLUSH --- Where did Carol go?,the Library,The Library.,,,,2,2,0,1,125.80360100002963,,,,,pre_replay,False,0.4287933600107863,1.0,50,50,50,50,0.10626548000118419,0.0,0,50,50,50,0.06320023999705882,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
37,Alice went to the Mall. --- FLUSH --- Where did Alice go?,the Mall,Mall,,,,1,2,0,0,102.37108999990596,,,,,pre_replay,False,0.4287933600107863,1.0,50,50,50,50,0.10626548000118419,0.0,0,50,50,50,0.06320023999705882,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
38,Carol went to the Mall. --- FLUSH --- Where did Carol go?,the Mall,Mall.,,,,1,2,0,1,125.33530899997913,,,,,pre_replay,False,0.4287933600107863,1.0,50,50,50,50,0.10626548000118419,0.0,0,50,50,50,0.06320023999705882,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
39,Alice went to the Library. --- FLUSH --- Where did Alice go?,the Library,The Library.,,,,2,2,0,1,126.8385659999467,,,,,pre_replay,False,0.4287933600107863,1.0,50,50,50,50,0.10626548000118419,0.0,0,50,50,50,0.06320023999705882,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
40,Carol went to the Park. --- FLUSH --- Where did Carol go?,the Park,The Park.,,,,2,2,0,1,125.18422900006954,,,,,pre_replay,False,0.4287933600107863,1.0,50,50,50,50,0.10626548000118419,0.0,0,50,50,50,0.06320023999705882,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
41,Bob went to the Library. --- FLUSH --- Where did Bob go?,the Library,The Library.,,,,2,2,0,1,126.15195299997595,,,,,pre_replay,False,0.4287933600107863,1.0,50,50,50,50,0.10626548000118419,0.0,0,50,50,50,0.06320023999705882,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
42,Bob went to the Mall. --- FLUSH --- Where did Bob go?,the Mall,Mall.,,,,1,2,0,1,127.08168599999681,,,,,pre_replay,False,0.4287933600107863,1.0,50,50,50,50,0.10626548000118419,0.0,0,50,50,50,0.06320023999705882,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
43,Dave went to the Mall. --- FLUSH --- Where did Dave go?,the Mall,Mall.,,,,1,2,0,1,126.29085300000042,,,,,pre_replay,False,0.4287933600107863,1.0,50,50,50,50,0.10626548000118419,0.0,0,50,50,50,0.06320023999705882,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
44,Carol went to the Library. --- FLUSH --- Where did Carol go?,the Library,The Library.,,,,2,2,0,1,126.92099499997767,,,,,pre_replay,False,0.4287933600107863,1.0,50,50,50,50,0.10626548000118419,0.0,0,50,50,50,0.06320023999705882,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
45,Bob went to the Park. --- FLUSH --- Where did Bob go?,the Park,The Park.,,,,2,2,0,1,126.37972300001366,,,,,pre_replay,False,0.4287933600107863,1.0,50,50,50,50,0.10626548000118419,0.0,0,50,50,50,0.06320023999705882,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
46,Dave went to the Library. --- FLUSH --- Where did Dave go?,the Library,The Library.,,,,2,2,0,1,131.12848200000826,,,,,pre_replay,False,0.4287933600107863,1.0,50,50,50,50,0.10626548000118419,0.0,0,50,50,50,0.06320023999705882,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
47,Dave went to the Library. --- FLUSH --- Where did Dave go?,the Library,The Library.,,,,2,2,0,1,127.72468799994385,,,,,pre_replay,False,0.4287933600107863,1.0,50,50,50,50,0.10626548000118419,0.0,0,50,50,50,0.06320023999705882,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
48,Dave went to the Park. --- FLUSH --- Where did Dave go?,the Park,The Park.,,,,2,2,0,1,127.042447000008,,,,,pre_replay,False,0.4287933600107863,1.0,50,50,50,50,0.10626548000118419,0.0,0,50,50,50,0.06320023999705882,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
49,Alice went to the Cafe. --- FLUSH --- Where did Alice go?,the Cafe,Cafe,,,,1,2,0,0,101.2347950000958,,,,,pre_replay,False,0.4287933600107863,1.0,50,50,50,50,0.10626548000118419,0.0,0,50,50,50,0.06320023999705882,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
