idx,prompt,answer,pred,correct,latency_ms,flags,gating_enabled
25,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. What move sequence leads from (4, 0) to (3, 1)?",LD,LD,1,0.0,pre_replay,False
26,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (2, 3). After moves UDRLL where do you end?","[1, 3]","[1, 3]",1,0.0,pre_replay,False
27,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (4, 4) goal (3, 1). What is the shortest path length?",4,4,1,0.0,pre_replay,False
28,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. What move sequence leads from (4, 2) to (1, 4)?",DLLLD,DLLLD,1,0.0,pre_replay,False
29,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (3, 0). After moves DLULR where do you end?","[2, 0]","[2, 0]",1,0.0,pre_replay,False
30,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (1, 2) goal (4, 2). What is the shortest path length?",5,5,1,0.0,pre_replay,False
31,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. What move sequence leads from (1, 2) to (4, 3)?",RDRR,RDRR,1,0.0,pre_replay,False
32,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (4, 0). After moves LDUDU where do you end?","[3, 0]","[3, 0]",1,0.0,pre_replay,False
33,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (0, 1) goal (1, 3). What is the shortest path length?",3,3,1,0.0,pre_replay,False
34,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. What move sequence leads from (4, 0) to (3, 1)?",LD,LD,1,0.0,pre_replay,False
35,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (4, 3). After moves UULLR where do you end?","[3, 1]","[3, 1]",1,0.0,pre_replay,False
36,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (1, 1) goal (0, 3). What is the shortest path length?",3,3,1,0.0,pre_replay,False
37,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. What move sequence leads from (1, 2) to (4, 3)?",RDRR,RDRR,1,0.0,pre_replay,False
38,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (2, 0). After moves DDULR where do you end?","[2, 1]","[2, 1]",1,0.0,pre_replay,False
39,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (0, 0) goal (2, 1). What is the shortest path length?",3,3,1,0.0,pre_replay,False
40,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. What move sequence leads from (4, 0) to (3, 1)?",LD,LD,1,0.0,pre_replay,False
41,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (1, 0). After moves LRDDR where do you end?","[2, 2]","[2, 2]",1,0.0,pre_replay,False
42,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (0, 3) goal (1, 3). What is the shortest path length?",1,1,1,0.0,pre_replay,False
43,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. What move sequence leads from (1, 2) to (4, 3)?",RDRR,RDRR,1,0.0,pre_replay,False
44,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (4, 3). After moves UULLL where do you end?","[1, 1]","[1, 1]",1,0.0,pre_replay,False
45,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (3, 0) goal (0, 1). What is the shortest path length?",4,4,1,0.0,pre_replay,False
46,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. What move sequence leads from (4, 0) to (3, 1)?",LD,LD,1,0.0,pre_replay,False
47,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (4, 4). After moves LURDU where do you end?","[4, 3]","[4, 3]",1,0.0,pre_replay,False
48,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (0, 2) goal (3, 4). What is the shortest path length?",5,5,1,0.0,pre_replay,False
49,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. What move sequence leads from (1, 2) to (4, 3)?",RDRR,RDRR,1,0.0,pre_replay,False
