idx,prompt,answer,pred,em_raw,em_norm,f1,pred_len,gold_len,overlong,format_violation,latency_ms,success,steps_pred,steps_opt,suboptimality,flags,gating_enabled,retrieval.episodic.avg_latency_ms,retrieval.episodic.hit_rate_at_k,retrieval.episodic.hits,retrieval.episodic.requests,retrieval.episodic.tokens_returned,retrieval.episodic.total_k,retrieval.relational.avg_latency_ms,retrieval.relational.hit_rate_at_k,retrieval.relational.hits,retrieval.relational.requests,retrieval.relational.tokens_returned,retrieval.relational.total_k,retrieval.spatial.avg_latency_ms,retrieval.spatial.hit_rate_at_k,retrieval.spatial.hits,retrieval.spatial.requests,retrieval.spatial.tokens_returned,retrieval.spatial.total_k,gates.relational.accepts,gates.relational.aggregated,gates.relational.attempts,gates.relational.blocked_new_edges,gates.relational.inserted,gates.relational.routed_to_episodic,gates.spatial.accepts,gates.spatial.aggregated,gates.spatial.attempts,gates.spatial.blocked_new_edges,gates.spatial.inserted,gates.spatial.routed_to_episodic
10,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. What move sequence leads from (4, 2) to (1, 4)?",DLLLD,"(4, 2) → (5, 2) → (4, 3) → (3, 3) → (3, 4) → (2, 4) → (1, 4)",,,,20,1,1,0,1263.9694360000249,,,,,pre_replay,False,0.44026156002928474,1.0,50,50,50,50,0.10875604000830208,0.0,0,50,50,50,0.06242610002118454,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
11,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (2, 0). After moves DRRUL where do you end?","[3, 0]","(1, 3)",,,,2,2,0,0,219.4972269999198,,,,,pre_replay,False,0.44026156002928474,1.0,50,50,50,50,0.10875604000830208,0.0,0,50,50,50,0.06242610002118454,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
12,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (1, 2) goal (4, 2). What is the shortest path length?",5,7,,,,1,1,0,0,91.59399700001813,,,,,pre_replay,False,0.44026156002928474,1.0,50,50,50,50,0.10875604000830208,0.0,0,50,50,50,0.06242610002118454,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
13,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. What move sequence leads from (4, 2) to (1, 4)?",DLLLD,"(4, 2) -> (3, 2) -> (2, 2) -> (1, 2) -> (1, 4)",,,,14,1,1,0,923.5682170001382,,,,,pre_replay,False,0.44026156002928474,1.0,50,50,50,50,0.10875604000830208,0.0,0,50,50,50,0.06242610002118454,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
14,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (1, 1). After moves RDUDD where do you end?","[2, 3]","(3, 3)",,,,2,2,0,0,219.74772799990205,,,,,pre_replay,False,0.44026156002928474,1.0,50,50,50,50,0.10875604000830208,0.0,0,50,50,50,0.06242610002118454,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
15,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (2, 1) goal (1, 2). What is the shortest path length?",2,8,,,,1,1,0,0,91.78386799999316,,,,,pre_replay,False,0.44026156002928474,1.0,50,50,50,50,0.10875604000830208,0.0,0,50,50,50,0.06242610002118454,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
16,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. What move sequence leads from (1, 2) to (4, 3)?",RDRR,"(1, 2) -> (1, 3) -> (2, 3) -> (3, 3) -> (3, 2) -> (3, 1) -> (3, 0) -> (4, 0) -> (4, 1) -> (4, 2) -> (4, 3)",,,,32,1,1,0,1972.7864139999838,,,,,pre_replay,False,0.44026156002928474,1.0,50,50,50,50,0.10875604000830208,0.0,0,50,50,50,0.06242610002118454,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
17,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (4, 1). After moves DDLDU where do you end?","[3, 3]","(3, 3)",,,,2,2,0,0,214.14146699999037,,,,,pre_replay,False,0.44026156002928474,1.0,50,50,50,50,0.10875604000830208,0.0,0,50,50,50,0.06242610002118454,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
18,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (4, 2) goal (0, 0). What is the shortest path length?",6,10,,,,1,1,0,0,117.02261599998565,,,,,pre_replay,False,0.44026156002928474,1.0,50,50,50,50,0.10875604000830208,0.0,0,50,50,50,0.06242610002118454,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
19,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. What move sequence leads from (4, 2) to (1, 4)?",DLLLD,"(4, 2) -> (4, 1) -> (3, 1) -> (2, 1) -> (2, 2) -> (2, 3) -> (1, 3) -> (1, 4)",,,,23,1,1,0,1455.0057320000178,,,,,pre_replay,False,0.44026156002928474,1.0,50,50,50,50,0.10875604000830208,0.0,0,50,50,50,0.06242610002118454,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
20,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (4, 1). After moves DDUDU where do you end?","[4, 2]","(4, 3)",,,,2,2,0,0,216.05679399999644,,,,,pre_replay,False,0.44026156002928474,1.0,50,50,50,50,0.10875604000830208,0.0,0,50,50,50,0.06242610002118454,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
21,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (2, 1) goal (2, 3). What is the shortest path length?",2,6,,,,1,1,0,0,89.83405100002528,,,,,pre_replay,False,0.44026156002928474,1.0,50,50,50,50,0.10875604000830208,0.0,0,50,50,50,0.06242610002118454,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
22,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. What move sequence leads from (4, 2) to (1, 4)?",DLLLD,"(4, 2) -> (3, 2) -> (2, 2) -> (1, 2) -> (1, 4)",,,,14,1,1,0,914.619600999913,,,,,pre_replay,False,0.44026156002928474,1.0,50,50,50,50,0.10875604000830208,0.0,0,50,50,50,0.06242610002118454,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
23,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (3, 3). After moves LUURR where do you end?","[4, 1]","(1, 3)",,,,2,2,0,0,214.5600179999292,,,,,pre_replay,False,0.44026156002928474,1.0,50,50,50,50,0.10875604000830208,0.0,0,50,50,50,0.06242610002118454,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
24,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (0, 3) goal (0, 2). What is the shortest path length?",1,6,,,,1,1,0,0,90.56760399994346,,,,,pre_replay,False,0.44026156002928474,1.0,50,50,50,50,0.10875604000830208,0.0,0,50,50,50,0.06242610002118454,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
25,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. What move sequence leads from (4, 0) to (3, 1)?",LD,"(4, 0) -> (4, 1) -> (4, 2) -> (4, 3) -> (4, 4) -> (3, 4) -> (3, 3) -> (3, 2) -> (3, 1)",,,,26,1,1,0,1621.8742129999555,,,,,pre_replay,False,0.44026156002928474,1.0,50,50,50,50,0.10875604000830208,0.0,0,50,50,50,0.06242610002118454,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
26,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (2, 3). After moves UDRLL where do you end?","[1, 3]","(1, 3)",,,,2,2,0,0,213.88929500017184,,,,,pre_replay,False,0.44026156002928474,1.0,50,50,50,50,0.10875604000830208,0.0,0,50,50,50,0.06242610002118454,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
27,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (4, 4) goal (3, 1). What is the shortest path length?",4,8,,,,1,1,0,0,90.56575399995381,,,,,pre_replay,False,0.44026156002928474,1.0,50,50,50,50,0.10875604000830208,0.0,0,50,50,50,0.06242610002118454,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
28,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. What move sequence leads from (4, 2) to (1, 4)?",DLLLD,"(4, 2) → (3, 2) → (2, 2) → (1, 2) → (1, 4)",,,,14,1,1,0,902.6761249999709,,,,,pre_replay,False,0.44026156002928474,1.0,50,50,50,50,0.10875604000830208,0.0,0,50,50,50,0.06242610002118454,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
29,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (3, 0). After moves DLULR where do you end?","[2, 0]","(1, 4)",,,,2,2,0,0,212.52427000013085,,,,,pre_replay,False,0.44026156002928474,1.0,50,50,50,50,0.10875604000830208,0.0,0,50,50,50,0.06242610002118454,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
30,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (1, 2) goal (4, 2). What is the shortest path length?",5,7,,,,1,1,0,0,90.47628300004362,,,,,pre_replay,False,0.44026156002928474,1.0,50,50,50,50,0.10875604000830208,0.0,0,50,50,50,0.06242610002118454,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
31,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. What move sequence leads from (1, 2) to (4, 3)?",RDRR,"(1, 2) → (2, 2) → (2, 3) → (3, 3) → (3, 4) → (4, 4) → (4, 3)",,,,20,1,1,0,1258.0625030000192,,,,,pre_replay,False,0.44026156002928474,1.0,50,50,50,50,0.10875604000830208,0.0,0,50,50,50,0.06242610002118454,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
32,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (4, 0). After moves LDUDU where do you end?","[3, 0]","(1, 4)",,,,2,2,0,0,216.4246549998552,,,,,pre_replay,False,0.44026156002928474,1.0,50,50,50,50,0.10875604000830208,0.0,0,50,50,50,0.06242610002118454,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
33,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (0, 1) goal (1, 3). What is the shortest path length?",3,8,,,,1,1,0,0,92.12625999998636,,,,,pre_replay,False,0.44026156002928474,1.0,50,50,50,50,0.10875604000830208,0.0,0,50,50,50,0.06242610002118454,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
34,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. What move sequence leads from (4, 0) to (3, 1)?",LD,"(4, 0) -> (3, 0) -> (3, 1)",,,,8,1,1,0,565.342967000106,,,,,pre_replay,False,0.44026156002928474,1.0,50,50,50,50,0.10875604000830208,0.0,0,50,50,50,0.06242610002118454,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
35,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (4, 3). After moves UULLR where do you end?","[3, 1]","(1, 3)",,,,2,2,0,0,215.1857700000619,,,,,pre_replay,False,0.44026156002928474,1.0,50,50,50,50,0.10875604000830208,0.0,0,50,50,50,0.06242610002118454,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
36,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (1, 1) goal (0, 3). What is the shortest path length?",3,8,,,,1,1,0,0,91.00992599996971,,,,,pre_replay,False,0.44026156002928474,1.0,50,50,50,50,0.10875604000830208,0.0,0,50,50,50,0.06242610002118454,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
37,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. What move sequence leads from (1, 2) to (4, 3)?",RDRR,"(1, 2) -> (1, 3) -> (2, 3) -> (3, 3) -> (3, 2) -> (3, 1) -> (3, 0) -> (3, 4) -> (4, 4) -> (4, 3)",,,,29,1,1,0,1785.857864000036,,,,,pre_replay,False,0.44026156002928474,1.0,50,50,50,50,0.10875604000830208,0.0,0,50,50,50,0.06242610002118454,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
38,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (2, 0). After moves DDULR where do you end?","[2, 1]","(2, 4)",,,,2,2,0,0,215.0601989999359,,,,,pre_replay,False,0.44026156002928474,1.0,50,50,50,50,0.10875604000830208,0.0,0,50,50,50,0.06242610002118454,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
39,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (0, 0) goal (2, 1). What is the shortest path length?",3,7,,,,1,1,0,0,90.50836400001572,,,,,pre_replay,False,0.44026156002928474,1.0,50,50,50,50,0.10875604000830208,0.0,0,50,50,50,0.06242610002118454,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
40,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. What move sequence leads from (4, 0) to (3, 1)?",LD,"(4, 0) -> (3, 0) -> (3, 1)",,,,8,1,1,0,560.2556280000499,,,,,pre_replay,False,0.44026156002928474,1.0,50,50,50,50,0.10875604000830208,0.0,0,50,50,50,0.06242610002118454,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
41,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (1, 0). After moves LRDDR where do you end?","[2, 2]","(1, 4)",,,,2,2,0,0,216.19353400001273,,,,,pre_replay,False,0.44026156002928474,1.0,50,50,50,50,0.10875604000830208,0.0,0,50,50,50,0.06242610002118454,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
42,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (0, 3) goal (1, 3). What is the shortest path length?",1,6,,,,1,1,0,0,91.09602600005928,,,,,pre_replay,False,0.44026156002928474,1.0,50,50,50,50,0.10875604000830208,0.0,0,50,50,50,0.06242610002118454,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
43,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. What move sequence leads from (1, 2) to (4, 3)?",RDRR,"(1, 2) -> (0, 2) -> (0, 4) -> (1, 4) -> (1, 3) -> (2, 3) -> (3, 3) -> (4, 3)",,,,23,1,1,0,1427.957996000032,,,,,pre_replay,False,0.44026156002928474,1.0,50,50,50,50,0.10875604000830208,0.0,0,50,50,50,0.06242610002118454,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
44,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (4, 3). After moves UULLL where do you end?","[1, 1]","(1, 3)",,,,2,2,0,0,217.09886799999367,,,,,pre_replay,False,0.44026156002928474,1.0,50,50,50,50,0.10875604000830208,0.0,0,50,50,50,0.06242610002118454,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
45,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (3, 0) goal (0, 1). What is the shortest path length?",4,8,,,,1,1,0,0,91.25245700010964,,,,,pre_replay,False,0.44026156002928474,1.0,50,50,50,50,0.10875604000830208,0.0,0,50,50,50,0.06242610002118454,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
46,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. What move sequence leads from (4, 0) to (3, 1)?",LD,"(4, 0) -> (4, 1) -> (4, 2) -> (4, 3) -> (4, 4) -> (4, 5) -> (3, 4) -> (3, 3) -> (3, 2) -> (3, 1)",,,,29,1,1,0,1788.9594949999719,,,,,pre_replay,False,0.44026156002928474,1.0,50,50,50,50,0.10875604000830208,0.0,0,50,50,50,0.06242610002118454,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
47,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (4, 4). After moves LURDU where do you end?","[4, 3]","(1, 3)",,,,2,2,0,0,220.4258409999511,,,,,pre_replay,False,0.44026156002928474,1.0,50,50,50,50,0.10875604000830208,0.0,0,50,50,50,0.06242610002118454,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
48,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. Start (0, 2) goal (3, 4). What is the shortest path length?",5,7,,,,1,1,0,0,91.07439600006728,,,,,pre_replay,False,0.44026156002928474,1.0,50,50,50,50,0.10875604000830208,0.0,0,50,50,50,0.06242610002118454,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
49,"Grid 5x5 with obstacles [(0, 4), (2, 4), (3, 2)]. What move sequence leads from (1, 2) to (4, 3)?",RDRR,"(1, 2) -> (2, 2) -> (3, 2) -> (3, 3) -> (3, 4) -> (4, 4) -> (4, 3)",,,,20,1,1,0,1259.5959589998529,,,,,pre_replay,False,0.44026156002928474,1.0,50,50,50,50,0.10875604000830208,0.0,0,50,50,50,0.06242610002118454,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0
