idx,prompt,answer,pred,em_raw,em_norm,f1,pred_len,gold_len,overlong,format_violation,latency_ms,memory_hit,retrieval_latency_ms,router_path,topk_keys,distance,justification,context_key,retrieval_requests,writes_count,store_size_before,store_size_after,context_match_rate,success,steps_pred,steps_opt,suboptimality,time_ms_per_100,rss_mb,flags,gating_enabled,retrieval.episodic.avg_latency_ms,retrieval.episodic.batch_size,retrieval.episodic.hit_rate_at_k,retrieval.episodic.hits_at_k,retrieval.episodic.k,retrieval.episodic.requests,retrieval.episodic.tokens_returned,retrieval.episodic.total_k,retrieval.relational.avg_latency_ms,retrieval.relational.batch_size,retrieval.relational.hit_rate_at_k,retrieval.relational.hits_at_k,retrieval.relational.k,retrieval.relational.requests,retrieval.relational.tokens_returned,retrieval.relational.total_k,retrieval.spatial.avg_latency_ms,retrieval.spatial.batch_size,retrieval.spatial.hit_rate_at_k,retrieval.spatial.hits_at_k,retrieval.spatial.k,retrieval.spatial.requests,retrieval.spatial.tokens_returned,retrieval.spatial.total_k,gating.episodic.accepted,gating.episodic.attempts,gating.episodic.skipped,gating.relational.accepted,gating.relational.attempts,gating.relational.skipped,gating.spatial.accepted,gating.spatial.attempts,gating.spatial.skipped
15,Where did Dave go? Answer with the location name only.,Cafe,New York City,0,0,0.0,3,1,1,0,116.94988599992939,0,0.0,,,,,episodic_cross_mem/00016,0,0,0,0,0.0,,,,,224.37976589789696,1804.078125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Where did Carol go? Answer with the location name only.,Park,Paris,0,0,0.0,1,1,0,0,66.47731499833753,0,0.0,,,,,episodic_cross_mem/00017,0,0,0,0,0.0,,,,,224.37976589789696,1804.078125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Where did Bob go? Answer with the location name only.,Cafe,New York City,0,0,0.0,3,1,1,0,113.82120399866835,0,0.0,,,,,episodic_cross_mem/00018,0,0,0,0,0.0,,,,,224.37976589789696,1804.078125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Where did Alice go? Answer with the location name only.,Library,Wonderland,0,0,0.0,1,1,0,0,89.97614899999462,0,0.0,,,,,episodic_cross_mem/00019,0,0,0,0,0.0,,,,,224.37976589789696,1804.078125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Where did Carol go? Answer with the location name only.,Cafe,Paris,0,0,0.0,1,1,0,0,66.24513200222282,0,0.0,,,,,episodic_cross_mem/00020,0,0,0,0,0.0,,,,,224.37976589789696,1804.078125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Where did Dave go? Answer with the location name only.,Park,New York City,0,0,0.0,3,1,1,0,116.55944400263252,0,0.0,,,,,episodic_cross_mem/00021,0,0,0,0,0.0,,,,,224.37976589789696,1804.078125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Where did Dave go? Answer with the location name only.,Park,Paris,0,0,0.0,1,1,0,0,67.02333800058113,0,0.0,,,,,episodic_cross_mem/00022,0,0,0,0,0.0,,,,,224.37976589789696,1804.078125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Where did Dave go? Answer with the location name only.,Park,New York City,0,0,0.0,3,1,1,0,114.19600799854379,0,0.0,,,,,episodic_cross_mem/00023,0,0,0,0,0.0,,,,,224.37976589789696,1804.078125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Where did Bob go? Answer with the location name only.,Park,New York City,0,0,0.0,3,1,1,0,113.92545500348206,0,0.0,,,,,episodic_cross_mem/00024,0,0,0,0,0.0,,,,,224.37976589789696,1804.078125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Where did Bob go? Answer with the location name only.,Library,Paris,0,0,0.0,1,1,0,0,66.43173399788793,0,0.0,,,,,episodic_cross_mem/00025,0,0,0,0,0.0,,,,,224.37976589789696,1804.078125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Where did Dave go? Answer with the location name only.,Mall,Seattle,0,0,0.0,1,1,0,0,69.58769599805237,0,0.0,,,,,episodic_cross_mem/00026,0,0,0,0,0.0,,,,,224.37976589789696,1804.078125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Where did Bob go? Answer with the location name only.,Library,Los Angeles,0,0,0.0,2,1,1,0,90.12502899713581,0,0.0,,,,,episodic_cross_mem/00027,0,0,0,0,0.0,,,,,224.37976589789696,1804.078125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Where did Bob go? Answer with the location name only.,Mall,Los Angeles,0,0,0.0,2,1,1,0,90.12827899641707,0,0.0,,,,,episodic_cross_mem/00028,0,0,0,0,0.0,,,,,224.37976589789696,1804.078125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Where did Carol go? Answer with the location name only.,Cafe,Paris,0,0,0.0,1,1,0,0,67.06377800219343,0,0.0,,,,,episodic_cross_mem/00029,0,0,0,0,0.0,,,,,224.37976589789696,1804.078125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Where did Bob go? Answer with the location name only.,Mall,Los Angeles,0,0,0.0,2,1,1,0,90.1241999999911,0,0.0,,,,,episodic_cross_mem/00030,0,0,0,0,0.0,,,,,224.37976589789696,1804.078125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Where did Carol go? Answer with the location name only.,Mall,Paris,0,0,0.0,1,1,0,0,69.00302199937869,0,0.0,,,,,episodic_cross_mem/00031,0,0,0,0,0.0,,,,,224.37976589789696,1804.078125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Where did Carol go? Answer with the location name only.,Mall,Paris,0,0,0.0,1,1,0,0,66.29128299755394,0,0.0,,,,,episodic_cross_mem/00032,0,0,0,0,0.0,,,,,224.37976589789696,1804.078125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Where did Dave go? Answer with the location name only.,Library,Paris,0,0,0.0,1,1,0,0,66.28943299801904,0,0.0,,,,,episodic_cross_mem/00033,0,0,0,0,0.0,,,,,224.37976589789696,1804.078125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Where did Bob go? Answer with the location name only.,Mall,New York City,0,0,0.0,3,1,1,0,113.94830499921227,0,0.0,,,,,episodic_cross_mem/00034,0,0,0,0,0.0,,,,,224.37976589789696,1804.078125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Where did Alice go? Answer with the location name only.,Park,Wonderland,0,0,0.0,1,1,0,0,90.14735899836523,0,0.0,,,,,episodic_cross_mem/00035,0,0,0,0,0.0,,,,,224.37976589789696,1804.078125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Where did Dave go? Answer with the location name only.,Mall,Paris,0,0,0.0,1,1,0,0,68.8367200018547,0,0.0,,,,,episodic_cross_mem/00036,0,0,0,0,0.0,,,,,224.37976589789696,1804.078125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Where did Dave go? Answer with the location name only.,Library,Paris,0,0,0.0,1,1,0,0,66.28456299949903,0,0.0,,,,,episodic_cross_mem/00037,0,0,0,0,0.0,,,,,224.37976589789696,1804.078125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Where did Bob go? Answer with the location name only.,Park,New York City,0,0,0.0,3,1,1,0,113.90967499755789,0,0.0,,,,,episodic_cross_mem/00038,0,0,0,0,0.0,,,,,224.37976589789696,1804.078125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Where did Carol go? Answer with the location name only.,Cafe,Paris,0,0,0.0,1,1,0,0,66.36345399965649,0,0.0,,,,,episodic_cross_mem/00039,0,0,0,0,0.0,,,,,224.37976589789696,1804.078125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Where did Alice go? Answer with the location name only.,Mall,Wonderland,0,0,0.0,1,1,0,0,89.97706800073502,0,0.0,,,,,episodic_cross_mem/00040,0,0,0,0,0.0,,,,,224.37976589789696,1804.078125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Where did Bob go? Answer with the location name only.,Library,New York City,0,0,0.0,3,1,1,0,116.60626400043839,0,0.0,,,,,episodic_cross_mem/00041,0,0,0,0,0.0,,,,,224.37976589789696,1804.078125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Where did Dave go? Answer with the location name only.,Mall,New York City,0,0,0.0,3,1,1,0,113.82639400108019,0,0.0,,,,,episodic_cross_mem/00042,0,0,0,0,0.0,,,,,224.37976589789696,1804.078125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Where did Bob go? Answer with the location name only.,Library,Paris,0,0,0.0,1,1,0,0,66.94694699763204,0,0.0,,,,,episodic_cross_mem/00043,0,0,0,0,0.0,,,,,224.37976589789696,1804.078125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Where did Alice go? Answer with the location name only.,Mall,Wonderland,0,0,0.0,1,1,0,0,89.9671480001416,0,0.0,,,,,episodic_cross_mem/00044,0,0,0,0,0.0,,,,,224.37976589789696,1804.078125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Where did Carol go? Answer with the location name only.,Park,Paris,0,0,0.0,1,1,0,0,66.29761300064274,0,0.0,,,,,episodic_cross_mem/00045,0,0,0,0,0.0,,,,,224.37976589789696,1804.078125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Where did Carol go? Answer with the location name only.,Cafe,Paris,0,0,0.0,1,1,0,0,69.02686200191965,0,0.0,,,,,episodic_cross_mem/00046,0,0,0,0,0.0,,,,,224.37976589789696,1804.078125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Where did Alice go? Answer with the location name only.,Park,Wonderland,0,0,0.0,1,1,0,0,90.06117899843957,0,0.0,,,,,episodic_cross_mem/00047,0,0,0,0,0.0,,,,,224.37976589789696,1804.078125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Where did Bob go? Answer with the location name only.,Cafe,New York City,0,0,0.0,3,1,1,0,113.75422399942181,0,0.0,,,,,episodic_cross_mem/00048,0,0,0,0,0.0,,,,,224.37976589789696,1804.078125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Where did Dave go? Answer with the location name only.,Library,Paris,0,0,0.0,1,1,0,0,66.64165499751107,0,0.0,,,,,episodic_cross_mem/00049,0,0,0,0,0.0,,,,,224.37976589789696,1804.078125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Where did Alice go? Answer with the location name only.,Cafe,Down the Rabbit Hole,0,0,0.0,4,1,1,0,139.53740400029346,0,0.0,,,,,episodic_cross_mem/00050,0,0,0,0,0.0,,,,,224.37976589789696,1804.078125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
