idx,prompt,answer,pred,em_raw,em_norm,f1,pred_len,gold_len,overlong,format_violation,latency_ms,memory_hit,retrieval_latency_ms,router_path,topk_keys,distance,justification,context_key,retrieval_requests,writes_count,store_size_before,store_size_after,context_match_rate,success,steps_pred,steps_opt,suboptimality,time_ms_per_100,rss_mb,flags,gating_enabled,retrieval.episodic.avg_latency_ms,retrieval.episodic.batch_size,retrieval.episodic.hit_rate_at_k,retrieval.episodic.hits_at_k,retrieval.episodic.k,retrieval.episodic.requests,retrieval.episodic.tokens_returned,retrieval.episodic.total_k,retrieval.relational.avg_latency_ms,retrieval.relational.batch_size,retrieval.relational.hit_rate_at_k,retrieval.relational.hits_at_k,retrieval.relational.k,retrieval.relational.requests,retrieval.relational.tokens_returned,retrieval.relational.total_k,retrieval.spatial.avg_latency_ms,retrieval.spatial.batch_size,retrieval.spatial.hit_rate_at_k,retrieval.spatial.hits_at_k,retrieval.spatial.k,retrieval.spatial.requests,retrieval.spatial.tokens_returned,retrieval.spatial.total_k,gating.episodic.accepted,gating.episodic.attempts,gating.episodic.skipped,gating.relational.accepted,gating.relational.attempts,gating.relational.skipped,gating.spatial.accepted,gating.spatial.attempts,gating.spatial.skipped
10,Where did Alice go? Answer with the location name only.,Park,Wonderland,0,0,0.0,1,1,0,0,100.5920130010054,0,0.0,,,,,episodic_cross_mem/00011,0,0,0,0,0.0,,,,,230.98688897093427,1844.45703125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Where did Carol go? Answer with the location name only.,Cafe,Paris,0,0,0.0,1,1,0,0,73.26950599963311,0,0.0,,,,,episodic_cross_mem/00012,0,0,0,0,0.0,,,,,230.98688897093427,1844.45703125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Where did Dave go? Answer with the location name only.,Library,Paris,0,0,0.0,1,1,0,0,70.32806699862704,0,0.0,,,,,episodic_cross_mem/00013,0,0,0,0,0.0,,,,,230.98688897093427,1844.45703125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Where did Carol go? Answer with the location name only.,Library,Paris,0,0,0.0,1,1,0,0,69.25389000025461,0,0.0,,,,,episodic_cross_mem/00014,0,0,0,0,0.0,,,,,230.98688897093427,1844.45703125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Where did Bob go? Answer with the location name only.,Cafe,New York City,0,0,0.0,3,1,1,0,120.44350299765938,0,0.0,,,,,episodic_cross_mem/00015,0,0,0,0,0.0,,,,,230.98688897093427,1844.45703125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Where did Dave go? Answer with the location name only.,Cafe,New York City,0,0,0.0,3,1,1,0,124.08891599989147,0,0.0,,,,,episodic_cross_mem/00016,0,0,0,0,0.0,,,,,230.98688897093427,1844.45703125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Where did Carol go? Answer with the location name only.,Park,Paris,0,0,0.0,1,1,0,0,70.67462899794918,0,0.0,,,,,episodic_cross_mem/00017,0,0,0,0,0.0,,,,,230.98688897093427,1844.45703125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Where did Bob go? Answer with the location name only.,Cafe,Los Angeles,0,0,0.0,2,1,1,0,94.93548700265819,0,0.0,,,,,episodic_cross_mem/00018,0,0,0,0,0.0,,,,,230.98688897093427,1844.45703125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Where did Alice go? Answer with the location name only.,Library,Wonderland,0,0,0.0,1,1,0,0,94.11198100133333,0,0.0,,,,,episodic_cross_mem/00019,0,0,0,0,0.0,,,,,230.98688897093427,1844.45703125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Where did Carol go? Answer with the location name only.,Cafe,Paris,0,0,0.0,1,1,0,0,71.46019399806391,0,0.0,,,,,episodic_cross_mem/00020,0,0,0,0,0.0,,,,,230.98688897093427,1844.45703125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Where did Dave go? Answer with the location name only.,Park,Paris,0,0,0.0,1,1,0,0,72.95648299987079,0,0.0,,,,,episodic_cross_mem/00021,0,0,0,0,0.0,,,,,230.98688897093427,1844.45703125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Where did Dave go? Answer with the location name only.,Park,New York City,0,0,0.0,3,1,1,0,121.68272100097965,0,0.0,,,,,episodic_cross_mem/00022,0,0,0,0,0.0,,,,,230.98688897093427,1844.45703125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Where did Dave go? Answer with the location name only.,Park,Paris,0,0,0.0,1,1,0,0,70.58748800045578,0,0.0,,,,,episodic_cross_mem/00023,0,0,0,0,0.0,,,,,230.98688897093427,1844.45703125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Where did Bob go? Answer with the location name only.,Park,Los Angeles,0,0,0.0,2,1,1,0,97.46334399824264,0,0.0,,,,,episodic_cross_mem/00024,0,0,0,0,0.0,,,,,230.98688897093427,1844.45703125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Where did Bob go? Answer with the location name only.,Library,Paris,0,0,0.0,1,1,0,0,70.85291999828769,0,0.0,,,,,episodic_cross_mem/00025,0,0,0,0,0.0,,,,,230.98688897093427,1844.45703125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Where did Dave go? Answer with the location name only.,Mall,Paris,0,0,0.0,1,1,0,0,75.18164800058003,0,0.0,,,,,episodic_cross_mem/00026,0,0,0,0,0.0,,,,,230.98688897093427,1844.45703125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Where did Bob go? Answer with the location name only.,Library,New York City,0,0,0.0,3,1,1,0,121.09787699955632,0,0.0,,,,,episodic_cross_mem/00027,0,0,0,0,0.0,,,,,230.98688897093427,1844.45703125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Where did Bob go? Answer with the location name only.,Mall,Los Angeles,0,0,0.0,2,1,1,0,95.01284699945245,0,0.0,,,,,episodic_cross_mem/00028,0,0,0,0,0.0,,,,,230.98688897093427,1844.45703125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Where did Carol go? Answer with the location name only.,Cafe,Paris,0,0,0.0,1,1,0,0,71.44933399831643,0,0.0,,,,,episodic_cross_mem/00029,0,0,0,0,0.0,,,,,230.98688897093427,1844.45703125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Where did Bob go? Answer with the location name only.,Mall,Paris,0,0,0.0,1,1,0,0,69.36892100202385,0,0.0,,,,,episodic_cross_mem/00030,0,0,0,0,0.0,,,,,230.98688897093427,1844.45703125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Where did Carol go? Answer with the location name only.,Mall,Paris,0,0,0.0,1,1,0,0,72.95584400344524,0,0.0,,,,,episodic_cross_mem/00031,0,0,0,0,0.0,,,,,230.98688897093427,1844.45703125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Where did Carol go? Answer with the location name only.,Mall,Paris,0,0,0.0,1,1,0,0,70.65886900090845,0,0.0,,,,,episodic_cross_mem/00032,0,0,0,0,0.0,,,,,230.98688897093427,1844.45703125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Where did Dave go? Answer with the location name only.,Library,Paris,0,0,0.0,1,1,0,0,71.19380199947045,0,0.0,,,,,episodic_cross_mem/00033,0,0,0,0,0.0,,,,,230.98688897093427,1844.45703125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Where did Bob go? Answer with the location name only.,Mall,New York City,0,0,0.0,3,1,1,0,122.91494899909594,0,0.0,,,,,episodic_cross_mem/00034,0,0,0,0,0.0,,,,,230.98688897093427,1844.45703125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Where did Alice go? Answer with the location name only.,Park,Wonderland,0,0,0.0,1,1,0,0,94.73354500005371,0,0.0,,,,,episodic_cross_mem/00035,0,0,0,0,0.0,,,,,230.98688897093427,1844.45703125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Where did Dave go? Answer with the location name only.,Mall,Seattle,0,0,0.0,1,1,0,0,73.47500800096896,0,0.0,,,,,episodic_cross_mem/00036,0,0,0,0,0.0,,,,,230.98688897093427,1844.45703125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Where did Dave go? Answer with the location name only.,Library,Seattle,0,0,0.0,1,1,0,0,70.4081670010055,0,0.0,,,,,episodic_cross_mem/00037,0,0,0,0,0.0,,,,,230.98688897093427,1844.45703125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Where did Bob go? Answer with the location name only.,Park,New York City,0,0,0.0,3,1,1,0,120.44576200059964,0,0.0,,,,,episodic_cross_mem/00038,0,0,0,0,0.0,,,,,230.98688897093427,1844.45703125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Where did Carol go? Answer with the location name only.,Cafe,Paris,0,0,0.0,1,1,0,0,70.05100499736727,0,0.0,,,,,episodic_cross_mem/00039,0,0,0,0,0.0,,,,,230.98688897093427,1844.45703125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Where did Alice go? Answer with the location name only.,Mall,Wonderland,0,0,0.0,1,1,0,0,94.33051299856743,0,0.0,,,,,episodic_cross_mem/00040,0,0,0,0,0.0,,,,,230.98688897093427,1844.45703125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Where did Bob go? Answer with the location name only.,Library,New York City,0,0,0.0,3,1,1,0,122.80226799703087,0,0.0,,,,,episodic_cross_mem/00041,0,0,0,0,0.0,,,,,230.98688897093427,1844.45703125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Where did Dave go? Answer with the location name only.,Mall,Seattle,0,0,0.0,1,1,0,0,71.41838400275446,0,0.0,,,,,episodic_cross_mem/00042,0,0,0,0,0.0,,,,,230.98688897093427,1844.45703125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Where did Bob go? Answer with the location name only.,Library,New York City,0,0,0.0,3,1,1,0,120.65348399846698,0,0.0,,,,,episodic_cross_mem/00043,0,0,0,0,0.0,,,,,230.98688897093427,1844.45703125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Where did Alice go? Answer with the location name only.,Mall,Wonderland,0,0,0.0,1,1,0,0,94.91563600022346,0,0.0,,,,,episodic_cross_mem/00044,0,0,0,0,0.0,,,,,230.98688897093427,1844.45703125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Where did Carol go? Answer with the location name only.,Park,Paris,0,0,0.0,1,1,0,0,73.22438600021997,0,0.0,,,,,episodic_cross_mem/00045,0,0,0,0,0.0,,,,,230.98688897093427,1844.45703125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Where did Carol go? Answer with the location name only.,Cafe,Paris,0,0,0.0,1,1,0,0,74.06578099835315,0,0.0,,,,,episodic_cross_mem/00046,0,0,0,0,0.0,,,,,230.98688897093427,1844.45703125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Where did Alice go? Answer with the location name only.,Park,Wonderland,0,0,0.0,1,1,0,0,94.52981399954297,0,0.0,,,,,episodic_cross_mem/00047,0,0,0,0,0.0,,,,,230.98688897093427,1844.45703125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Where did Bob go? Answer with the location name only.,Cafe,Los Angeles,0,0,0.0,2,1,1,0,96.98093000042718,0,0.0,,,,,episodic_cross_mem/00048,0,0,0,0,0.0,,,,,230.98688897093427,1844.45703125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Where did Dave go? Answer with the location name only.,Library,Paris,0,0,0.0,1,1,0,0,70.22094600324635,0,0.0,,,,,episodic_cross_mem/00049,0,0,0,0,0.0,,,,,230.98688897093427,1844.45703125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Where did Alice go? Answer with the location name only.,Cafe,Wonderland,0,0,0.0,1,1,0,0,95.8654430032766,0,0.0,,,,,episodic_cross_mem/00050,0,0,0,0,0.0,,,,,230.98688897093427,1844.45703125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
