idx,prompt,answer,pred,correct,latency_ms,flags
21,Carol saw at the Cafe on Thursday. When was Carol at the Cafe?,Thursday,Thursday,1,0.0,pre_replay
22,Carol helped at the Library on Wednesday. When was Carol at the Library?,Wednesday,Wednesday,1,0.0,pre_replay
23,Alice helped at the Cafe on Thursday. What did Alice do?,helped,helped,1,0.0,pre_replay
24,Alice found at the Mall on Wednesday. When was Alice at the Mall?,Wednesday,Wednesday,1,0.0,pre_replay
25,Carol met at the Cafe on Thursday. When was Carol at the Cafe?,Thursday,Thursday,1,0.0,pre_replay
26,Carol met at the Park on Wednesday. Who was at the Park?,Carol,Carol,1,0.0,pre_replay
27,Dave helped at the Cafe on Wednesday. Where was Dave?,the Cafe,the Cafe,1,0.0,pre_replay
28,Alice helped at the Park on Wednesday. Who was at the Park?,Alice,Alice,1,0.0,pre_replay
29,Carol helped at the Mall on Monday. What did Carol do?,helped,helped,1,0.0,pre_replay
30,Carol helped at the Library on Tuesday. What did Carol do?,helped,helped,1,0.0,pre_replay
31,Alice found at the Mall on Thursday. What did Alice do?,found,found,1,0.0,pre_replay
32,Alice found at the Park on Tuesday. Who was at the Park?,Alice,Alice,1,0.0,pre_replay
33,Bob met at the Mall on Tuesday. When was Bob at the Mall?,Tuesday,Tuesday,1,0.0,pre_replay
34,Bob met at the Cafe on Wednesday. When was Bob at the Cafe?,Wednesday,Wednesday,1,0.0,pre_replay
35,Carol saw at the Cafe on Tuesday. Where was Carol?,the Cafe,the Cafe,1,0.0,pre_replay
36,Alice saw at the Cafe on Tuesday. Who was at the Cafe?,Alice,Alice,1,0.0,pre_replay
37,Bob met at the Cafe on Tuesday. What did Bob do?,met,met,1,0.0,pre_replay
38,Carol saw at the Park on Tuesday. Where was Carol?,the Park,the Park,1,0.0,pre_replay
39,Bob saw at the Park on Tuesday. What did Bob do?,saw,saw,1,0.0,pre_replay
40,Carol saw at the Mall on Wednesday. When was Carol at the Mall?,Wednesday,Wednesday,1,0.0,pre_replay
41,Bob met at the Library on Monday. Where was Bob?,the Library,the Library,1,0.0,pre_replay
42,Bob found at the Mall on Thursday. Who was at the Mall?,Bob,Bob,1,0.0,pre_replay
43,Dave saw at the Cafe on Wednesday. What did Dave do?,saw,saw,1,0.0,pre_replay
44,Carol met at the Cafe on Monday. Where was Carol?,the Cafe,the Cafe,1,0.0,pre_replay
45,Carol helped at the Park on Tuesday. Who was at the Park?,Carol,Carol,1,0.0,pre_replay
46,Alice saw at the Cafe on Wednesday. What did Alice do?,saw,saw,1,0.0,pre_replay
47,Carol helped at the Library on Monday. Who was at the Library?,Carol,Carol,1,0.0,pre_replay
48,Alice helped at the Cafe on Tuesday. What did Alice do?,helped,helped,1,0.0,pre_replay
49,Dave saw at the Mall on Thursday. Who was at the Mall?,Dave,Dave,1,0.0,pre_replay
50,Bob saw at the Library on Monday. When was Bob at the Library?,Monday,Monday,1,0.0,pre_replay
51,Carol saw at the Cafe on Monday. When was Carol at the Cafe?,Monday,Monday,1,0.0,pre_replay
52,Dave saw at the Park on Wednesday. What did Dave do?,saw,saw,1,0.0,pre_replay
53,Alice helped at the Park on Tuesday. When was Alice at the Park?,Tuesday,Tuesday,1,0.0,pre_replay
54,Bob saw at the Mall on Tuesday. What did Bob do?,saw,saw,1,0.0,pre_replay
55,Alice helped at the Park on Monday. What did Alice do?,helped,helped,1,0.0,pre_replay
56,Alice helped at the Cafe on Wednesday. Where was Alice?,the Cafe,the Cafe,1,0.0,pre_replay
57,Carol found at the Cafe on Thursday. What did Carol do?,found,found,1,0.0,pre_replay
58,Bob found at the Park on Monday. Where was Bob?,the Park,the Park,1,0.0,pre_replay
59,Carol saw at the Park on Thursday. What did Carol do?,saw,saw,1,0.0,pre_replay
60,Alice found at the Cafe on Thursday. What did Alice do?,found,found,1,0.0,pre_replay
61,Carol found at the Mall on Thursday. When was Carol at the Mall?,Thursday,Thursday,1,0.0,pre_replay
62,Alice helped at the Library on Monday. Who was at the Library?,Alice,Alice,1,0.0,pre_replay
63,Alice met at the Library on Monday. Where was Alice?,the Library,the Library,1,0.0,pre_replay
64,Dave met at the Park on Thursday. What did Dave do?,met,met,1,0.0,pre_replay
65,Carol saw at the Mall on Thursday. Who was at the Mall?,Carol,Carol,1,0.0,pre_replay
66,Bob helped at the Mall on Thursday. Where was Bob?,the Mall,the Mall,1,0.0,pre_replay
67,Bob saw at the Mall on Wednesday. When was Bob at the Mall?,Wednesday,Wednesday,1,0.0,pre_replay
68,Alice found at the Library on Monday. When was Alice at the Library?,Monday,Monday,1,0.0,pre_replay
69,Alice saw at the Cafe on Monday. Who was at the Cafe?,Alice,Alice,1,0.0,pre_replay
70,Carol saw at the Park on Wednesday. When was Carol at the Park?,Wednesday,Wednesday,1,0.0,pre_replay
71,Carol met at the Park on Thursday. Where was Carol?,the Park,the Park,1,0.0,pre_replay
72,Dave saw at the Mall on Wednesday. What did Dave do?,saw,saw,1,0.0,pre_replay
73,Carol found at the Cafe on Wednesday. Who was at the Cafe?,Carol,Carol,1,0.0,pre_replay
74,Bob helped at the Cafe on Tuesday. When was Bob at the Cafe?,Tuesday,Tuesday,1,0.0,pre_replay
75,Alice saw at the Cafe on Monday. Who was at the Cafe?,Alice,Alice,1,0.0,pre_replay
76,Alice saw at the Cafe on Tuesday. When was Alice at the Cafe?,Tuesday,Tuesday,1,0.0,pre_replay
77,Dave saw at the Cafe on Thursday. What did Dave do?,saw,saw,1,0.0,pre_replay
78,Carol met at the Library on Wednesday. Where was Carol?,the Library,the Library,1,0.0,pre_replay
79,Dave met at the Park on Tuesday. Where was Dave?,the Park,the Park,1,0.0,pre_replay
80,Carol helped at the Cafe on Wednesday. What did Carol do?,helped,helped,1,0.0,pre_replay
81,Carol found at the Library on Monday. Who was at the Library?,Carol,Carol,1,0.0,pre_replay
82,Dave helped at the Library on Thursday. What did Dave do?,helped,helped,1,0.0,pre_replay
83,Alice found at the Cafe on Thursday. Who was at the Cafe?,Alice,Alice,1,0.0,pre_replay
84,Carol helped at the Mall on Wednesday. Who was at the Mall?,Carol,Carol,1,0.0,pre_replay
85,Carol found at the Cafe on Thursday. When was Carol at the Cafe?,Thursday,Thursday,1,0.0,pre_replay
86,Alice met at the Library on Monday. When was Alice at the Library?,Monday,Monday,1,0.0,pre_replay
87,Bob met at the Park on Thursday. Where was Bob?,the Park,the Park,1,0.0,pre_replay
88,Alice found at the Cafe on Thursday. Who was at the Cafe?,Alice,Alice,1,0.0,pre_replay
89,Bob met at the Library on Thursday. When was Bob at the Library?,Thursday,Thursday,1,0.0,pre_replay
90,Dave met at the Cafe on Tuesday. Who was at the Cafe?,Dave,Dave,1,0.0,pre_replay
91,Bob found at the Cafe on Thursday. Who was at the Cafe?,Bob,Bob,1,0.0,pre_replay
92,Bob saw at the Cafe on Thursday. Who was at the Cafe?,Bob,Bob,1,0.0,pre_replay
93,Alice saw at the Library on Thursday. What did Alice do?,saw,saw,1,0.0,pre_replay
94,Carol helped at the Cafe on Monday. What did Carol do?,helped,helped,1,0.0,pre_replay
95,Dave found at the Mall on Wednesday. What did Dave do?,found,found,1,0.0,pre_replay
96,Dave helped at the Mall on Monday. Where was Dave?,the Mall,the Mall,1,0.0,pre_replay
97,Bob saw at the Cafe on Tuesday. Where was Bob?,the Cafe,the Cafe,1,0.0,pre_replay
98,Dave found at the Library on Thursday. Where was Dave?,the Library,the Library,1,0.0,pre_replay
99,Bob found at the Park on Tuesday. Who was at the Park?,Bob,Bob,1,0.0,pre_replay
100,Alice met at the Library on Wednesday. What did Alice do?,met,met,1,0.0,pre_replay
101,Alice met at the Mall on Monday. What did Alice do?,met,met,1,0.0,pre_replay
102,Alice saw at the Cafe on Tuesday. What did Alice do?,saw,saw,1,0.0,pre_replay
103,Bob saw at the Mall on Tuesday. What did Bob do?,saw,saw,1,0.0,pre_replay
104,Alice helped at the Mall on Tuesday. Who was at the Mall?,Alice,Alice,1,0.0,pre_replay
105,Carol found at the Cafe on Wednesday. Where was Carol?,the Cafe,the Cafe,1,0.0,pre_replay
106,Carol saw at the Library on Thursday. Who was at the Library?,Carol,Carol,1,0.0,pre_replay
107,Bob helped at the Park on Wednesday. Who was at the Park?,Bob,Bob,1,0.0,pre_replay
108,Bob met at the Library on Thursday. Where was Bob?,the Library,the Library,1,0.0,pre_replay
109,Alice found at the Library on Tuesday. When was Alice at the Library?,Tuesday,Tuesday,1,0.0,pre_replay
110,Carol saw at the Cafe on Wednesday. Who was at the Cafe?,Carol,Carol,1,0.0,pre_replay
111,Alice met at the Library on Tuesday. Where was Alice?,the Library,the Library,1,0.0,pre_replay
112,Bob met at the Mall on Monday. What did Bob do?,met,met,1,0.0,pre_replay
113,Alice helped at the Cafe on Monday. Where was Alice?,the Cafe,the Cafe,1,0.0,pre_replay
114,Carol saw at the Cafe on Wednesday. When was Carol at the Cafe?,Wednesday,Wednesday,1,0.0,pre_replay
115,Bob met at the Cafe on Monday. Where was Bob?,the Cafe,the Cafe,1,0.0,pre_replay
116,Alice saw at the Cafe on Thursday. Where was Alice?,the Cafe,the Cafe,1,0.0,pre_replay
117,Dave found at the Park on Thursday. Where was Dave?,the Park,the Park,1,0.0,pre_replay
118,Alice saw at the Library on Wednesday. What did Alice do?,saw,saw,1,0.0,pre_replay
119,Carol met at the Cafe on Monday. Who was at the Cafe?,Carol,Carol,1,0.0,pre_replay
120,Carol saw at the Park on Thursday. Where was Carol?,the Park,the Park,1,0.0,pre_replay
121,Dave saw at the Mall on Monday. Where was Dave?,the Mall,the Mall,1,0.0,pre_replay
122,Dave helped at the Cafe on Wednesday. What did Dave do?,helped,helped,1,0.0,pre_replay
123,Carol helped at the Cafe on Monday. When was Carol at the Cafe?,Monday,Monday,1,0.0,pre_replay
124,Bob saw at the Park on Thursday. What did Bob do?,saw,saw,1,0.0,pre_replay
125,Alice met at the Mall on Tuesday. Where was Alice?,the Mall,the Mall,1,0.0,pre_replay
126,Carol helped at the Mall on Thursday. Where was Carol?,the Mall,the Mall,1,0.0,pre_replay
127,Bob saw at the Cafe on Thursday. What did Bob do?,saw,saw,1,0.0,pre_replay
128,Carol found at the Cafe on Thursday. Who was at the Cafe?,Carol,Carol,1,0.0,pre_replay
129,Bob helped at the Cafe on Tuesday. What did Bob do?,helped,helped,1,0.0,pre_replay
130,Carol helped at the Park on Tuesday. Where was Carol?,the Park,the Park,1,0.0,pre_replay
131,Alice helped at the Library on Monday. Where was Alice?,the Library,the Library,1,0.0,pre_replay
132,Alice helped at the Mall on Thursday. Where was Alice?,the Mall,the Mall,1,0.0,pre_replay
133,Alice met at the Mall on Wednesday. Who was at the Mall?,Alice,Alice,1,0.0,pre_replay
134,Carol found at the Mall on Thursday. What did Carol do?,found,found,1,0.0,pre_replay
135,Alice met at the Mall on Wednesday. Who was at the Mall?,Alice,Alice,1,0.0,pre_replay
136,Dave found at the Library on Monday. Who was at the Library?,Dave,Dave,1,0.0,pre_replay
137,Alice met at the Cafe on Tuesday. What did Alice do?,met,met,1,0.0,pre_replay
138,Carol found at the Cafe on Wednesday. Where was Carol?,the Cafe,the Cafe,1,0.0,pre_replay
139,Bob found at the Cafe on Wednesday. When was Bob at the Cafe?,Wednesday,Wednesday,1,0.0,pre_replay
140,Bob helped at the Mall on Thursday. Who was at the Mall?,Bob,Bob,1,0.0,pre_replay
141,Carol helped at the Mall on Monday. When was Carol at the Mall?,Monday,Monday,1,0.0,pre_replay
142,Carol helped at the Library on Tuesday. Who was at the Library?,Carol,Carol,1,0.0,pre_replay
143,Bob helped at the Cafe on Thursday. Who was at the Cafe?,Bob,Bob,1,0.0,pre_replay
144,Carol saw at the Cafe on Wednesday. Who was at the Cafe?,Carol,Carol,1,0.0,pre_replay
145,Dave found at the Park on Wednesday. When was Dave at the Park?,Wednesday,Wednesday,1,0.0,pre_replay
146,Alice saw at the Park on Wednesday. What did Alice do?,saw,saw,1,0.0,pre_replay
147,Alice saw at the Cafe on Wednesday. Where was Alice?,the Cafe,the Cafe,1,0.0,pre_replay
148,Bob saw at the Mall on Monday. When was Bob at the Mall?,Monday,Monday,1,0.0,pre_replay
149,Dave found at the Mall on Wednesday. Where was Dave?,the Mall,the Mall,1,0.0,pre_replay
150,Bob met at the Library on Thursday. When was Bob at the Library?,Thursday,Thursday,1,0.0,pre_replay
151,Dave met at the Park on Monday. Who was at the Park?,Dave,Dave,1,0.0,pre_replay
152,Dave found at the Park on Thursday. What did Dave do?,found,found,1,0.0,pre_replay
153,Carol found at the Mall on Thursday. Where was Carol?,the Mall,the Mall,1,0.0,pre_replay
154,Dave saw at the Park on Tuesday. What did Dave do?,saw,saw,1,0.0,pre_replay
155,Dave met at the Cafe on Thursday. When was Dave at the Cafe?,Thursday,Thursday,1,0.0,pre_replay
156,Dave saw at the Library on Monday. Where was Dave?,the Library,the Library,1,0.0,pre_replay
157,Carol helped at the Park on Wednesday. When was Carol at the Park?,Wednesday,Wednesday,1,0.0,pre_replay
158,Carol found at the Mall on Tuesday. When was Carol at the Mall?,Tuesday,Tuesday,1,0.0,pre_replay
159,Alice found at the Cafe on Wednesday. What did Alice do?,found,found,1,0.0,pre_replay
160,Alice found at the Library on Tuesday. When was Alice at the Library?,Tuesday,Tuesday,1,0.0,pre_replay
161,Bob found at the Mall on Tuesday. What did Bob do?,found,found,1,0.0,pre_replay
162,Carol found at the Mall on Monday. When was Carol at the Mall?,Monday,Monday,1,0.0,pre_replay
163,Carol met at the Park on Tuesday. What did Carol do?,met,met,1,0.0,pre_replay
164,Bob found at the Park on Monday. Where was Bob?,the Park,the Park,1,0.0,pre_replay
165,Alice helped at the Mall on Tuesday. When was Alice at the Mall?,Tuesday,Tuesday,1,0.0,pre_replay
166,Alice found at the Cafe on Tuesday. When was Alice at the Cafe?,Tuesday,Tuesday,1,0.0,pre_replay
167,Bob met at the Cafe on Monday. When was Bob at the Cafe?,Monday,Monday,1,0.0,pre_replay
168,Alice saw at the Mall on Thursday. When was Alice at the Mall?,Thursday,Thursday,1,0.0,pre_replay
169,Carol helped at the Park on Wednesday. Where was Carol?,the Park,the Park,1,0.0,pre_replay
170,Bob saw at the Mall on Tuesday. When was Bob at the Mall?,Tuesday,Tuesday,1,0.0,pre_replay
171,Dave met at the Library on Tuesday. Who was at the Library?,Dave,Dave,1,0.0,pre_replay
172,Bob met at the Mall on Thursday. When was Bob at the Mall?,Thursday,Thursday,1,0.0,pre_replay
173,Alice saw at the Cafe on Thursday. Where was Alice?,the Cafe,the Cafe,1,0.0,pre_replay
174,Dave found at the Cafe on Tuesday. When was Dave at the Cafe?,Tuesday,Tuesday,1,0.0,pre_replay
175,Dave met at the Mall on Tuesday. When was Dave at the Mall?,Tuesday,Tuesday,1,0.0,pre_replay
176,Alice found at the Mall on Thursday. Who was at the Mall?,Alice,Alice,1,0.0,pre_replay
177,Alice found at the Park on Tuesday. When was Alice at the Park?,Tuesday,Tuesday,1,0.0,pre_replay
178,Alice found at the Cafe on Wednesday. When was Alice at the Cafe?,Wednesday,Wednesday,1,0.0,pre_replay
179,Bob helped at the Park on Tuesday. Who was at the Park?,Bob,Bob,1,0.0,pre_replay
180,Carol found at the Park on Tuesday. When was Carol at the Park?,Tuesday,Tuesday,1,0.0,pre_replay
181,Carol found at the Park on Tuesday. What did Carol do?,found,found,1,0.0,pre_replay
182,Carol found at the Cafe on Wednesday. Who was at the Cafe?,Carol,Carol,1,0.0,pre_replay
183,Alice helped at the Mall on Thursday. Who was at the Mall?,Alice,Alice,1,0.0,pre_replay
184,Alice met at the Mall on Monday. What did Alice do?,met,met,1,0.0,pre_replay
185,Alice helped at the Library on Tuesday. Where was Alice?,the Library,the Library,1,0.0,pre_replay
186,Alice found at the Park on Monday. Who was at the Park?,Alice,Alice,1,0.0,pre_replay
187,Alice saw at the Library on Wednesday. When was Alice at the Library?,Wednesday,Wednesday,1,0.0,pre_replay
188,Carol saw at the Cafe on Tuesday. When was Carol at the Cafe?,Tuesday,Tuesday,1,0.0,pre_replay
189,Dave found at the Mall on Monday. What did Dave do?,found,found,1,0.0,pre_replay
190,Carol helped at the Park on Thursday. When was Carol at the Park?,Thursday,Thursday,1,0.0,pre_replay
191,Carol saw at the Library on Tuesday. What did Carol do?,saw,saw,1,0.0,pre_replay
192,Bob found at the Library on Monday. Where was Bob?,the Library,the Library,1,0.0,pre_replay
193,Carol met at the Mall on Thursday. When was Carol at the Mall?,Thursday,Thursday,1,0.0,pre_replay
194,Alice helped at the Library on Monday. When was Alice at the Library?,Monday,Monday,1,0.0,pre_replay
195,Carol helped at the Park on Tuesday. Where was Carol?,the Park,the Park,1,0.0,pre_replay
196,Carol found at the Mall on Tuesday. What did Carol do?,found,found,1,0.0,pre_replay
197,Alice helped at the Park on Thursday. What did Alice do?,helped,helped,1,0.0,pre_replay
198,Alice met at the Library on Monday. When was Alice at the Library?,Monday,Monday,1,0.0,pre_replay
199,Carol met at the Mall on Tuesday. What did Carol do?,met,met,1,0.0,pre_replay
200,Carol saw at the Cafe on Tuesday. Who was at the Cafe?,Carol,Carol,1,0.0,pre_replay
201,Dave saw at the Cafe on Wednesday. What did Dave do?,saw,saw,1,0.0,pre_replay
202,Bob saw at the Library on Thursday. When was Bob at the Library?,Thursday,Thursday,1,0.0,pre_replay
203,Dave helped at the Mall on Wednesday. Where was Dave?,the Mall,the Mall,1,0.0,pre_replay
204,Alice helped at the Mall on Wednesday. Where was Alice?,the Mall,the Mall,1,0.0,pre_replay
205,Dave found at the Mall on Thursday. What did Dave do?,found,found,1,0.0,pre_replay
206,Dave found at the Cafe on Tuesday. When was Dave at the Cafe?,Tuesday,Tuesday,1,0.0,pre_replay
207,Alice saw at the Mall on Thursday. When was Alice at the Mall?,Thursday,Thursday,1,0.0,pre_replay
208,Alice met at the Cafe on Wednesday. When was Alice at the Cafe?,Wednesday,Wednesday,1,0.0,pre_replay
209,Dave helped at the Park on Tuesday. Where was Dave?,the Park,the Park,1,0.0,pre_replay
210,Dave saw at the Library on Tuesday. When was Dave at the Library?,Tuesday,Tuesday,1,0.0,pre_replay
211,Bob found at the Cafe on Wednesday. What did Bob do?,found,found,1,0.0,pre_replay
212,Carol helped at the Library on Wednesday. Who was at the Library?,Carol,Carol,1,0.0,pre_replay
213,Dave met at the Mall on Thursday. Who was at the Mall?,Dave,Dave,1,0.0,pre_replay
214,Dave saw at the Cafe on Wednesday. Where was Dave?,the Cafe,the Cafe,1,0.0,pre_replay
215,Bob helped at the Cafe on Tuesday. Who was at the Cafe?,Bob,Bob,1,0.0,pre_replay
216,Alice met at the Mall on Tuesday. What did Alice do?,met,met,1,0.0,pre_replay
217,Alice helped at the Cafe on Thursday. Where was Alice?,the Cafe,the Cafe,1,0.0,pre_replay
218,Alice met at the Park on Monday. When was Alice at the Park?,Monday,Monday,1,0.0,pre_replay
219,Dave helped at the Park on Thursday. Where was Dave?,the Park,the Park,1,0.0,pre_replay
220,Dave met at the Park on Thursday. When was Dave at the Park?,Thursday,Thursday,1,0.0,pre_replay
221,Bob saw at the Mall on Monday. What did Bob do?,saw,saw,1,0.0,pre_replay
222,Dave saw at the Library on Tuesday. When was Dave at the Library?,Tuesday,Tuesday,1,0.0,pre_replay
223,Bob helped at the Cafe on Monday. Where was Bob?,the Cafe,the Cafe,1,0.0,pre_replay
224,Alice met at the Park on Tuesday. When was Alice at the Park?,Tuesday,Tuesday,1,0.0,pre_replay
225,Dave saw at the Mall on Monday. What did Dave do?,saw,saw,1,0.0,pre_replay
226,Bob found at the Park on Tuesday. What did Bob do?,found,found,1,0.0,pre_replay
227,Carol saw at the Library on Thursday. Who was at the Library?,Carol,Carol,1,0.0,pre_replay
228,Alice found at the Mall on Tuesday. What did Alice do?,found,found,1,0.0,pre_replay
229,Dave saw at the Library on Monday. When was Dave at the Library?,Monday,Monday,1,0.0,pre_replay
230,Dave saw at the Library on Monday. Who was at the Library?,Dave,Dave,1,0.0,pre_replay
231,Alice found at the Cafe on Tuesday. Who was at the Cafe?,Alice,Alice,1,0.0,pre_replay
232,Alice saw at the Cafe on Monday. What did Alice do?,saw,saw,1,0.0,pre_replay
233,Alice saw at the Library on Wednesday. Who was at the Library?,Alice,Alice,1,0.0,pre_replay
234,Alice found at the Park on Thursday. When was Alice at the Park?,Thursday,Thursday,1,0.0,pre_replay
235,Carol found at the Park on Thursday. When was Carol at the Park?,Thursday,Thursday,1,0.0,pre_replay
236,Carol met at the Park on Wednesday. What did Carol do?,met,met,1,0.0,pre_replay
237,Dave found at the Park on Monday. When was Dave at the Park?,Monday,Monday,1,0.0,pre_replay
238,Bob found at the Library on Tuesday. Who was at the Library?,Bob,Bob,1,0.0,pre_replay
239,Dave found at the Cafe on Tuesday. When was Dave at the Cafe?,Tuesday,Tuesday,1,0.0,pre_replay
240,Dave saw at the Library on Thursday. Who was at the Library?,Dave,Dave,1,0.0,pre_replay
241,Dave met at the Park on Thursday. What did Dave do?,met,met,1,0.0,pre_replay
242,Dave met at the Cafe on Thursday. When was Dave at the Cafe?,Thursday,Thursday,1,0.0,pre_replay
243,Bob saw at the Library on Tuesday. Who was at the Library?,Bob,Bob,1,0.0,pre_replay
244,Alice met at the Mall on Wednesday. Where was Alice?,the Mall,the Mall,1,0.0,pre_replay
245,Carol saw at the Library on Wednesday. What did Carol do?,saw,saw,1,0.0,pre_replay
246,Bob helped at the Library on Monday. When was Bob at the Library?,Monday,Monday,1,0.0,pre_replay
247,Bob found at the Cafe on Tuesday. When was Bob at the Cafe?,Tuesday,Tuesday,1,0.0,pre_replay
248,Carol met at the Park on Thursday. What did Carol do?,met,met,1,0.0,pre_replay
249,Dave saw at the Cafe on Wednesday. Who was at the Cafe?,Dave,Dave,1,0.0,pre_replay
250,Carol saw at the Library on Tuesday. Who was at the Library?,Carol,Carol,1,0.0,pre_replay
251,Dave saw at the Mall on Thursday. Who was at the Mall?,Dave,Dave,1,0.0,pre_replay
252,Alice helped at the Mall on Thursday. Where was Alice?,the Mall,the Mall,1,0.0,pre_replay
253,Alice found at the Park on Tuesday. Who was at the Park?,Alice,Alice,1,0.0,pre_replay
254,Carol helped at the Mall on Thursday. What did Carol do?,helped,helped,1,0.0,pre_replay
255,Carol met at the Mall on Monday. Where was Carol?,the Mall,the Mall,1,0.0,pre_replay
256,Alice found at the Cafe on Wednesday. What did Alice do?,found,found,1,0.0,pre_replay
257,Dave found at the Mall on Monday. Who was at the Mall?,Dave,Dave,1,0.0,pre_replay
258,Alice helped at the Cafe on Tuesday. What did Alice do?,helped,helped,1,0.0,pre_replay
259,Dave saw at the Library on Thursday. Where was Dave?,the Library,the Library,1,0.0,pre_replay
260,Bob helped at the Mall on Tuesday. When was Bob at the Mall?,Tuesday,Tuesday,1,0.0,pre_replay
261,Bob met at the Library on Monday. What did Bob do?,met,met,1,0.0,pre_replay
262,Bob helped at the Park on Tuesday. Where was Bob?,the Park,the Park,1,0.0,pre_replay
263,Carol saw at the Cafe on Wednesday. When was Carol at the Cafe?,Wednesday,Wednesday,1,0.0,pre_replay
264,Bob met at the Library on Monday. When was Bob at the Library?,Monday,Monday,1,0.0,pre_replay
265,Bob met at the Mall on Monday. Who was at the Mall?,Bob,Bob,1,0.0,pre_replay
266,Dave found at the Mall on Thursday. What did Dave do?,found,found,1,0.0,pre_replay
267,Bob saw at the Cafe on Wednesday. Where was Bob?,the Cafe,the Cafe,1,0.0,pre_replay
268,Bob found at the Library on Monday. Who was at the Library?,Bob,Bob,1,0.0,pre_replay
269,Carol found at the Park on Tuesday. Where was Carol?,the Park,the Park,1,0.0,pre_replay
270,Bob met at the Cafe on Thursday. When was Bob at the Cafe?,Thursday,Thursday,1,0.0,pre_replay
271,Dave helped at the Park on Wednesday. Where was Dave?,the Park,the Park,1,0.0,pre_replay
272,Carol met at the Cafe on Tuesday. When was Carol at the Cafe?,Tuesday,Tuesday,1,0.0,pre_replay
273,Alice met at the Park on Tuesday. When was Alice at the Park?,Tuesday,Tuesday,1,0.0,pre_replay
274,Carol helped at the Library on Monday. Who was at the Library?,Carol,Carol,1,0.0,pre_replay
275,Bob helped at the Park on Tuesday. Who was at the Park?,Bob,Bob,1,0.0,pre_replay
276,Carol found at the Mall on Thursday. When was Carol at the Mall?,Thursday,Thursday,1,0.0,pre_replay
277,Dave found at the Library on Monday. Where was Dave?,the Library,the Library,1,0.0,pre_replay
278,Bob helped at the Park on Monday. Where was Bob?,the Park,the Park,1,0.0,pre_replay
279,Bob met at the Cafe on Tuesday. Who was at the Cafe?,Bob,Bob,1,0.0,pre_replay
280,Carol found at the Library on Monday. What did Carol do?,found,found,1,0.0,pre_replay
281,Alice found at the Cafe on Tuesday. What did Alice do?,found,found,1,0.0,pre_replay
282,Bob found at the Mall on Monday. Where was Bob?,the Mall,the Mall,1,0.0,pre_replay
283,Carol found at the Mall on Thursday. Who was at the Mall?,Carol,Carol,1,0.0,pre_replay
284,Carol helped at the Cafe on Tuesday. When was Carol at the Cafe?,Tuesday,Tuesday,1,0.0,pre_replay
285,Dave found at the Park on Tuesday. Who was at the Park?,Dave,Dave,1,0.0,pre_replay
286,Bob met at the Cafe on Thursday. When was Bob at the Cafe?,Thursday,Thursday,1,0.0,pre_replay
287,Bob helped at the Library on Tuesday. What did Bob do?,helped,helped,1,0.0,pre_replay
288,Bob saw at the Mall on Monday. What did Bob do?,saw,saw,1,0.0,pre_replay
289,Carol met at the Library on Monday. When was Carol at the Library?,Monday,Monday,1,0.0,pre_replay
290,Alice helped at the Mall on Thursday. When was Alice at the Mall?,Thursday,Thursday,1,0.0,pre_replay
291,Carol found at the Library on Tuesday. Who was at the Library?,Carol,Carol,1,0.0,pre_replay
292,Alice helped at the Mall on Wednesday. When was Alice at the Mall?,Wednesday,Wednesday,1,0.0,pre_replay
