idx,prompt,answer,pred,em_raw,em_norm,f1,pred_len,gold_len,overlong,format_violation,latency_ms,success,steps_pred,steps_opt,suboptimality,flags,gating_enabled,retrieval.episodic.avg_latency_ms,retrieval.episodic.hit_rate_at_k,retrieval.episodic.hits,retrieval.episodic.requests,retrieval.episodic.tokens_returned,retrieval.episodic.total_k,retrieval.relational.avg_latency_ms,retrieval.relational.hit_rate_at_k,retrieval.relational.hits,retrieval.relational.requests,retrieval.relational.tokens_returned,retrieval.relational.total_k,retrieval.spatial.avg_latency_ms,retrieval.spatial.hit_rate_at_k,retrieval.spatial.hits,retrieval.spatial.requests,retrieval.spatial.tokens_returned,retrieval.spatial.total_k,gates.episodic.accepts,gates.episodic.aggregated,gates.episodic.attempts,gates.episodic.blocked_new_edges,gates.episodic.inserted,gates.episodic.routed_to_episodic,gates.relational.accepts,gates.relational.aggregated,gates.relational.attempts,gates.relational.blocked_new_edges,gates.relational.inserted,gates.relational.routed_to_episodic,gates.spatial.accepts,gates.spatial.aggregated,gates.spatial.attempts,gates.spatial.blocked_new_edges,gates.spatial.inserted,gates.spatial.routed_to_episodic
11,"Dave likes red. Actually, Dave likes yellow. What color does Dave like?",yellow,yellow,,,,1,1,0,0,84.4915029999811,,,,,pre_replay,False,0.5242288799945527,1.0,50,50,50,50,0.11117476001800242,0.0,0,50,50,50,0.06529881999995268,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,"Alice likes blue. Actually, Alice likes red. What color does Alice like?",red,red,,,,1,1,0,0,83.63654899994799,,,,,pre_replay,False,0.5242288799945527,1.0,50,50,50,50,0.11117476001800242,0.0,0,50,50,50,0.06529881999995268,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,"Alice likes green. Actually, Alice likes red. What color does Alice like?",red,red,,,,1,1,0,0,84.05485100001897,,,,,pre_replay,False,0.5242288799945527,1.0,50,50,50,50,0.11117476001800242,0.0,0,50,50,50,0.06529881999995268,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,"Dave likes green. Actually, Dave likes red. What color does Dave like?",red,red,,,,1,1,0,0,83.99231999987933,,,,,pre_replay,False,0.5242288799945527,1.0,50,50,50,50,0.11117476001800242,0.0,0,50,50,50,0.06529881999995268,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,"Carol likes yellow. Actually, Carol likes green. What color does Carol like?",green,green,,,,1,1,0,0,86.22550199993384,,,,,pre_replay,False,0.5242288799945527,1.0,50,50,50,50,0.11117476001800242,0.0,0,50,50,50,0.06529881999995268,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"Bob likes red. Actually, Bob likes yellow. What color does Bob like?",yellow,yellow,,,,1,1,0,0,82.77232399996137,,,,,pre_replay,False,0.5242288799945527,1.0,50,50,50,50,0.11117476001800242,0.0,0,50,50,50,0.06529881999995268,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,"Carol likes blue. Actually, Carol likes yellow. What color does Carol like?",yellow,yellow,,,,1,1,0,0,81.96870999995554,,,,,pre_replay,False,0.5242288799945527,1.0,50,50,50,50,0.11117476001800242,0.0,0,50,50,50,0.06529881999995268,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,"Bob likes blue. Actually, Bob likes yellow. What color does Bob like?",yellow,blue,,,,1,1,0,0,81.72634800007472,,,,,pre_replay,False,0.5242288799945527,1.0,50,50,50,50,0.11117476001800242,0.0,0,50,50,50,0.06529881999995268,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,"Alice likes yellow. Actually, Alice likes green. What color does Alice like?",green,green,,,,1,1,0,0,82.16648999996323,,,,,pre_replay,False,0.5242288799945527,1.0,50,50,50,50,0.11117476001800242,0.0,0,50,50,50,0.06529881999995268,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,"Dave likes red. Actually, Dave likes yellow. What color does Dave like?",yellow,yellow,,,,1,1,0,0,80.65173199997844,,,,,pre_replay,False,0.5242288799945527,1.0,50,50,50,50,0.11117476001800242,0.0,0,50,50,50,0.06529881999995268,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,"Dave likes green. Actually, Dave likes yellow. What color does Dave like?",yellow,yellow,,,,1,1,0,0,112.31285600001684,,,,,pre_replay,False,0.5242288799945527,1.0,50,50,50,50,0.11117476001800242,0.0,0,50,50,50,0.06529881999995268,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,"Carol likes green. Actually, Carol likes red. What color does Carol like?",red,red,,,,1,1,0,0,84.208751999995,,,,,pre_replay,False,0.5242288799945527,1.0,50,50,50,50,0.11117476001800242,0.0,0,50,50,50,0.06529881999995268,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,"Bob likes red. Actually, Bob likes blue. What color does Bob like?",blue,blue,,,,1,1,0,0,81.48422599992955,,,,,pre_replay,False,0.5242288799945527,1.0,50,50,50,50,0.11117476001800242,0.0,0,50,50,50,0.06529881999995268,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,"Carol likes red. Actually, Carol likes blue. What color does Carol like?",blue,blue,,,,1,1,0,0,80.31595100010236,,,,,pre_replay,False,0.5242288799945527,1.0,50,50,50,50,0.11117476001800242,0.0,0,50,50,50,0.06529881999995268,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"Dave likes green. Actually, Dave likes red. What color does Dave like?",red,red,,,,1,1,0,0,81.66460699999334,,,,,pre_replay,False,0.5242288799945527,1.0,50,50,50,50,0.11117476001800242,0.0,0,50,50,50,0.06529881999995268,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,"Bob likes yellow. Actually, Bob likes blue. What color does Bob like?",blue,blue,,,,1,1,0,0,83.20272599985401,,,,,pre_replay,False,0.5242288799945527,1.0,50,50,50,50,0.11117476001800242,0.0,0,50,50,50,0.06529881999995268,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,"Alice likes yellow. Actually, Alice likes blue. What color does Alice like?",blue,blue,,,,1,1,0,0,82.34795200019107,,,,,pre_replay,False,0.5242288799945527,1.0,50,50,50,50,0.11117476001800242,0.0,0,50,50,50,0.06529881999995268,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,"Bob likes red. Actually, Bob likes yellow. What color does Bob like?",yellow,yellow,,,,1,1,0,0,80.44017099996381,,,,,pre_replay,False,0.5242288799945527,1.0,50,50,50,50,0.11117476001800242,0.0,0,50,50,50,0.06529881999995268,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,"Dave likes green. Actually, Dave likes blue. What color does Dave like?",blue,blue,,,,1,1,0,0,81.81644799992682,,,,,pre_replay,False,0.5242288799945527,1.0,50,50,50,50,0.11117476001800242,0.0,0,50,50,50,0.06529881999995268,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,"Alice likes blue. Actually, Alice likes green. What color does Alice like?",green,green,,,,1,1,0,0,81.73318799981644,,,,,pre_replay,False,0.5242288799945527,1.0,50,50,50,50,0.11117476001800242,0.0,0,50,50,50,0.06529881999995268,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,"Carol likes blue. Actually, Carol likes red. What color does Carol like?",red,red,,,,1,1,0,0,80.77092300004551,,,,,pre_replay,False,0.5242288799945527,1.0,50,50,50,50,0.11117476001800242,0.0,0,50,50,50,0.06529881999995268,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"Bob likes yellow. Actually, Bob likes blue. What color does Bob like?",blue,blue,,,,1,1,0,0,80.09202899984302,,,,,pre_replay,False,0.5242288799945527,1.0,50,50,50,50,0.11117476001800242,0.0,0,50,50,50,0.06529881999995268,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,"Dave likes green. Actually, Dave likes red. What color does Dave like?",red,red,,,,1,1,0,0,80.56550099991,,,,,pre_replay,False,0.5242288799945527,1.0,50,50,50,50,0.11117476001800242,0.0,0,50,50,50,0.06529881999995268,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,"Bob likes green. Actually, Bob likes blue. What color does Bob like?",blue,blue,,,,1,1,0,0,81.68252799987386,,,,,pre_replay,False,0.5242288799945527,1.0,50,50,50,50,0.11117476001800242,0.0,0,50,50,50,0.06529881999995268,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"Bob likes yellow. Actually, Bob likes red. What color does Bob like?",red,red,,,,1,1,0,0,80.28648999993493,,,,,pre_replay,False,0.5242288799945527,1.0,50,50,50,50,0.11117476001800242,0.0,0,50,50,50,0.06529881999995268,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,"Dave likes green. Actually, Dave likes red. What color does Dave like?",red,red,,,,1,1,0,0,81.68440800000099,,,,,pre_replay,False,0.5242288799945527,1.0,50,50,50,50,0.11117476001800242,0.0,0,50,50,50,0.06529881999995268,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"Alice likes blue. Actually, Alice likes yellow. What color does Alice like?",yellow,blue,,,,1,1,0,0,82.45515199996589,,,,,pre_replay,False,0.5242288799945527,1.0,50,50,50,50,0.11117476001800242,0.0,0,50,50,50,0.06529881999995268,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,"Dave likes green. Actually, Dave likes yellow. What color does Dave like?",yellow,yellow,,,,1,1,0,0,82.9635339998731,,,,,pre_replay,False,0.5242288799945527,1.0,50,50,50,50,0.11117476001800242,0.0,0,50,50,50,0.06529881999995268,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,"Carol likes yellow. Actually, Carol likes blue. What color does Carol like?",blue,blue,,,,1,1,0,0,80.41504100015118,,,,,pre_replay,False,0.5242288799945527,1.0,50,50,50,50,0.11117476001800242,0.0,0,50,50,50,0.06529881999995268,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,"Bob likes green. Actually, Bob likes blue. What color does Bob like?",blue,blue,,,,1,1,0,0,79.21472399993945,,,,,pre_replay,False,0.5242288799945527,1.0,50,50,50,50,0.11117476001800242,0.0,0,50,50,50,0.06529881999995268,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,"Dave likes yellow. Actually, Dave likes red. What color does Dave like?",red,red,,,,1,1,0,0,81.60674700002346,,,,,pre_replay,False,0.5242288799945527,1.0,50,50,50,50,0.11117476001800242,0.0,0,50,50,50,0.06529881999995268,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,"Carol likes blue. Actually, Carol likes green. What color does Carol like?",green,green,,,,1,1,0,0,81.62857800016354,,,,,pre_replay,False,0.5242288799945527,1.0,50,50,50,50,0.11117476001800242,0.0,0,50,50,50,0.06529881999995268,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,"Alice likes yellow. Actually, Alice likes green. What color does Alice like?",green,green,,,,1,1,0,0,80.76158200015016,,,,,pre_replay,False,0.5242288799945527,1.0,50,50,50,50,0.11117476001800242,0.0,0,50,50,50,0.06529881999995268,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,"Alice likes green. Actually, Alice likes red. What color does Alice like?",red,red,,,,1,1,0,0,81.30241599997134,,,,,pre_replay,False,0.5242288799945527,1.0,50,50,50,50,0.11117476001800242,0.0,0,50,50,50,0.06529881999995268,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"Carol likes yellow. Actually, Carol likes green. What color does Carol like?",green,green,,,,1,1,0,0,81.82788800013441,,,,,pre_replay,False,0.5242288799945527,1.0,50,50,50,50,0.11117476001800242,0.0,0,50,50,50,0.06529881999995268,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,"Dave likes blue. Actually, Dave likes red. What color does Dave like?",red,red,,,,1,1,0,0,81.92382900006123,,,,,pre_replay,False,0.5242288799945527,1.0,50,50,50,50,0.11117476001800242,0.0,0,50,50,50,0.06529881999995268,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,"Dave likes blue. Actually, Dave likes yellow. What color does Dave like?",yellow,yellow,,,,1,1,0,0,80.06279799997174,,,,,pre_replay,False,0.5242288799945527,1.0,50,50,50,50,0.11117476001800242,0.0,0,50,50,50,0.06529881999995268,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,"Dave likes red. Actually, Dave likes yellow. What color does Dave like?",yellow,yellow,,,,1,1,0,0,80.3271100000984,,,,,pre_replay,False,0.5242288799945527,1.0,50,50,50,50,0.11117476001800242,0.0,0,50,50,50,0.06529881999995268,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,"Bob likes green. Actually, Bob likes red. What color does Bob like?",red,red,,,,1,1,0,0,82.98423499991259,,,,,pre_replay,False,0.5242288799945527,1.0,50,50,50,50,0.11117476001800242,0.0,0,50,50,50,0.06529881999995268,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
