idx,prompt,answer,pred,em_raw,em_norm,f1,pred_len,gold_len,overlong,format_violation,latency_ms,memory_hit,retrieval_latency_ms,router_path,topk_keys,distance,justification,context_key,retrieval_requests,writes_count,store_size_before,store_size_after,context_match_rate,success,steps_pred,steps_opt,suboptimality,time_ms_per_100,rss_mb,flags,gating_enabled,retrieval.episodic.avg_latency_ms,retrieval.episodic.batch_size,retrieval.episodic.hit_rate_at_k,retrieval.episodic.hits_at_k,retrieval.episodic.k,retrieval.episodic.requests,retrieval.episodic.tokens_returned,retrieval.episodic.total_k,retrieval.relational.avg_latency_ms,retrieval.relational.batch_size,retrieval.relational.hit_rate_at_k,retrieval.relational.hits_at_k,retrieval.relational.k,retrieval.relational.requests,retrieval.relational.tokens_returned,retrieval.relational.total_k,retrieval.spatial.avg_latency_ms,retrieval.spatial.batch_size,retrieval.spatial.hit_rate_at_k,retrieval.spatial.hits_at_k,retrieval.spatial.k,retrieval.spatial.requests,retrieval.spatial.tokens_returned,retrieval.spatial.total_k,gating.episodic.accepted,gating.episodic.attempts,gating.episodic.skipped,gating.relational.accepted,gating.relational.attempts,gating.relational.skipped,gating.spatial.accepted,gating.spatial.attempts,gating.spatial.skipped
21,In which city did Bob buy the ball?,Rome,New York City,0,0,0.0,3,1,1,0,120.94930500097689,0,0.0,,,,,semantic_mem/00022,0,0,0,0,0.0,,,,,318.9595232511481,1696.8125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,In which city did Bob buy the book?,Berlin,New York City,0,0,0.0,3,1,1,0,123.49554199681734,0,0.0,,,,,semantic_mem/00023,0,0,0,0,0.0,,,,,318.9595232511481,1696.8125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,In which city did Alice buy the coin?,Paris,New York City,0,0,0.0,3,1,1,0,120.86554400229943,0,0.0,,,,,semantic_mem/00024,0,0,0,0,0.0,,,,,318.9595232511481,1696.8125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,In which city did Bob buy the book?,Berlin,New York City,0,0,0.0,3,1,1,0,121.1032970022643,0,0.0,,,,,semantic_mem/00025,0,0,0,0,0.0,,,,,318.9595232511481,1696.8125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,In which city did Carol buy the book?,Berlin,New York City,0,0,0.0,3,1,1,0,121.93753200335777,0,0.0,,,,,semantic_mem/00026,0,0,0,0,0.0,,,,,318.9595232511481,1696.8125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,In which city did Alice buy the book?,London,New York City,0,0,0.0,3,1,1,0,122.08117200134438,0,0.0,,,,,semantic_mem/00027,0,0,0,0,0.0,,,,,318.9595232511481,1696.8125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,In which city did Dave buy the apple?,Berlin,New York City,0,0,0.0,3,1,1,0,122.08900300174719,0,0.0,,,,,semantic_mem/00028,0,0,0,0,0.0,,,,,318.9595232511481,1696.8125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,In which city did Dave buy the coin?,London,Denver,0,0,0.0,1,1,0,0,69.84582299992326,0,0.0,,,,,semantic_mem/00029,0,0,0,0,0.0,,,,,318.9595232511481,1696.8125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,In which city did Bob buy the ball?,Berlin,New York City,0,0,0.0,3,1,1,0,120.26066999897012,0,0.0,,,,,semantic_mem/00030,0,0,0,0,0.0,,,,,318.9595232511481,1696.8125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,In which city did Bob buy the book?,Paris,New York City,0,0,0.0,3,1,1,0,122.96161799895344,0,0.0,,,,,semantic_mem/00031,0,0,0,0,0.0,,,,,318.9595232511481,1696.8125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,In which city did Carol buy the apple?,Paris,New York City,0,0,0.0,3,1,1,0,122.25545399996918,0,0.0,,,,,semantic_mem/00032,0,0,0,0,0.0,,,,,318.9595232511481,1696.8125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,In which city did Alice buy the ball?,Paris,London,0,0,0.0,1,1,0,0,69.58074200156261,0,0.0,,,,,semantic_mem/00033,0,0,0,0,0.0,,,,,318.9595232511481,1696.8125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,In which city did Carol buy the coin?,Berlin,New York City,0,0,0.0,3,1,1,0,119.4475650008826,0,0.0,,,,,semantic_mem/00034,0,0,0,0,0.0,,,,,318.9595232511481,1696.8125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,In which city did Bob buy the apple?,Berlin,New York City,0,0,0.0,3,1,1,0,135.39832899914472,0,0.0,,,,,semantic_mem/00035,0,0,0,0,0.0,,,,,318.9595232511481,1696.8125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,In which city did Bob buy the coin?,Paris,New York City,0,0,0.0,3,1,1,0,123.39379100012593,0,0.0,,,,,semantic_mem/00036,0,0,0,0,0.0,,,,,318.9595232511481,1696.8125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,In which city did Dave buy the ball?,Rome,New York City,0,0,0.0,3,1,1,0,122.84801699934178,0,0.0,,,,,semantic_mem/00037,0,0,0,0,0.0,,,,,318.9595232511481,1696.8125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,In which city did Carol buy the ball?,Rome,New York City,0,0,0.0,3,1,1,0,120.64126299810596,0,0.0,,,,,semantic_mem/00038,0,0,0,0,0.0,,,,,318.9595232511481,1696.8125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,In which city did Alice buy the book?,Paris,New York City,0,0,0.0,3,1,1,0,118.56990000160295,0,0.0,,,,,semantic_mem/00039,0,0,0,0,0.0,,,,,318.9595232511481,1696.8125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,In which city did Dave buy the book?,Paris,New York City,0,0,0.0,3,1,1,0,118.40436899728957,0,0.0,,,,,semantic_mem/00040,0,0,0,0,0.0,,,,,318.9595232511481,1696.8125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,In which city did Alice buy the ball?,Berlin,New York City,0,0,0.0,3,1,1,0,123.07802799841738,0,0.0,,,,,semantic_mem/00041,0,0,0,0,0.0,,,,,318.9595232511481,1696.8125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,In which city did Carol buy the ball?,London,New York City,0,0,0.0,3,1,1,0,120.07396999979392,0,0.0,,,,,semantic_mem/00042,0,0,0,0,0.0,,,,,318.9595232511481,1696.8125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,In which city did Bob buy the apple?,Rome,New York City,0,0,0.0,3,1,1,0,123.79814299856662,0,0.0,,,,,semantic_mem/00043,0,0,0,0,0.0,,,,,318.9595232511481,1696.8125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,In which city did Bob buy the apple?,Berlin,New York City,0,0,0.0,3,1,1,0,122.43764500090037,0,0.0,,,,,semantic_mem/00044,0,0,0,0,0.0,,,,,318.9595232511481,1696.8125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,In which city did Carol buy the coin?,London,New York City,0,0,0.0,3,1,1,0,121.64431999917724,0,0.0,,,,,semantic_mem/00045,0,0,0,0,0.0,,,,,318.9595232511481,1696.8125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,In which city did Bob buy the apple?,Paris,New York City,0,0,0.0,3,1,1,0,128.0669109983137,0,0.0,,,,,semantic_mem/00046,0,0,0,0,0.0,,,,,318.9595232511481,1696.8125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,In which city did Alice buy the ball?,Paris,New York City,0,0,0.0,3,1,1,0,121.63009999858332,0,0.0,,,,,semantic_mem/00047,0,0,0,0,0.0,,,,,318.9595232511481,1696.8125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,In which city did Dave buy the coin?,London,Denver,0,0,0.0,1,1,0,0,70.01842399768066,0,0.0,,,,,semantic_mem/00048,0,0,0,0,0.0,,,,,318.9595232511481,1696.8125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,In which city did Bob buy the book?,London,New York City,0,0,0.0,3,1,1,0,117.76699500114773,0,0.0,,,,,semantic_mem/00049,0,0,0,0,0.0,,,,,318.9595232511481,1696.8125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,In which city did Carol buy the book?,Berlin,New York City,0,0,0.0,3,1,1,0,119.67258700315142,0,0.0,,,,,semantic_mem/00050,0,0,0,0,0.0,,,,,318.9595232511481,1696.8125,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
