idx,prompt,answer,pred,em_raw,em_norm,f1,pred_len,gold_len,overlong,format_violation,latency_ms,memory_hit,retrieval_latency_ms,router_path,topk_keys,distance,justification,success,steps_pred,steps_opt,suboptimality,time_ms_per_100,rss_mb,flags,gating_enabled,retrieval.episodic.avg_latency_ms,retrieval.episodic.batch_size,retrieval.episodic.hit_rate_at_k,retrieval.episodic.hits_at_k,retrieval.episodic.k,retrieval.episodic.requests,retrieval.episodic.tokens_returned,retrieval.episodic.total_k,retrieval.relational.avg_latency_ms,retrieval.relational.batch_size,retrieval.relational.hit_rate_at_k,retrieval.relational.hits_at_k,retrieval.relational.k,retrieval.relational.requests,retrieval.relational.tokens_returned,retrieval.relational.total_k,retrieval.spatial.avg_latency_ms,retrieval.spatial.batch_size,retrieval.spatial.hit_rate_at_k,retrieval.spatial.hits_at_k,retrieval.spatial.k,retrieval.spatial.requests,retrieval.spatial.tokens_returned,retrieval.spatial.total_k,gating.episodic.accepted,gating.episodic.attempts,gating.episodic.skipped,gating.relational.accepted,gating.relational.attempts,gating.relational.skipped,gating.spatial.accepted,gating.spatial.attempts,gating.spatial.skipped
11,Eve traveled to the Park this morning. --- FLUSH --- Frank journeyed to the Library earlier today. Bob drove to the Cinema in the evening. Where did Eve go? Answer with the location name only.,Park,Park,1,1,1.0,1,1,0,0,88.77535300052841,1,0.33509200147818774,['episodic'],[['1']],,,,,,,151.86040198390145,2973.046875,pre_replay,True,0.3820360200916184,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
12,Frank went to the Cafe in the evening. --- FLUSH --- Grace walked to the Office in the evening. Where did Frank go? Answer with the location name only.,Cafe,Cafe,1,1,1.0,1,1,0,0,100.11450100137154,1,0.3290310014563147,['episodic'],[['1']],,,,,,,151.86040198390145,2973.046875,pre_replay,True,0.3820360200916184,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
13,Frank walked to the Cinema last week. --- FLUSH --- Dave drove to the Office earlier today. Bob walked to the Office last week. Where did Frank go? Answer with the location name only.,Cinema,Cinema,1,1,1.0,1,1,0,0,116.2272830006259,1,0.35048099744017236,['episodic'],[['1']],,,,,,,151.86040198390145,2973.046875,pre_replay,True,0.3820360200916184,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
14,Grace drove to the Library yesterday. --- FLUSH --- Alice walked to the Museum earlier today. Eve journeyed to the Museum earlier today. Where did Grace go? Answer with the location name only.,Library,Library,1,1,1.0,1,1,0,0,88.42749199902755,1,0.35851199936587363,['episodic'],[['1']],,,,,,,151.86040198390145,2973.046875,pre_replay,True,0.3820360200916184,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
15,Carol journeyed to the Cafe in the evening. --- FLUSH --- Bob drove to the Cinema yesterday. Grace walked to the Park yesterday. Where did Carol go? Answer with the location name only.,Cafe,Cafe,1,1,1.0,1,1,0,0,114.2367140018905,1,0.34932199923787266,['episodic'],[['1']],,,,,,,151.86040198390145,2973.046875,pre_replay,True,0.3820360200916184,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
16,Heidi walked to the Mall in the evening. --- FLUSH --- Carol went to the School last week. Eve journeyed to the Museum yesterday. Where did Heidi go? Answer with the location name only.,Mall,Mall,1,1,1.0,1,1,0,0,112.05112199968426,1,0.34657200012588874,['episodic'],[['1']],,,,,,,151.86040198390145,2973.046875,pre_replay,True,0.3820360200916184,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
17,Heidi went to the Office last week. --- FLUSH --- Dave journeyed to the Cafe earlier today. Where did Heidi go? Answer with the location name only.,Office,Office,1,1,1.0,1,1,0,0,75.88592699903529,1,0.33849199826363474,['episodic'],[['1']],,,,,,,151.86040198390145,2973.046875,pre_replay,True,0.3820360200916184,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
18,Heidi traveled to the Cafe last week. --- FLUSH --- Bob traveled to the Museum yesterday. Where did Heidi go? Answer with the location name only.,Cafe,Cafe,1,1,1.0,1,1,0,0,99.28523700000369,1,0.3358819994900841,['episodic'],[['1']],,,,,,,151.86040198390145,2973.046875,pre_replay,True,0.3820360200916184,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
19,Heidi drove to the Museum this morning. --- FLUSH --- Alice drove to the School this morning. Grace went to the School last week. Where did Heidi go? Answer with the location name only.,Museum,Museum,1,1,1.0,1,1,0,0,115.1566480002657,1,0.3426509974815417,['episodic'],[['1']],,,,,,,151.86040198390145,2973.046875,pre_replay,True,0.3820360200916184,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
20,Bob walked to the Cafe last week. --- FLUSH --- Grace went to the Park yesterday. Where did Bob go? Answer with the location name only.,Cafe,Cafe,1,1,1.0,1,1,0,0,103.26775700013968,1,0.34980199779965915,['episodic'],[['1']],,,,,,,151.86040198390145,2973.046875,pre_replay,True,0.3820360200916184,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
21,Carol journeyed to the Cinema in the evening. --- FLUSH --- Alice traveled to the Mall earlier today. Where did Carol go? Answer with the location name only.,Cinema,Cinema,1,1,1.0,1,1,0,0,108.45200399853638,1,0.3947019977204036,['episodic'],[['1']],,,,,,,151.86040198390145,2973.046875,pre_replay,True,0.3820360200916184,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
22,Frank drove to the Museum last week. --- FLUSH --- Alice traveled to the Cafe this morning. Where did Frank go? Answer with the location name only.,Museum,Museum,1,1,1.0,1,1,0,0,105.01809600100387,1,0.3774719989451114,['episodic'],[['1']],,,,,,,151.86040198390145,2973.046875,pre_replay,True,0.3820360200916184,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
23,Eve went to the Cinema yesterday. --- FLUSH --- Alice journeyed to the Office yesterday. Where did Eve go? Answer with the location name only.,Cinema,Cinema,1,1,1.0,1,1,0,0,104.43972299981397,1,0.38392200076486915,['episodic'],[['1']],,,,,,,151.86040198390145,2973.046875,pre_replay,True,0.3820360200916184,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
24,Grace journeyed to the Office in the evening. --- FLUSH --- Bob went to the Cinema earlier today. Carol walked to the Mall yesterday. Where did Grace go? Answer with the location name only.,Office,Office,1,1,1.0,1,1,0,0,91.19001599901821,1,0.3957820008508861,['episodic'],[['1']],,,,,,,151.86040198390145,2973.046875,pre_replay,True,0.3820360200916184,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
25,Frank journeyed to the Cafe yesterday. --- FLUSH --- Heidi went to the Museum this morning. Where did Frank go? Answer with the location name only.,Cafe,Cafe,1,1,1.0,1,1,0,0,101.57588799847872,1,0.380722001864342,['episodic'],[['1']],,,,,,,151.86040198390145,2973.046875,pre_replay,True,0.3820360200916184,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
26,Grace drove to the Cinema earlier today. --- FLUSH --- Alice traveled to the Mall last week. Where did Grace go? Answer with the location name only.,Cinema,Cinema,1,1,1.0,1,1,0,0,100.7636550020834,1,0.38659200072288513,['episodic'],[['1']],,,,,,,151.86040198390145,2973.046875,pre_replay,True,0.3820360200916184,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
27,Bob traveled to the Cinema yesterday. --- FLUSH --- Eve journeyed to the Library yesterday. Where did Bob go? Answer with the location name only.,Cinema,Cinema,1,1,1.0,1,1,0,0,99.81426000013016,1,0.3788419999182224,['episodic'],[['1']],,,,,,,151.86040198390145,2973.046875,pre_replay,True,0.3820360200916184,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
28,Dave drove to the Park yesterday. --- FLUSH --- Frank walked to the School yesterday. Grace walked to the Cinema this morning. Where did Dave go? Answer with the location name only.,Park,The Park,0,0,0.6666666666666666,2,1,1,0,101.28769699804252,1,0.3747120026673656,['episodic'],[['1']],,,,,,,151.86040198390145,2973.046875,pre_replay,True,0.3820360200916184,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
29,Alice walked to the Museum this morning. --- FLUSH --- Heidi journeyed to the Park in the evening. Where did Alice go? Answer with the location name only.,Museum,Museum,1,1,1.0,1,1,0,0,100.55714400004945,1,0.37863200122956187,['episodic'],[['1']],,,,,,,151.86040198390145,2973.046875,pre_replay,True,0.3820360200916184,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
30,Frank went to the Mall in the evening. --- FLUSH --- Grace drove to the Cafe in the evening. Where did Frank go? Answer with the location name only.,Mall,Mall,1,1,1.0,1,1,0,0,101.0498869982257,1,0.37787199835292995,['episodic'],[['1']],,,,,,,151.86040198390145,2973.046875,pre_replay,True,0.3820360200916184,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
31,Grace drove to the Cafe yesterday. --- FLUSH --- Frank drove to the School earlier today. Where did Grace go? Answer with the location name only.,Cafe,Cafe,1,1,1.0,1,1,0,0,104.83079500045278,1,0.37880200034123845,['episodic'],[['1']],,,,,,,151.86040198390145,2973.046875,pre_replay,True,0.3820360200916184,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
32,Bob journeyed to the School in the evening. --- FLUSH --- Frank traveled to the Office yesterday. Eve walked to the Office this morning. Where did Bob go? Answer with the location name only.,School,School,1,1,1.0,1,1,0,0,92.30805200058967,1,0.9170350022031926,['episodic'],[['1']],,,,,,,151.86040198390145,2973.046875,pre_replay,True,0.3820360200916184,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
33,Alice traveled to the Park yesterday. --- FLUSH --- Heidi drove to the School last week. Where did Alice go? Answer with the location name only.,Park,Park,1,1,1.0,1,1,0,0,75.5744260022766,1,0.36932200237060897,['episodic'],[['1']],,,,,,,151.86040198390145,2973.046875,pre_replay,True,0.3820360200916184,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
34,Carol walked to the Mall earlier today. --- FLUSH --- Dave walked to the Cafe in the evening. Bob journeyed to the Library earlier today. Where did Carol go? Answer with the location name only.,Mall,Mall,1,1,1.0,1,1,0,0,114.03819200131693,1,0.362422000762308,['episodic'],[['1']],,,,,,,151.86040198390145,2973.046875,pre_replay,True,0.3820360200916184,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
35,Eve walked to the Library earlier today. --- FLUSH --- Bob went to the Cinema last week. Bob traveled to the Cinema last week. Where did Eve go? Answer with the location name only.,Library,Library,1,1,1.0,1,1,0,0,88.51427199988393,1,0.35774199932347983,['episodic'],[['1']],,,,,,,151.86040198390145,2973.046875,pre_replay,True,0.3820360200916184,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
36,Alice went to the Cafe last week. --- FLUSH --- Bob traveled to the Mall yesterday. Grace drove to the School in the evening. Where did Alice go? Answer with the location name only.,Cafe,Cafe,1,1,1.0,1,1,0,0,112.91523699765094,1,0.3523619998304639,['episodic'],[['1']],,,,,,,151.86040198390145,2973.046875,pre_replay,True,0.3820360200916184,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
37,Grace went to the Cinema last week. --- FLUSH --- Frank walked to the Museum last week. Where did Grace go? Answer with the location name only.,Cinema,Cinema,1,1,1.0,1,1,0,0,99.56115900058649,1,0.3536219992383849,['episodic'],[['1']],,,,,,,151.86040198390145,2973.046875,pre_replay,True,0.3820360200916184,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
38,Alice went to the Mall this morning. --- FLUSH --- Dave walked to the Park yesterday. Dave walked to the Office this morning. Where did Alice go? Answer with the location name only.,Mall,Mall,1,1,1.0,1,1,0,0,113.29826899964246,1,0.34621200029505417,['episodic'],[['1']],,,,,,,151.86040198390145,2973.046875,pre_replay,True,0.3820360200916184,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
39,Bob journeyed to the Office this morning. --- FLUSH --- Dave went to the Museum last week. Where did Bob go? Answer with the location name only.,Office,Office,1,1,1.0,1,1,0,0,74.75528199938708,1,0.34952200076077133,['episodic'],[['1']],,,,,,,151.86040198390145,2973.046875,pre_replay,True,0.3820360200916184,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
40,Grace drove to the Museum in the evening. --- FLUSH --- Bob drove to the Office in the evening. Frank drove to the Cafe yesterday. Where did Grace go? Answer with the location name only.,Museum,Museum,1,1,1.0,1,1,0,0,112.4496749980608,1,0.3431819968682248,['episodic'],[['1']],,,,,,,151.86040198390145,2973.046875,pre_replay,True,0.3820360200916184,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
41,Dave walked to the Cinema last week. --- FLUSH --- Grace journeyed to the Office earlier today. Frank journeyed to the Mall last week. Where did Dave go? Answer with the location name only.,Cinema,Cinema,1,1,1.0,1,1,0,0,112.85785600193776,1,0.3427720002946444,['episodic'],[['1']],,,,,,,151.86040198390145,2973.046875,pre_replay,True,0.3820360200916184,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
42,Grace drove to the Cinema last week. --- FLUSH --- Carol traveled to the Park this morning. Where did Grace go? Answer with the location name only.,Cinema,Cinema,1,1,1.0,1,1,0,0,98.65374400033033,1,0.3484919980110135,['episodic'],[['1']],,,,,,,151.86040198390145,2973.046875,pre_replay,True,0.3820360200916184,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
43,Eve went to the Office yesterday. --- FLUSH --- Bob drove to the Park last week. Where did Eve go? Answer with the location name only.,Office,Office,1,1,1.0,1,1,0,0,74.97378400148591,1,0.3179420018568635,['episodic'],[['1']],,,,,,,151.86040198390145,2973.046875,pre_replay,True,0.3820360200916184,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
44,Bob journeyed to the Park earlier today. --- FLUSH --- Grace journeyed to the Office yesterday. Heidi went to the Mall earlier today. Where did Bob go? Answer with the location name only.,Park,Park,1,1,1.0,1,1,0,0,89.61469800124178,1,0.39279200063901953,['episodic'],[['1']],,,,,,,151.86040198390145,2973.046875,pre_replay,True,0.3820360200916184,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
45,Grace went to the Museum yesterday. --- FLUSH --- Eve traveled to the Library last week. Where did Grace go? Answer with the location name only.,Museum,Museum,1,1,1.0,1,1,0,0,104.1403419985727,1,0.3900619994965382,['episodic'],[['1']],,,,,,,151.86040198390145,2973.046875,pre_replay,True,0.3820360200916184,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
46,Bob went to the Cafe in the evening. --- FLUSH --- Frank journeyed to the School yesterday. Where did Bob go? Answer with the location name only.,Cafe,Cafe,1,1,1.0,1,1,0,0,102.31383299833396,1,0.345610998920165,['episodic'],[['1']],,,,,,,151.86040198390145,2973.046875,pre_replay,True,0.3820360200916184,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
47,Frank journeyed to the Park this morning. --- FLUSH --- Carol walked to the School this morning. Where did Frank go? Answer with the location name only.,Park,Park,1,1,1.0,1,1,0,0,78.50443099960103,1,0.3963720009778626,['episodic'],[['1']],,,,,,,151.86040198390145,2973.046875,pre_replay,True,0.3820360200916184,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
48,Eve walked to the Cinema last week. --- FLUSH --- Frank drove to the Office yesterday. Where did Eve go? Answer with the location name only.,Cinema,Cinema,1,1,1.0,1,1,0,0,107.9110220016446,1,0.7786339992890134,['episodic'],[['1']],,,,,,,151.86040198390145,2973.046875,pre_replay,True,0.3820360200916184,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
49,Heidi traveled to the Library yesterday. --- FLUSH --- Dave journeyed to the Mall in the evening. Where did Heidi go? Answer with the location name only.,Library,Library,1,1,1.0,1,1,0,0,80.24636999834911,1,0.39914200169732794,['episodic'],[['1']],,,,,,,151.86040198390145,2973.046875,pre_replay,True,0.3820360200916184,1,1.0,50,1,50,50,50,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,50,50,0,0,0,0,0,0,0
