idx,prompt,answer,pred,em_raw,em_norm,f1,pred_len,gold_len,overlong,format_violation,latency_ms,time_ms_per_100,rss_mb,flags,gating_enabled,retrieval.episodic.avg_latency_ms,retrieval.episodic.hit_rate_at_k,retrieval.episodic.hits,retrieval.episodic.requests,retrieval.episodic.tokens_returned,retrieval.episodic.total_k,retrieval.relational.avg_latency_ms,retrieval.relational.hit_rate_at_k,retrieval.relational.hits,retrieval.relational.requests,retrieval.relational.tokens_returned,retrieval.relational.total_k,retrieval.spatial.avg_latency_ms,retrieval.spatial.hit_rate_at_k,retrieval.spatial.hits,retrieval.spatial.requests,retrieval.spatial.tokens_returned,retrieval.spatial.total_k,gates.relational.accepts,gates.relational.aggregated,gates.relational.attempts,gates.relational.blocked_new_edges,gates.relational.inserted,gates.relational.routed_to_episodic,gates.spatial.accepts,gates.spatial.aggregated,gates.spatial.attempts,gates.spatial.blocked_new_edges,gates.spatial.inserted,gates.spatial.routed_to_episodic
18,Alice bought a coin at StoreB. StoreB is in London. In which city did Alice buy the coin?,London,London,1,1,1.0,1,1,0,0,70.5074709985638,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Alice bought a coin at StoreB. StoreB is in Berlin. In which city did Alice buy the coin?,Berlin,Berlin,1,1,1.0,1,1,0,0,70.42317100058426,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Alice bought a apple at StoreB. StoreB is in Rome. In which city did Alice buy the apple?,Rome,Rome,1,1,1.0,1,1,0,0,97.56151900000987,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Bob bought a apple at StoreA. StoreA is in Berlin. In which city did Bob buy the apple?,Berlin,Berlin,1,1,1.0,1,1,0,0,70.11573999989196,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Dave bought a coin at StoreC. StoreC is in Rome. In which city did Dave buy the coin?,Rome,Rome.,0,1,0.0,1,1,0,1,116.89787700015586,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Bob bought a apple at StoreC. StoreC is in Rome. In which city did Bob buy the apple?,Rome,Rome.,0,1,0.0,1,1,0,1,118.98481400203309,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Dave bought a apple at StoreC. StoreC is in Berlin. In which city did Dave buy the apple?,Berlin,Berlin,1,1,1.0,1,1,0,0,70.00803999835625,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Bob bought a coin at StoreC. StoreC is in Rome. In which city did Bob buy the coin?,Rome,Rome,1,1,1.0,1,1,0,0,94.01544499996817,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Alice bought a book at StoreC. StoreC is in London. In which city did Alice buy the book?,London,London.,0,1,0.0,1,1,0,1,93.77740399941104,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Dave bought a ball at StoreC. StoreC is in Rome. In which city did Dave buy the ball?,Rome,Rome,1,1,1.0,1,1,0,0,94.78850900268299,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Dave bought a ball at StoreA. StoreA is in Rome. In which city did Dave buy the ball?,Rome,Rome,1,1,1.0,1,1,0,0,95.56125100061763,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Dave bought a coin at StoreC. StoreC is in Berlin. In which city did Dave buy the coin?,Berlin,Berlin,1,1,1.0,1,1,0,0,70.04238000081386,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Bob bought a ball at StoreC. StoreC is in London. In which city did Bob buy the ball?,London,London.,0,1,0.0,1,1,0,1,94.64786699754768,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Dave bought a book at StoreB. StoreB is in Paris. In which city did Dave buy the book?,Paris,Paris,1,1,1.0,1,1,0,0,70.21014100246248,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Carol bought a book at StoreB. StoreB is in Berlin. In which city did Carol buy the book?,Berlin,Berlin.,0,1,0.0,1,1,0,1,94.54984699914348,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Dave bought a apple at StoreA. StoreA is in Berlin. In which city did Dave buy the apple?,Berlin,Berlin.,0,1,0.0,1,1,0,1,95.8861130020523,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Bob bought a coin at StoreA. StoreA is in London. In which city did Bob buy the coin?,London,London,1,1,1.0,1,1,0,0,70.13947000086773,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Carol bought a book at StoreB. StoreB is in London. In which city did Carol buy the book?,London,London.,0,1,0.0,1,1,0,1,94.62919699944905,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Carol bought a ball at StoreB. StoreB is in Paris. In which city did Carol buy the ball?,Paris,Paris,1,1,1.0,1,1,0,0,70.31355099752545,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Bob bought a book at StoreC. StoreC is in Berlin. In which city did Bob buy the book?,Berlin,Berlin.,0,1,0.0,1,1,0,1,93.93901500152424,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Carol bought a book at StoreA. StoreA is in London. In which city did Carol buy the book?,London,London.,0,1,0.0,1,1,0,1,93.55688300274778,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Dave bought a book at StoreC. StoreC is in Berlin. In which city did Dave buy the book?,Berlin,Berlin,1,1,1.0,1,1,0,0,70.12577999921632,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Dave bought a book at StoreA. StoreA is in London. In which city did Dave buy the book?,London,London,1,1,1.0,1,1,0,0,72.28956899780314,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Bob bought a apple at StoreA. StoreA is in Paris. In which city did Bob buy the apple?,Paris,Paris.,0,1,0.0,1,1,0,1,94.45744700133218,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Dave bought a coin at StoreC. StoreC is in Berlin. In which city did Dave buy the coin?,Berlin,Berlin,1,1,1.0,1,1,0,0,70.31973000266589,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Carol bought a ball at StoreA. StoreA is in Berlin. In which city did Carol buy the ball?,Berlin,Berlin.,0,1,0.0,1,1,0,1,94.56756800136645,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Carol bought a book at StoreA. StoreA is in Paris. In which city did Carol buy the book?,Paris,Paris.,0,1,0.0,1,1,0,1,95.19058999649133,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Alice bought a ball at StoreC. StoreC is in London. In which city did Alice buy the ball?,London,London.,0,1,0.0,1,1,0,1,94.69262800121214,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Bob bought a apple at StoreA. StoreA is in Paris. In which city did Bob buy the apple?,Paris,Paris,1,1,1.0,1,1,0,0,70.2357000009215,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Bob bought a coin at StoreC. StoreC is in London. In which city did Bob buy the coin?,London,London,1,1,1.0,1,1,0,0,70.03659000110929,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Alice bought a coin at StoreA. StoreA is in Berlin. In which city did Alice buy the coin?,Berlin,Berlin,1,1,1.0,1,1,0,0,70.06194900168339,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Carol bought a coin at StoreB. StoreB is in London. In which city did Carol buy the coin?,London,London.,0,1,0.0,1,1,0,1,94.35467699950095,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Alice bought a book at StoreA. StoreA is in London. In which city did Alice buy the book?,London,London.,0,1,0.0,1,1,0,1,94.30196600078489,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Carol bought a ball at StoreC. StoreC is in Berlin. In which city did Carol buy the ball?,Berlin,Berlin,1,1,1.0,1,1,0,0,69.56093800181407,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Alice bought a book at StoreC. StoreC is in London. In which city did Alice buy the book?,London,London.,0,1,0.0,1,1,0,1,94.35248699810472,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Alice bought a book at StoreC. StoreC is in Berlin. In which city did Alice buy the book?,Berlin,Berlin,1,1,1.0,1,1,0,0,69.75852800314897,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Carol bought a ball at StoreA. StoreA is in Paris. In which city did Carol buy the ball?,Paris,Paris.,0,1,0.0,1,1,0,1,93.65832399998908,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Dave bought a ball at StoreB. StoreB is in Rome. In which city did Dave buy the ball?,Rome,Rome,1,1,1.0,1,1,0,0,94.18171599827474,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Alice bought a ball at StoreA. StoreA is in Paris. In which city did Alice buy the ball?,Paris,Paris.,0,1,0.0,1,1,0,1,95.27167000123882,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Alice bought a book at StoreB. StoreB is in Berlin. In which city did Alice buy the book?,Berlin,Berlin,1,1,1.0,1,1,0,0,69.80421900152578,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Dave bought a coin at StoreB. StoreB is in London. In which city did Dave buy the coin?,London,London,1,1,1.0,1,1,0,0,70.21913000062341,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Alice bought a coin at StoreC. StoreC is in London. In which city did Alice buy the coin?,London,London.,0,1,0.0,1,1,0,1,95.743592002691,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Bob bought a book at StoreB. StoreB is in London. In which city did Bob buy the book?,London,London,1,1,1.0,1,1,0,0,74.45904700216488,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Alice bought a apple at StoreB. StoreB is in London. In which city did Alice buy the apple?,London,London.,0,1,0.0,1,1,0,1,95.97796399975778,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Alice bought a apple at StoreC. StoreC is in London. In which city did Alice buy the apple?,London,London.,0,1,0.0,1,1,0,1,94.89839799789479,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Dave bought a book at StoreB. StoreB is in Rome. In which city did Dave buy the book?,Rome,Rome,1,1,1.0,1,1,0,0,93.43385299871443,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Alice bought a ball at StoreB. StoreB is in Paris. In which city did Alice buy the ball?,Paris,Paris,1,1,1.0,1,1,0,0,70.41415099956794,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Dave bought a ball at StoreB. StoreB is in Paris. In which city did Dave buy the ball?,Paris,Paris,1,1,1.0,1,1,0,0,70.89127299695974,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Carol bought a ball at StoreC. StoreC is in London. In which city did Carol buy the ball?,London,London.,0,1,0.0,1,1,0,1,94.26820600128849,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Alice bought a book at StoreC. StoreC is in Paris. In which city did Alice buy the book?,Paris,Paris.,0,1,0.0,1,1,0,1,94.56014800161938,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Dave bought a coin at StoreA. StoreA is in Berlin. In which city did Dave buy the coin?,Berlin,Berlin,1,1,1.0,1,1,0,0,70.652351998433,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Alice bought a book at StoreC. StoreC is in Berlin. In which city did Alice buy the book?,Berlin,Berlin,1,1,1.0,1,1,0,0,71.05982299981406,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Dave bought a book at StoreB. StoreB is in Berlin. In which city did Dave buy the book?,Berlin,Berlin,1,1,1.0,1,1,0,0,70.64432200058945,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Bob bought a book at StoreB. StoreB is in Rome. In which city did Bob buy the book?,Rome,Rome,1,1,1.0,1,1,0,0,95.30205099872546,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Carol bought a book at StoreA. StoreA is in London. In which city did Carol buy the book?,London,London,1,1,1.0,1,1,0,0,68.82041499920888,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Alice bought a apple at StoreC. StoreC is in Berlin. In which city did Alice buy the apple?,Berlin,Berlin.,0,1,0.0,1,1,0,1,94.10911499799113,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Bob bought a apple at StoreA. StoreA is in Rome. In which city did Bob buy the apple?,Rome,Rome,1,1,1.0,1,1,0,0,96.5890160005074,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Dave bought a coin at StoreB. StoreB is in Paris. In which city did Dave buy the coin?,Paris,Paris.,0,1,0.0,1,1,0,1,96.9101070004399,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Carol bought a apple at StoreA. StoreA is in Berlin. In which city did Carol buy the apple?,Berlin,Berlin.,0,1,0.0,1,1,0,1,99.428417001036,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Carol bought a book at StoreC. StoreC is in Rome. In which city did Carol buy the book?,Rome,Rome,1,1,1.0,1,1,0,0,99.78277899790555,170.35274965679122,2973.6796875,pre_replay,False,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
