idx,prompt,answer,pred,em_raw,em_norm,f1,pred_len,gold_len,overlong,format_violation,latency_ms,success,steps_pred,steps_opt,suboptimality,flags,gating_enabled,retrieval.episodic.avg_latency_ms,retrieval.episodic.hit_rate_at_k,retrieval.episodic.hits,retrieval.episodic.requests,retrieval.episodic.tokens_returned,retrieval.episodic.total_k,retrieval.relational.avg_latency_ms,retrieval.relational.hit_rate_at_k,retrieval.relational.hits,retrieval.relational.requests,retrieval.relational.tokens_returned,retrieval.relational.total_k,retrieval.spatial.avg_latency_ms,retrieval.spatial.hit_rate_at_k,retrieval.spatial.hits,retrieval.spatial.requests,retrieval.spatial.tokens_returned,retrieval.spatial.total_k,gates.episodic.accepts,gates.episodic.aggregated,gates.episodic.attempts,gates.episodic.blocked_new_edges,gates.episodic.inserted,gates.episodic.routed_to_episodic,gates.relational.accepts,gates.relational.aggregated,gates.relational.attempts,gates.relational.blocked_new_edges,gates.relational.inserted,gates.relational.routed_to_episodic,gates.spatial.accepts,gates.spatial.aggregated,gates.spatial.attempts,gates.spatial.blocked_new_edges,gates.spatial.inserted,gates.spatial.routed_to_episodic
10,Alice bought a ball at StoreB. StoreB is in London. In which city did Alice buy the ball?,London,London,,,,1,1,0,0,81.79790700000922,,,,,pre_replay,False,0.48661937998531357,1.0,50,50,50,50,0.10667059999832418,0.0,0,50,50,50,0.06200532001457759,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Alice bought a ball at StoreA. StoreA is in London. In which city did Alice buy the ball?,London,London.,,,,1,1,0,1,105.65323099990565,,,,,pre_replay,False,0.48661937998531357,1.0,50,50,50,50,0.10667059999832418,0.0,0,50,50,50,0.06200532001457759,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Bob bought a book at StoreC. StoreC is in Berlin. In which city did Bob buy the book?,Berlin,Berlin.,,,,1,1,0,1,104.67727600007493,,,,,pre_replay,False,0.48661937998531357,1.0,50,50,50,50,0.10667059999832418,0.0,0,50,50,50,0.06200532001457759,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Dave bought a book at StoreC. StoreC is in Berlin. In which city did Dave buy the book?,Berlin,Berlin,,,,1,1,0,0,78.87734900009491,,,,,pre_replay,False,0.48661937998531357,1.0,50,50,50,50,0.10667059999832418,0.0,0,50,50,50,0.06200532001457759,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Carol bought a ball at StoreB. StoreB is in Paris. In which city did Carol buy the ball?,Paris,Paris,,,,1,1,0,0,79.81357400012712,,,,,pre_replay,False,0.48661937998531357,1.0,50,50,50,50,0.10667059999832418,0.0,0,50,50,50,0.06200532001457759,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Bob bought a book at StoreA. StoreA is in Rome. In which city did Bob buy the book?,Rome,Rome.,,,,1,1,0,1,133.9754630000698,,,,,pre_replay,False,0.48661937998531357,1.0,50,50,50,50,0.10667059999832418,0.0,0,50,50,50,0.06200532001457759,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Alice bought a apple at StoreB. StoreB is in Rome. In which city did Alice buy the apple?,Rome,Rome,,,,1,1,0,0,106.2465349998547,,,,,pre_replay,False,0.48661937998531357,1.0,50,50,50,50,0.10667059999832418,0.0,0,50,50,50,0.06200532001457759,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Alice bought a apple at StoreB. StoreB is in Rome. In which city did Alice buy the apple?,Rome,Rome,,,,1,1,0,0,109.36858400009442,,,,,pre_replay,False,0.48661937998531357,1.0,50,50,50,50,0.10667059999832418,0.0,0,50,50,50,0.06200532001457759,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Alice bought a coin at StoreB. StoreB is in London. In which city did Alice buy the coin?,London,London,,,,1,1,0,0,79.56142200009708,,,,,pre_replay,False,0.48661937998531357,1.0,50,50,50,50,0.10667059999832418,0.0,0,50,50,50,0.06200532001457759,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Alice bought a coin at StoreB. StoreB is in Berlin. In which city did Alice buy the coin?,Berlin,Berlin,,,,1,1,0,0,80.14526700003444,,,,,pre_replay,False,0.48661937998531357,1.0,50,50,50,50,0.10667059999832418,0.0,0,50,50,50,0.06200532001457759,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Alice bought a apple at StoreB. StoreB is in Rome. In which city did Alice buy the apple?,Rome,Rome,,,,1,1,0,0,106.95617900000798,,,,,pre_replay,False,0.48661937998531357,1.0,50,50,50,50,0.10667059999832418,0.0,0,50,50,50,0.06200532001457759,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Bob bought a apple at StoreA. StoreA is in Berlin. In which city did Bob buy the apple?,Berlin,Berlin,,,,1,1,0,0,78.4606160000294,,,,,pre_replay,False,0.48661937998531357,1.0,50,50,50,50,0.10667059999832418,0.0,0,50,50,50,0.06200532001457759,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Dave bought a coin at StoreC. StoreC is in Rome. In which city did Dave buy the coin?,Rome,Rome,,,,1,1,0,0,106.98457900002722,,,,,pre_replay,False,0.48661937998531357,1.0,50,50,50,50,0.10667059999832418,0.0,0,50,50,50,0.06200532001457759,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Bob bought a apple at StoreC. StoreC is in Rome. In which city did Bob buy the apple?,Rome,Rome,,,,1,1,0,0,105.47771000005923,,,,,pre_replay,False,0.48661937998531357,1.0,50,50,50,50,0.10667059999832418,0.0,0,50,50,50,0.06200532001457759,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Dave bought a apple at StoreC. StoreC is in Berlin. In which city did Dave buy the apple?,Berlin,Berlin,,,,1,1,0,0,80.48891800012825,,,,,pre_replay,False,0.48661937998531357,1.0,50,50,50,50,0.10667059999832418,0.0,0,50,50,50,0.06200532001457759,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Bob bought a coin at StoreC. StoreC is in Rome. In which city did Bob buy the coin?,Rome,Rome,,,,1,1,0,0,104.49465400006375,,,,,pre_replay,False,0.48661937998531357,1.0,50,50,50,50,0.10667059999832418,0.0,0,50,50,50,0.06200532001457759,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Alice bought a book at StoreC. StoreC is in London. In which city did Alice buy the book?,London,London.,,,,1,1,0,1,107.74257399998532,,,,,pre_replay,False,0.48661937998531357,1.0,50,50,50,50,0.10667059999832418,0.0,0,50,50,50,0.06200532001457759,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Dave bought a ball at StoreC. StoreC is in Rome. In which city did Dave buy the ball?,Rome,Rome,,,,1,1,0,0,107.88116399999126,,,,,pre_replay,False,0.48661937998531357,1.0,50,50,50,50,0.10667059999832418,0.0,0,50,50,50,0.06200532001457759,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Dave bought a ball at StoreA. StoreA is in Rome. In which city did Dave buy the ball?,Rome,Rome.,,,,1,1,0,1,133.6538800001108,,,,,pre_replay,False,0.48661937998531357,1.0,50,50,50,50,0.10667059999832418,0.0,0,50,50,50,0.06200532001457759,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Dave bought a coin at StoreC. StoreC is in Berlin. In which city did Dave buy the coin?,Berlin,Berlin,,,,1,1,0,0,80.80630099993868,,,,,pre_replay,False,0.48661937998531357,1.0,50,50,50,50,0.10667059999832418,0.0,0,50,50,50,0.06200532001457759,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Bob bought a ball at StoreC. StoreC is in London. In which city did Bob buy the ball?,London,London.,,,,1,1,0,1,104.67600399988441,,,,,pre_replay,False,0.48661937998531357,1.0,50,50,50,50,0.10667059999832418,0.0,0,50,50,50,0.06200532001457759,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Dave bought a book at StoreB. StoreB is in Paris. In which city did Dave buy the book?,Paris,Paris,,,,1,1,0,0,80.43784799997411,,,,,pre_replay,False,0.48661937998531357,1.0,50,50,50,50,0.10667059999832418,0.0,0,50,50,50,0.06200532001457759,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Carol bought a book at StoreB. StoreB is in Berlin. In which city did Carol buy the book?,Berlin,Berlin,,,,1,1,0,0,81.98584699994171,,,,,pre_replay,False,0.48661937998531357,1.0,50,50,50,50,0.10667059999832418,0.0,0,50,50,50,0.06200532001457759,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Dave bought a apple at StoreA. StoreA is in Berlin. In which city did Dave buy the apple?,Berlin,Berlin,,,,1,1,0,0,80.2410169999348,,,,,pre_replay,False,0.48661937998531357,1.0,50,50,50,50,0.10667059999832418,0.0,0,50,50,50,0.06200532001457759,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Bob bought a coin at StoreA. StoreA is in London. In which city did Bob buy the coin?,London,London,,,,1,1,0,0,80.79204000000573,,,,,pre_replay,False,0.48661937998531357,1.0,50,50,50,50,0.10667059999832418,0.0,0,50,50,50,0.06200532001457759,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Carol bought a book at StoreB. StoreB is in London. In which city did Carol buy the book?,London,London,,,,1,1,0,0,79.79058299997632,,,,,pre_replay,False,0.48661937998531357,1.0,50,50,50,50,0.10667059999832418,0.0,0,50,50,50,0.06200532001457759,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Carol bought a ball at StoreB. StoreB is in Paris. In which city did Carol buy the ball?,Paris,Paris,,,,1,1,0,0,82.62682099984886,,,,,pre_replay,False,0.48661937998531357,1.0,50,50,50,50,0.10667059999832418,0.0,0,50,50,50,0.06200532001457759,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Bob bought a book at StoreC. StoreC is in Berlin. In which city did Bob buy the book?,Berlin,Berlin,,,,1,1,0,0,81.01762100000087,,,,,pre_replay,False,0.48661937998531357,1.0,50,50,50,50,0.10667059999832418,0.0,0,50,50,50,0.06200532001457759,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Carol bought a book at StoreA. StoreA is in London. In which city did Carol buy the book?,London,London,,,,1,1,0,0,81.00309099995684,,,,,pre_replay,False,0.48661937998531357,1.0,50,50,50,50,0.10667059999832418,0.0,0,50,50,50,0.06200532001457759,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Dave bought a book at StoreC. StoreC is in Berlin. In which city did Dave buy the book?,Berlin,Berlin,,,,1,1,0,0,79.44086199995581,,,,,pre_replay,False,0.48661937998531357,1.0,50,50,50,50,0.10667059999832418,0.0,0,50,50,50,0.06200532001457759,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Dave bought a book at StoreA. StoreA is in London. In which city did Dave buy the book?,London,London,,,,1,1,0,0,80.56261799993081,,,,,pre_replay,False,0.48661937998531357,1.0,50,50,50,50,0.10667059999832418,0.0,0,50,50,50,0.06200532001457759,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Bob bought a apple at StoreA. StoreA is in Paris. In which city did Bob buy the apple?,Paris,Paris,,,,1,1,0,0,87.13454799999454,,,,,pre_replay,False,0.48661937998531357,1.0,50,50,50,50,0.10667059999832418,0.0,0,50,50,50,0.06200532001457759,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Dave bought a coin at StoreC. StoreC is in Berlin. In which city did Dave buy the coin?,Berlin,Berlin.,,,,1,1,0,1,105.27724799999305,,,,,pre_replay,False,0.48661937998531357,1.0,50,50,50,50,0.10667059999832418,0.0,0,50,50,50,0.06200532001457759,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Carol bought a ball at StoreA. StoreA is in Berlin. In which city did Carol buy the ball?,Berlin,Berlin,,,,1,1,0,0,79.64528299999074,,,,,pre_replay,False,0.48661937998531357,1.0,50,50,50,50,0.10667059999832418,0.0,0,50,50,50,0.06200532001457759,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Carol bought a book at StoreA. StoreA is in Paris. In which city did Carol buy the book?,Paris,Paris,,,,1,1,0,0,79.19788999993216,,,,,pre_replay,False,0.48661937998531357,1.0,50,50,50,50,0.10667059999832418,0.0,0,50,50,50,0.06200532001457759,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Alice bought a ball at StoreC. StoreC is in London. In which city did Alice buy the ball?,London,London.,,,,1,1,0,1,106.24370400000771,,,,,pre_replay,False,0.48661937998531357,1.0,50,50,50,50,0.10667059999832418,0.0,0,50,50,50,0.06200532001457759,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Bob bought a apple at StoreA. StoreA is in Paris. In which city did Bob buy the apple?,Paris,Paris,,,,1,1,0,0,79.01904899995316,,,,,pre_replay,False,0.48661937998531357,1.0,50,50,50,50,0.10667059999832418,0.0,0,50,50,50,0.06200532001457759,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Bob bought a coin at StoreC. StoreC is in London. In which city did Bob buy the coin?,London,London,,,,1,1,0,0,81.0541700000158,,,,,pre_replay,False,0.48661937998531357,1.0,50,50,50,50,0.10667059999832418,0.0,0,50,50,50,0.06200532001457759,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Alice bought a coin at StoreA. StoreA is in Berlin. In which city did Alice buy the coin?,Berlin,Berlin,,,,1,1,0,0,81.25917299980756,,,,,pre_replay,False,0.48661937998531357,1.0,50,50,50,50,0.10667059999832418,0.0,0,50,50,50,0.06200532001457759,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Carol bought a coin at StoreB. StoreB is in London. In which city did Carol buy the coin?,London,London.,,,,1,1,0,1,104.96229499995025,,,,,pre_replay,False,0.48661937998531357,1.0,50,50,50,50,0.10667059999832418,0.0,0,50,50,50,0.06200532001457759,0.0,0,50,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
