idx,prompt,answer,pred,em_raw,em_norm,f1,pred_len,gold_len,overlong,format_violation,latency_ms,memory_hit,retrieval_latency_ms,router_path,topk_keys,distance,justification,success,steps_pred,steps_opt,suboptimality,time_ms_per_100,rss_mb,flags,gating_enabled,retrieval.episodic.avg_latency_ms,retrieval.episodic.batch_size,retrieval.episodic.hit_rate_at_k,retrieval.episodic.hits_at_k,retrieval.episodic.k,retrieval.episodic.requests,retrieval.episodic.tokens_returned,retrieval.episodic.total_k,retrieval.relational.avg_latency_ms,retrieval.relational.batch_size,retrieval.relational.hit_rate_at_k,retrieval.relational.hits_at_k,retrieval.relational.k,retrieval.relational.requests,retrieval.relational.tokens_returned,retrieval.relational.total_k,retrieval.spatial.avg_latency_ms,retrieval.spatial.batch_size,retrieval.spatial.hit_rate_at_k,retrieval.spatial.hits_at_k,retrieval.spatial.k,retrieval.spatial.requests,retrieval.spatial.tokens_returned,retrieval.spatial.total_k,gating.episodic.accepted,gating.episodic.attempts,gating.episodic.skipped,gating.relational.accepted,gating.relational.attempts,gating.relational.skipped,gating.spatial.accepted,gating.spatial.attempts,gating.spatial.skipped
10,"Bob bought a book at StoreC. StoreC is in Berlin. However, others report StoreC is in Rome. Despite conflicting reports, in which city did Bob buy the book?",Berlin,Berlin,1,1,1.0,1,1,0,0,82.50771699977122,0,0.0,,,,,,,,,132.22652530792487,1700.38671875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,"Carol bought a apple at StoreA. StoreA is in London. However, others report StoreA is in Paris. Despite conflicting reports, in which city did Carol buy the apple?",London,London,1,1,1.0,1,1,0,0,79.2114920000131,0,0.0,,,,,,,,,132.22652530792487,1700.38671875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,"Carol bought a coin at StoreC. StoreC is in London. However, others report StoreC is in Paris. Despite conflicting reports, in which city did Carol buy the coin?",London,London,1,1,1.0,1,1,0,0,79.43249299978561,0,0.0,,,,,,,,,132.22652530792487,1700.38671875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,"Carol bought a book at StoreA. StoreA is in London. However, others report StoreA is in Berlin. Despite conflicting reports, in which city did Carol buy the book?",London,London,1,1,1.0,1,1,0,0,79.1613609999331,0,0.0,,,,,,,,,132.22652530792487,1700.38671875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,"Dave bought a ball at StoreA. StoreA is in Rome. However, others report StoreA is in London. Despite conflicting reports, in which city did Dave buy the ball?",Rome,Rome,1,1,1.0,1,1,0,0,102.54754100014907,0,0.0,,,,,,,,,132.22652530792487,1700.38671875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,"Carol bought a apple at StoreB. StoreB is in Paris. However, others report StoreB is in Rome. Despite conflicting reports, in which city did Carol buy the apple?",Paris,Paris,1,1,1.0,1,1,0,0,81.7858340001294,0,0.0,,,,,,,,,132.22652530792487,1700.38671875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"Dave bought a apple at StoreA. StoreA is in Berlin. However, others report StoreA is in London. Despite conflicting reports, in which city did Dave buy the apple?",Berlin,Berlin,1,1,1.0,1,1,0,0,79.25262199978533,0,0.0,,,,,,,,,132.22652530792487,1700.38671875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,"Bob bought a ball at StoreC. StoreC is in Rome. However, others report StoreC is in Berlin. Despite conflicting reports, in which city did Bob buy the ball?",Rome,Rome,1,1,1.0,1,1,0,0,102.31903000021703,0,0.0,,,,,,,,,132.22652530792487,1700.38671875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,"Alice bought a coin at StoreB. StoreB is in Paris. However, others report StoreB is in Berlin. Despite conflicting reports, in which city did Alice buy the coin?",Paris,Paris,1,1,1.0,1,1,0,0,79.05678999986776,0,0.0,,,,,,,,,132.22652530792487,1700.38671875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,"Dave bought a coin at StoreC. StoreC is in Paris. However, others report StoreC is in London. Despite conflicting reports, in which city did Dave buy the coin?",Paris,Paris,1,1,1.0,1,1,0,0,79.3099219999931,0,0.0,,,,,,,,,132.22652530792487,1700.38671875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,"Dave bought a coin at StoreC. StoreC is in Berlin. However, others report StoreC is in London. Despite conflicting reports, in which city did Dave buy the coin?",Berlin,Berlin,1,1,1.0,1,1,0,0,82.46201700012534,0,0.0,,,,,,,,,132.22652530792487,1700.38671875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,"Alice bought a apple at StoreA. StoreA is in Paris. However, others report StoreA is in London. Despite conflicting reports, in which city did Alice buy the apple?",Paris,Paris,1,1,1.0,1,1,0,0,79.35300200006168,0,0.0,,,,,,,,,132.22652530792487,1700.38671875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,"Alice bought a book at StoreA. StoreA is in Berlin. However, others report StoreA is in Paris. Despite conflicting reports, in which city did Alice buy the book?",Berlin,Berlin,1,1,1.0,1,1,0,0,80.09662600034062,0,0.0,,,,,,,,,132.22652530792487,1700.38671875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,"Dave bought a ball at StoreC. StoreC is in Berlin. However, others report StoreC is in Rome. Despite conflicting reports, in which city did Dave buy the ball?",Berlin,Berlin,1,1,1.0,1,1,0,0,79.25394099993355,0,0.0,,,,,,,,,132.22652530792487,1700.38671875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,"Carol bought a ball at StoreC. StoreC is in Berlin. However, others report StoreC is in Paris. Despite conflicting reports, in which city did Carol buy the ball?",Berlin,Berlin,1,1,1.0,1,1,0,0,79.16381099994396,0,0.0,,,,,,,,,132.22652530792487,1700.38671875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"Alice bought a coin at StoreB. StoreB is in Rome. However, others report StoreB is in London. Despite conflicting reports, in which city did Alice buy the coin?",Rome,Rome,1,1,1.0,1,1,0,0,105.20793300020159,0,0.0,,,,,,,,,132.22652530792487,1700.38671875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,"Carol bought a book at StoreC. StoreC is in Rome. However, others report StoreC is in Paris. Despite conflicting reports, in which city did Carol buy the book?",Rome,Rome,1,1,1.0,1,1,0,0,104.30049900014637,0,0.0,,,,,,,,,132.22652530792487,1700.38671875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,"Carol bought a coin at StoreC. StoreC is in Berlin. However, others report StoreC is in Rome. Despite conflicting reports, in which city did Carol buy the coin?",Berlin,Berlin,1,1,1.0,1,1,0,0,79.41088199959268,0,0.0,,,,,,,,,132.22652530792487,1700.38671875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,"Bob bought a book at StoreB. StoreB is in London. However, others report StoreB is in Paris. Despite conflicting reports, in which city did Bob buy the book?",London,London,1,1,1.0,1,1,0,0,79.58316399981413,0,0.0,,,,,,,,,132.22652530792487,1700.38671875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,"Alice bought a apple at StoreC. StoreC is in London. However, others report StoreC is in Berlin. Despite conflicting reports, in which city did Alice buy the apple?",London,London,1,1,1.0,1,1,0,0,79.99811499985299,0,0.0,,,,,,,,,132.22652530792487,1700.38671875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,"Alice bought a ball at StoreB. StoreB is in Paris. However, others report StoreB is in Rome. Despite conflicting reports, in which city did Alice buy the ball?",Paris,Paris,1,1,1.0,1,1,0,0,82.11695499994676,0,0.0,,,,,,,,,132.22652530792487,1700.38671875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,"Carol bought a ball at StoreC. StoreC is in London. However, others report StoreC is in Paris. Despite conflicting reports, in which city did Carol buy the ball?",London,London,1,1,1.0,1,1,0,0,79.32204200005799,0,0.0,,,,,,,,,132.22652530792487,1700.38671875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"Dave bought a book at StoreB. StoreB is in Paris. However, others report StoreB is in Rome. Despite conflicting reports, in which city did Dave buy the book?",Paris,Paris,1,1,1.0,1,1,0,0,79.48717299996133,0,0.0,,,,,,,,,132.22652530792487,1700.38671875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,"Alice bought a ball at StoreC. StoreC is in Berlin. However, others report StoreC is in Rome. Despite conflicting reports, in which city did Alice buy the ball?",Berlin,Berlin,1,1,1.0,1,1,0,0,79.1807210002844,0,0.0,,,,,,,,,132.22652530792487,1700.38671875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,"Carol bought a ball at StoreA. StoreA is in London. However, others report StoreA is in Paris. Despite conflicting reports, in which city did Carol buy the ball?",London,London,1,1,1.0,1,1,0,0,79.11099100010688,0,0.0,,,,,,,,,132.22652530792487,1700.38671875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"Carol bought a coin at StoreB. StoreB is in Rome. However, others report StoreB is in Berlin. Despite conflicting reports, in which city did Carol buy the coin?",Rome,Rome,1,1,1.0,1,1,0,0,105.36911300005158,0,0.0,,,,,,,,,132.22652530792487,1700.38671875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,"Carol bought a book at StoreC. StoreC is in Rome. However, others report StoreC is in Paris. Despite conflicting reports, in which city did Carol buy the book?",Rome,Rome,1,1,1.0,1,1,0,0,103.26076399996964,0,0.0,,,,,,,,,132.22652530792487,1700.38671875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"Bob bought a apple at StoreA. StoreA is in Paris. However, others report StoreA is in London. Despite conflicting reports, in which city did Bob buy the apple?",Paris,Paris,1,1,1.0,1,1,0,0,79.04076100021484,0,0.0,,,,,,,,,132.22652530792487,1700.38671875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,"Alice bought a coin at StoreC. StoreC is in Berlin. However, others report StoreC is in Paris. Despite conflicting reports, in which city did Alice buy the coin?",Berlin,Berlin,1,1,1.0,1,1,0,0,79.15564100039774,0,0.0,,,,,,,,,132.22652530792487,1700.38671875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,"Carol bought a apple at StoreC. StoreC is in Paris. However, others report StoreC is in Rome. Despite conflicting reports, in which city did Carol buy the apple?",Paris,Paris,1,1,1.0,1,1,0,0,79.33709200005978,0,0.0,,,,,,,,,132.22652530792487,1700.38671875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,"Carol bought a book at StoreB. StoreB is in Berlin. However, others report StoreB is in Rome. Despite conflicting reports, in which city did Carol buy the book?",Berlin,Berlin,1,1,1.0,1,1,0,0,82.15425499975026,0,0.0,,,,,,,,,132.22652530792487,1700.38671875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,"Carol bought a ball at StoreA. StoreA is in Rome. However, others report StoreA is in London. Despite conflicting reports, in which city did Carol buy the ball?",Rome,Rome,1,1,1.0,1,1,0,0,102.23039899983632,0,0.0,,,,,,,,,132.22652530792487,1700.38671875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,"Carol bought a apple at StoreC. StoreC is in Berlin. However, others report StoreC is in Rome. Despite conflicting reports, in which city did Carol buy the apple?",Berlin,Berlin,1,1,1.0,1,1,0,0,78.89672999999675,0,0.0,,,,,,,,,132.22652530792487,1700.38671875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,"Dave bought a ball at StoreA. StoreA is in Berlin. However, others report StoreA is in Rome. Despite conflicting reports, in which city did Dave buy the ball?",Berlin,Berlin,1,1,1.0,1,1,0,0,79.8821449998286,0,0.0,,,,,,,,,132.22652530792487,1700.38671875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,"Dave bought a coin at StoreC. StoreC is in Berlin. However, others report StoreC is in Rome. Despite conflicting reports, in which city did Dave buy the coin?",Berlin,Berlin,1,1,1.0,1,1,0,0,79.32156100014254,0,0.0,,,,,,,,,132.22652530792487,1700.38671875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"Carol bought a book at StoreA. StoreA is in London. However, others report StoreA is in Paris. Despite conflicting reports, in which city did Carol buy the book?",London,London,1,1,1.0,1,1,0,0,81.7869829998017,0,0.0,,,,,,,,,132.22652530792487,1700.38671875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,"Dave bought a ball at StoreC. StoreC is in Berlin. However, others report StoreC is in London. Despite conflicting reports, in which city did Dave buy the ball?",Berlin,Berlin,1,1,1.0,1,1,0,0,79.06987100022889,0,0.0,,,,,,,,,132.22652530792487,1700.38671875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,"Dave bought a book at StoreA. StoreA is in Paris. However, others report StoreA is in Berlin. Despite conflicting reports, in which city did Dave buy the book?",Paris,Paris,1,1,1.0,1,1,0,0,79.04151999991882,0,0.0,,,,,,,,,132.22652530792487,1700.38671875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,"Alice bought a book at StoreC. StoreC is in Paris. However, others report StoreC is in Berlin. Despite conflicting reports, in which city did Alice buy the book?",Paris,Paris,1,1,1.0,1,1,0,0,79.11126099998,0,0.0,,,,,,,,,132.22652530792487,1700.38671875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,"Bob bought a ball at StoreA. StoreA is in Rome. However, others report StoreA is in London. Despite conflicting reports, in which city did Bob buy the ball?",Rome,Rome,1,1,1.0,1,1,0,0,103.58480500008227,0,0.0,,,,,,,,,132.22652530792487,1700.38671875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
