idx,prompt,answer,pred,em_raw,em_norm,f1,pred_len,gold_len,overlong,format_violation,latency_ms,memory_hit,retrieval_latency_ms,router_path,topk_keys,distance,justification,context_key,retrieval_requests,writes_count,store_size_before,store_size_after,context_match_rate,success,steps_pred,steps_opt,suboptimality,time_ms_per_100,rss_mb,flags,gating_enabled,retrieval.episodic.avg_latency_ms,retrieval.episodic.batch_size,retrieval.episodic.hit_rate_at_k,retrieval.episodic.hits_at_k,retrieval.episodic.k,retrieval.episodic.requests,retrieval.episodic.tokens_returned,retrieval.episodic.total_k,retrieval.relational.avg_latency_ms,retrieval.relational.batch_size,retrieval.relational.hit_rate_at_k,retrieval.relational.hits_at_k,retrieval.relational.k,retrieval.relational.requests,retrieval.relational.tokens_returned,retrieval.relational.total_k,retrieval.spatial.avg_latency_ms,retrieval.spatial.batch_size,retrieval.spatial.hit_rate_at_k,retrieval.spatial.hits_at_k,retrieval.spatial.k,retrieval.spatial.requests,retrieval.spatial.tokens_returned,retrieval.spatial.total_k,gating.episodic.accepted,gating.episodic.attempts,gating.episodic.skipped,gating.relational.accepted,gating.relational.attempts,gating.relational.skipped,gating.spatial.accepted,gating.spatial.attempts,gating.spatial.skipped
10,"Grid 6x6 with obstacles [(0, 4), (1, 5), (2, 2), (2, 5), (5, 4), (5, 5)]. Start (4, 4) goal (4, 3). Respond with moves using U, D, L, R only, no spaces (e.g., UDLR).",U,URDDLUULRDLLRDDRLRDRCUURUDRUURRDRCRRCRRCR,0,0,0.0,1,1,0,0,618.0848069998319,0,0.0,,,,,spatial_multi/00011,0,0,0,0,0.0,False,37,1,37.0,1362.5590164554794,1696.7890625,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,"Grid 6x6 with obstacles [(0, 4), (1, 5), (2, 2), (2, 5), (5, 4), (5, 5)]. Start (4, 4) goal (1, 0). Respond with moves using U, D, L, R only, no spaces (e.g., UDLR).",LLLUUUU,URDDLRLUDDLUURRDLLRDDRLRUURUUULRRDD,0,0,0.0,1,1,0,0,485.80496000067797,0,0.0,,,,,spatial_multi/00012,0,0,0,0,0.0,False,35,7,5.0,1362.5590164554794,1696.7890625,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,"Grid 6x6 with obstacles [(0, 4), (1, 5), (2, 2), (2, 5), (5, 4), (5, 5)]. Start (3, 4) goal (5, 2). Respond with moves using U, D, L, R only, no spaces (e.g., UDLR).",RURU,RLURDLRLRDLLURD,0,0,0.0,1,1,0,0,264.3747740003164,0,0.0,,,,,spatial_multi/00013,0,0,0,0,0.0,False,15,4,3.75,1362.5590164554794,1696.7890625,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,"Grid 6x6 with obstacles [(0, 4), (1, 5), (2, 2), (2, 5), (5, 4), (5, 5)]. Start (5, 2) goal (0, 1). Respond with moves using U, D, L, R only, no spaces (e.g., UDLR).",LLULLL,URDRLDRULURRDDULLRDRCUURURUDRCRCDLRCRUCRDRCRUDDRCRUURURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRU,0,0,0.0,1,1,0,0,6475.67142600019,0,0.0,,,,,spatial_multi/00014,0,0,0,0,0.0,False,502,6,83.66666666666667,1362.5590164554794,1696.7890625,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,"Grid 6x6 with obstacles [(0, 4), (1, 5), (2, 2), (2, 5), (5, 4), (5, 5)]. Start (1, 0) goal (1, 4). Respond with moves using U, D, L, R only, no spaces (e.g., UDLR).",DDDD,RLRDLLURRDDULLDRD,0,0,0.0,1,1,0,0,262.437271001545,0,0.0,,,,,spatial_multi/00015,0,0,0,0,0.0,False,17,4,4.25,1362.5590164554794,1696.7890625,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,"Grid 6x6 with obstacles [(0, 4), (1, 5), (2, 2), (2, 5), (5, 4), (5, 5)]. Start (3, 1) goal (1, 1). Respond with moves using U, D, L, R only, no spaces (e.g., UDLR).",LL,URDLRLDRDULLRDULURRDDLLRUDDRCRRDURURUURUDRCRRRLLRDRCRURDDRCRRURRDDRCRRRLRDDRCRRRLDDRRCRRRLRDDRCRRRLDDRRCRRRLRDDRCRRRLDDD,0,0,0.0,1,1,0,0,1508.7662679979985,0,0.0,,,,,spatial_multi/00016,0,0,0,0,0.0,False,110,2,55.0,1362.5590164554794,1696.7890625,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"Grid 6x6 with obstacles [(0, 4), (1, 5), (2, 2), (2, 5), (5, 4), (5, 5)]. Start (5, 2) goal (3, 3). Respond with moves using U, D, L, R only, no spaces (e.g., UDLR).",LLD,URDULRDLLDRRLRDRCRCLDR,0,0,0.0,1,1,0,0,365.43503800203325,0,0.0,,,,,spatial_multi/00017,0,0,0,0,0.0,False,20,3,6.666666666666667,1362.5590164554794,1696.7890625,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,"Grid 6x6 with obstacles [(0, 4), (1, 5), (2, 2), (2, 5), (5, 4), (5, 5)]. Start (2, 0) goal (2, 4). Respond with moves using U, D, L, R only, no spaces (e.g., UDLR).",LDDDRD,RLRUURDDDRLLRDRCRURULRDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURUDDRCRURU,0,0,0.0,1,1,0,0,6466.8469930002175,0,0.0,,,,,spatial_multi/00018,0,0,0,0,0.0,False,363,6,60.5,1362.5590164554794,1696.7890625,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,"Grid 6x6 with obstacles [(0, 4), (1, 5), (2, 2), (2, 5), (5, 4), (5, 5)]. Start (1, 1) goal (4, 3). Respond with moves using U, D, L, R only, no spaces (e.g., UDLR).",RRRDD,RLURLDRDURRRRDDRDRLULURDDURDDRUURRDDURRRDDRLURDDRUURDDRUURRDDRLURDDRURDDRLURDDDURRDDRLURDDLURRDDRLURDDRURDDRLURDDRURDDRLURDDLURRDDRLURDDRUURRDDRLURDDLUURRDDRLURDDLRURRDDRLURDDLUURRDDRLURDDRUURRDDRLURDDLDURRDDRLURDDLUURRDDRLURDDLRURRDDRLURDDLUURRDDRLURDDLRUDURRDDRLURDDLDUURRDDRLURDDLUURRDDRLURDDLRURRDDRLURDDLUURRDDRLURDDLRURRDDRLURDDLDURRDDRLURDDLUURRDDRLURDDLRURRDDRLURDDLUURRDDRLURDDLRURRDDRLURDDLDURRDDRLURDDLUURRDDRLURDDLRURRDDRLURDDLUURRDDRLURDDLRURRDDRLURDDLDURRDDRLURDDLUURRDDRLURDDLRURRDDRLURDDLUURRDDRLURDDLRURRDDRLURDDLDURRDDRLURDDLUURRDDRLURDD,0,0,0.0,1,1,0,0,6634.689927999716,0,0.0,,,,,spatial_multi/00019,0,0,0,0,0.0,False,555,5,111.0,1362.5590164554794,1696.7890625,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,"Grid 6x6 with obstacles [(0, 4), (1, 5), (2, 2), (2, 5), (5, 4), (5, 5)]. Start (2, 3) goal (2, 1). Respond with moves using U, D, L, R only, no spaces (e.g., UDLR).",LUUR,RLURDRDLULRDULLR,0,0,0.0,1,1,0,0,267.26095100093517,0,0.0,,,,,spatial_multi/00020,0,0,0,0,0.0,False,16,4,4.0,1362.5590164554794,1696.7890625,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,"Grid 6x6 with obstacles [(0, 4), (1, 5), (2, 2), (2, 5), (5, 4), (5, 5)]. Start (5, 0) goal (1, 1). Respond with moves using U, D, L, R only, no spaces (e.g., UDLR).",LLLLD,URULLRDLLULRRDRLRDDLUDDRUURRDDLUDDRUURRDDLURRDRLRDDLUDDRUURRDDLURRDRLRDDLUDDRUURRDDLURRDRLRDDLUDDRUURRDDLURRDRLRDDLUDDRUURRDDLURRDRLRDDLUDDRUURRDDLURRDRLRDDLUDDRUURRDDLURRDRLRDDLUDDRUURRDDLURRDRLRDDLUDDRUURRDDLURRDRLRDDLUDDRUURRDDLURRDRLRDDLUDDRUURRDDLURRDRLRDDLUDDRUURRDDLURRDRLRDDLUDDRUURRDDLURRDRLRDDLUDDRUURRDDLURRDRLRDDLUDDRUURRDDLURRDRLRDDLUDDRUURRDDLURRDRLRDDLUDDRUURRDDLURRDRLRDDLUDDRUURRDDLURRDRLRDDLUDDRUURRDDLURRDRLRDDLUDDRUURRDDLURRDRLRDDLUDDRUURRDDLURRDRLRDDLUDDRUURRDDLURRDRLRDDLUDDRUURRDDLURRDRLRDDLUDDRUURRDDLURRDRLRDDLUDD,0,0,0.0,1,1,0,0,6504.86166400151,0,0.0,,,,,spatial_multi/00021,0,0,0,0,0.0,False,538,5,107.6,1362.5590164554794,1696.7890625,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,"Grid 6x6 with obstacles [(0, 4), (1, 5), (2, 2), (2, 5), (5, 4), (5, 5)]. Start (1, 2) goal (0, 2). Respond with moves using U, D, L, R only, no spaces (e.g., UDLR).",L,URDDLDRRDDLUURRRDRLRUDDURULRDLLURDRRLUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRUDDRLRU,0,0,0.0,1,1,0,0,6477.572895997582,0,0.0,,,,,spatial_multi/00022,0,0,0,0,0.0,False,512,1,512.0,1362.5590164554794,1696.7890625,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,"Grid 6x6 with obstacles [(0, 4), (1, 5), (2, 2), (2, 5), (5, 4), (5, 5)]. Start (4, 3) goal (4, 4). Respond with moves using U, D, L, R only, no spaces (e.g., UDLR).",D,RDLDLURRDDRLRUDDRCRULDRUCRURUDRCUDDRCRULDRUCRURUDRCUDDRCRULDRUCRURUDRCUDDRCRULDRUCRURUDRCUDDRCRULDRUCRURUDRCUDDRCRULDRUCRURUDRCUDDRCRULDRUCRURUDRCUDDRCRULDRUCRURUDRCUDDRCRULDRUCRURUDRCUDDRCRULDRUCRURUDRCUDDRCRULDRUCRURUDRCUDDRCRULDRUCRURUDRCUDDRCRULDRUCRURUDRCUDDRCRULDRUCRURUDRCUDDRCRULDRUCRURUDRCUDDRCRULDRUCRURUDRCUDDRCRULDRUCRURUDRCUDDRCRULDRUCRURUDRCUDDRCRULDRUCRURUDRCUDDRCRULDRUCRURUDRCUDDRCRULDRUCRURUDRCUDDRCRULDRUCRURUDRCUDDRCRULDRUCR,0,0,0.0,1,1,0,0,6456.532668998989,0,0.0,,,,,spatial_multi/00023,0,0,0,0,0.0,False,376,1,376.0,1362.5590164554794,1696.7890625,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,"Grid 6x6 with obstacles [(0, 4), (1, 5), (2, 2), (2, 5), (5, 4), (5, 5)]. Start (4, 3) goal (5, 3). Respond with moves using U, D, L, R only, no spaces (e.g., UDLR).",R,URRUDDRLRDLLRRRDDRLD,0,0,0.0,1,1,0,0,313.88058100128546,0,0.0,,,,,spatial_multi/00024,0,0,0,0,0.0,False,20,1,20.0,1362.5590164554794,1696.7890625,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,"Grid 6x6 with obstacles [(0, 4), (1, 5), (2, 2), (2, 5), (5, 4), (5, 5)]. Start (1, 0) goal (2, 4). Respond with moves using U, D, L, R only, no spaces (e.g., UDLR).",DDDRD,UDRLRDLLURRDDLUULRDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCUURRUDDRCU,0,0,0.0,1,1,0,0,6519.351292998181,0,0.0,,,,,spatial_multi/00025,0,0,0,0,0.0,False,413,5,82.6,1362.5590164554794,1696.7890625,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"Grid 6x6 with obstacles [(0, 4), (1, 5), (2, 2), (2, 5), (5, 4), (5, 5)]. Start (0, 2) goal (3, 2). Respond with moves using U, D, L, R only, no spaces (e.g., UDLR).",RURRD,URDDLRLDRDULLRDLLRDDRUDDULDRURDLDDRRCRRRCRRUCUCCUUURRCRCLCRCLRCCRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCLRCRCL,0,0,0.0,1,1,0,0,6435.501358999318,0,0.0,,,,,spatial_multi/00026,0,0,0,0,0.0,False,278,5,55.6,1362.5590164554794,1696.7890625,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,"Grid 6x6 with obstacles [(0, 4), (1, 5), (2, 2), (2, 5), (5, 4), (5, 5)]. Start (4, 4) goal (2, 4). Respond with moves using U, D, L, R only, no spaces (e.g., UDLR).",LL,UDRLURDLRDULRUDDLUURRDDRCRRRCRCRRRCR,0,0,0.0,1,1,0,0,506.3690650022181,0,0.0,,,,,spatial_multi/00027,0,0,0,0,0.0,False,32,2,16.0,1362.5590164554794,1696.7890625,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
