idx,prompt,answer,pred,em_raw,em_norm,f1,pred_len,gold_len,overlong,format_violation,latency_ms,memory_hit,retrieval_latency_ms,router_path,topk_keys,distance,justification,context_key,retrieval_requests,writes_count,store_size_before,store_size_after,context_match_rate,success,steps_pred,steps_opt,suboptimality,time_ms_per_100,rss_mb,flags,gating_enabled,retrieval.episodic.avg_latency_ms,retrieval.episodic.batch_size,retrieval.episodic.hit_rate_at_k,retrieval.episodic.hits_at_k,retrieval.episodic.k,retrieval.episodic.requests,retrieval.episodic.tokens_returned,retrieval.episodic.total_k,retrieval.relational.avg_latency_ms,retrieval.relational.batch_size,retrieval.relational.hit_rate_at_k,retrieval.relational.hits_at_k,retrieval.relational.k,retrieval.relational.requests,retrieval.relational.tokens_returned,retrieval.relational.total_k,retrieval.spatial.avg_latency_ms,retrieval.spatial.batch_size,retrieval.spatial.hit_rate_at_k,retrieval.spatial.hits_at_k,retrieval.spatial.k,retrieval.spatial.requests,retrieval.spatial.tokens_returned,retrieval.spatial.total_k,gating.episodic.accepted,gating.episodic.attempts,gating.episodic.skipped,gating.relational.accepted,gating.relational.attempts,gating.relational.skipped,gating.spatial.accepted,gating.spatial.attempts,gating.spatial.skipped
10,"Grid 6x6 with obstacles [(0, 4), (1, 5), (2, 2), (2, 5), (5, 4), (5, 5)]. Start (4, 4) goal (4, 3). Respond with moves using U, D, L, R only, no spaces (e.g., UDLR).",U,URURRDDLLRDRLDDLUULDRDRCUUCRUURRRDCUUURRDDLCDDRCCUURRDDLCDDRCCUURRDDLCDDRCCUURRDDLCDDRCCUURRDDLCDDRCCUURRDDLCDDRCCUURRDDLCDDRCCUURRDDLCDDRCCUURRDDLCDDRCCUURRDDLCDDRCCUURRDDLCDDRCCUURRDDLCDDRCCUURRDDLCDDRCCUURRDDLCDDRCCUURRDDLCDDRCCUURRDDLCDDRCCUURRDDLCDDRCCUURRDDLCDDRCCUURRDDLCDDRCCUURRDDLCDDRCCUURRDDLCDDRCCUURRDDLCDDRCCUURRDDLCDDRCCUURRDDLCDDRCCUURRDDLCDDRCCUURRDDLCDDRCCUURRDDLCDDRCCUURRDDLCDDRCCUURRDDLCDDRCCUURRDDLCDDRCCUURRDDLCDDRCCUURRDDLCDDRCCUURRDDLCDDRCCUURRDDLCDDRCCUURRDDLCDDRCCUURRDDLCDDRCCUURRDDLCDDRCCUURRDDLCDDRCCUURRDDLCDDRCCUURRDDLC,0,0,0.0,1,1,0,0,6024.511483999959,0,0.0,,,,,spatial_multi/00011,0,0,0,0,0.0,False,430,1,430.0,1332.7823028552143,1806.26171875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,"Grid 6x6 with obstacles [(0, 4), (1, 5), (2, 2), (2, 5), (5, 4), (5, 5)]. Start (4, 4) goal (1, 0). Respond with moves using U, D, L, R only, no spaces (e.g., UDLR).",LLLUUUU,URDDLUULRDLLRDDRLRDDRUURUDRLRUURRDDR,0,0,0.0,1,1,0,0,455.8775939985935,0,0.0,,,,,spatial_multi/00012,0,0,0,0,0.0,False,36,7,5.142857142857143,1332.7823028552143,1806.26171875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,"Grid 6x6 with obstacles [(0, 4), (1, 5), (2, 2), (2, 5), (5, 4), (5, 5)]. Start (3, 4) goal (5, 2). Respond with moves using U, D, L, R only, no spaces (e.g., UDLR).",RURU,URDRULRDLLURRDDRLUDDRUURRDRCUDDRCR,0,0,0.0,1,1,0,0,479.8693100019591,0,0.0,,,,,spatial_multi/00013,0,0,0,0,0.0,False,32,4,8.0,1332.7823028552143,1806.26171875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,"Grid 6x6 with obstacles [(0, 4), (1, 5), (2, 2), (2, 5), (5, 4), (5, 5)]. Start (5, 2) goal (0, 1). Respond with moves using U, D, L, R only, no spaces (e.g., UDLR).",LLULLL,UDRLRDURULRRDURULRUDDLUURRDDRLRUDDLRDDRULURRDDRLRUDDLUURRDDRLRUDDLUURRDDRLRUDDLUURRDDRLRUDDLUURRDDRLRUDDLUURRDDRLRUDDLUURRDDRLRUDDLUURRDDRLRUDDLUURRDDRLRUDDLUURRDDRLRUDDLUURRDDRLRUDDLUURRDDRLRUDDLUURRDDRLRUDDLUURRDDRLRUDDLUURRDDRLRUDDLUURRDDRLRUDDLUURRDDRLRUDDLUURRDDRLRUDDLUURRDDRLRUDDLUURRDDRLRUDDLUURRDDRLRUDDLUURRDDRLRUDDLUURRDDRLRUDDLUURRDDRLRUDDLUURRDDRLRUDDLUURRDDRLRUDDLUURRDDRLRUDDLUURRDDRLRUDDLUURRDDRLRUDDLUURRDDRLRUDDLUURRDDRLRUDDLUURRDDRLRUDDLUURRDDRLRUDDLUURRDDRLRUDDLUURRDDRLRUDDLUURRDDRLRUDDLUURRDDRLRUDDLUURRDDRLRUDDLUURRDDRLRUDDLUURRDD,0,0,0.0,1,1,0,0,6013.234547997854,0,0.0,,,,,spatial_multi/00014,0,0,0,0,0.0,False,553,6,92.16666666666667,1332.7823028552143,1806.26171875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,"Grid 6x6 with obstacles [(0, 4), (1, 5), (2, 2), (2, 5), (5, 4), (5, 5)]. Start (1, 0) goal (1, 4). Respond with moves using U, D, L, R only, no spaces (e.g., UDLR).",DDDD,UDRLRDURULRUDDLUULURD,0,0,0.0,1,1,0,0,316.8949100036116,0,0.0,,,,,spatial_multi/00015,0,0,0,0,0.0,False,21,4,5.25,1332.7823028552143,1806.26171875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,"Grid 6x6 with obstacles [(0, 4), (1, 5), (2, 2), (2, 5), (5, 4), (5, 5)]. Start (3, 1) goal (1, 1). Respond with moves using U, D, L, R only, no spaces (e.g., UDLR).",LL,RLDRDURDDLUULRDLLRDRCUURURDRCUURRDDRCRUURURDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDDRCRUURRDD,0,0,0.0,1,1,0,0,6026.750379001896,0,0.0,,,,,spatial_multi/00016,0,0,0,0,0.0,False,505,2,252.5,1332.7823028552143,1806.26171875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"Grid 6x6 with obstacles [(0, 4), (1, 5), (2, 2), (2, 5), (5, 4), (5, 5)]. Start (5, 2) goal (3, 3). Respond with moves using U, D, L, R only, no spaces (e.g., UDLR).",LLD,URDRRDDLURULLRDRLURDDLUURRUULDDR,0,0,0.0,1,1,0,0,409.0221440019377,0,0.0,,,,,spatial_multi/00017,0,0,0,0,0.0,False,32,3,10.666666666666666,1332.7823028552143,1806.26171875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,"Grid 6x6 with obstacles [(0, 4), (1, 5), (2, 2), (2, 5), (5, 4), (5, 5)]. Start (2, 0) goal (2, 4). Respond with moves using U, D, L, R only, no spaces (e.g., UDLR).",LDDDRD,URDRLDRDRCUULRDRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCUURCDRLRCU,0,0,0.0,1,1,0,0,6014.265349000198,0,0.0,,,,,spatial_multi/00018,0,0,0,0,0.0,False,359,6,59.833333333333336,1332.7823028552143,1806.26171875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,"Grid 6x6 with obstacles [(0, 4), (1, 5), (2, 2), (2, 5), (5, 4), (5, 5)]. Start (1, 1) goal (4, 3). Respond with moves using U, D, L, R only, no spaces (e.g., UDLR).",RRRDD,URDLLRDLLULURRDDRLRDRCUDDLUURRDRCRUDDLCRRUCUUURDRCRDRUCRUDDLCRRUCUUURDRCRDRUCRUDDLCRRUCUUURDRCRDRUCRUDDLCRRUCUUURDRCRDRUCRUDDLCRRUCUUURDRCRDRUCRUDDLCRRUCUUURDRCRDRUCRUDDLCRRUCUUURDRCRDRUCRUDDLCRRUCUUURDRCRDRUCRUDDLCRRUCUUURDRCRDRUCRUDDLCRRUCUUURDRCRDRUCRUDDLCRRUCUUURDRCRDRUCRUDDLCRRUCUUURDRCRDRUCRUDDLCRRUCUUURDRCRDRUCRUDDLCRRUCUUURDRCRDRUCRUDDLCRRUCUUURDRCRDRUCRUDDLCRRUCUUURDRCRDRUCRUDDLCRRUCUUURDRCRDRUCRUDDLCRRUCUUURDRCRDRUCRUDDLCRRUCUUURDRCRDRUCRUDDLCRRUCUUURDRCRDRUC,0,0,0.0,1,1,0,0,6056.440729000315,0,0.0,,,,,spatial_multi/00019,0,0,0,0,0.0,False,391,5,78.2,1332.7823028552143,1806.26171875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,"Grid 6x6 with obstacles [(0, 4), (1, 5), (2, 2), (2, 5), (5, 4), (5, 5)]. Start (2, 3) goal (2, 1). Respond with moves using U, D, L, R only, no spaces (e.g., UDLR).",LUUR,RLRUURDRDLDLUULRDLLURRDDRLDDRLRDRCRRCRRUCUURDCUUUDRCUURRCRCDRCRCCRCRRCRCLCRCLRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCRRCR,0,0,0.0,1,1,0,0,6019.509145000484,0,0.0,,,,,spatial_multi/00020,0,0,0,0,0.0,False,277,4,69.25,1332.7823028552143,1806.26171875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,"Grid 6x6 with obstacles [(0, 4), (1, 5), (2, 2), (2, 5), (5, 4), (5, 5)]. Start (5, 0) goal (1, 1). Respond with moves using U, D, L, R only, no spaces (e.g., UDLR).",LLLLD,URDDLURRDDULRUDDLUUDDRLRDRCRRDRCRCCRRDRCRRDRCRCCRRDRCRRDRCRCCRRDRCRRDRCRCCRRDRCRRDRCRCCRRDRCRRDRCRCCRRDRCRRDRCRCCRRDRCRRDRCRCCRRDRCRRDRCRCCRRDRCRRDRCRCCRRDRCRRDRCRCCRRDRCRRDRCRCCRRDRCRRDRCRCCRRDRCRRDRCRCCRRDRCRRDRCRCCRRDRCRRDRCRCCRRDRCRRDRCRCCRRDRCRRDRCRCCRRDRCRRDRCRCCRRDRCRRDRCRCCRRDRCRRDRCRCCRRDRCRRDRCRCCRRDRCRRDRCRCCRRDRCRRDRCRCCRRDRCRRDRCRCCRRDRCRRDRCRCCRRDRCRRDRCRCCRRDRCRRDRCRCCRRDRCRRDRCRCCRRDRCRRDRCRCCRRDRCRRDRC,0,0,0.0,1,1,0,0,6025.950641000236,0,0.0,,,,,spatial_multi/00021,0,0,0,0,0.0,False,300,5,60.0,1332.7823028552143,1806.26171875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,"Grid 6x6 with obstacles [(0, 4), (1, 5), (2, 2), (2, 5), (5, 4), (5, 5)]. Start (1, 2) goal (0, 2). Respond with moves using U, D, L, R only, no spaces (e.g., UDLR).",L,URUURRDDLLRDRLRDLLRURURUDRLRDRLRUDDRCRRDURURRDDRLRUDDRCRRDURURRDDRLRUDDRCRRDURURRDDRLRUDDRCRRDURURRDDRLRUDDRCRRDURURRDDRLRUDDRCRRDURURRDDRLRUDDRCRRDURURRDDRLRUDDRCRRDURURRDDRLRUDDRCRRDURURRDDRLRUDDRCRRDURURRDDRLRUDDRCRRDURURRDDRLRUDDRCRRDURURRDDRLRUDDRCRRDURURRDDRLRUDDRCRRDURURRDDRLRUDDRCRRDURURRDDRLRUDDRCRRDURURRDDRLRUDDRCRRDURURRDDRLRUDDRCRRDURURRDDRLRUDDRCRRDURURRDDRLRUDDRCRRDURURRDDRLRUDDRCRRDURURRDDRLRUDDRCRRDURURRDDRLRUDDRCRRDURURRDDRLRUDDRCRRDURURRDDRLRUDDRCRRDURURRDDRLRUDDRCRRDURURRDDRLRUDDRCRRDUR,0,0,0.0,1,1,0,0,6025.283577000664,0,0.0,,,,,spatial_multi/00022,0,0,0,0,0.0,False,483,1,483.0,1332.7823028552143,1806.26171875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,"Grid 6x6 with obstacles [(0, 4), (1, 5), (2, 2), (2, 5), (5, 4), (5, 5)]. Start (4, 3) goal (4, 4). Respond with moves using U, D, L, R only, no spaces (e.g., UDLR).",D,URDRRLRDLLULLDRDRCUULURDDRCUUL,0,0,0.0,1,1,0,0,433.79387100139866,0,0.0,,,,,spatial_multi/00023,0,0,0,0,0.0,False,28,1,28.0,1332.7823028552143,1806.26171875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,"Grid 6x6 with obstacles [(0, 4), (1, 5), (2, 2), (2, 5), (5, 4), (5, 5)]. Start (4, 3) goal (5, 3). Respond with moves using U, D, L, R only, no spaces (e.g., UDLR).",R,URDLLRDRLUURRDDULRDLLURDRDRLRUDDLUURRDRLUURRDRLUDDLUURRDRLUURRDRLUDDLUURRDRLUURRDRLUDDLUURRDRLUURRDRLUDDLUURRDRLUURRDRLUDDLUURRDRLUURRDRLUDDLUURRDRLUURRDRLUDDLUURRDRLUURRDRLUDDLUURRDRLUURRDRLUDDLUURRDRLUURRDRLUDDLUURRDRLUURRDRLUDDLUURRDRLUURRDRLUDDLUURRDRLUURRDRLUDDLUURRDRLUURRDRLUDDLUURRDRLUURRDRLUDDLUURRDRLUURRDRLUDDLUURRDRLUURRDRLUDDLUURRDRLUURRDRLUDDLUURRDRLUURRDRLUDDLUURRDRLUURRDRLUDDLUURRDRLUURRDRLUDDLUURRDRLUURRDRLUDDLUURRDRLUURRDRLUDDLUURRDRLUURRDRLUDD,0,0,0.0,1,1,0,0,6025.190364998707,0,0.0,,,,,spatial_multi/00024,0,0,0,0,0.0,False,464,1,464.0,1332.7823028552143,1806.26171875,pre_replay,False,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
